reference,system
"basic english oder einfaches englisch ist eine von charles kay ogden geschaffene vereinfachte form der englischen sprache mit stark verkleinertem vokabular. die englischvariante wird manchmal auch als plansprache bezeichnet, da diese form des englischen einst als welthilfssprache dienen sollte. es ist nicht mit dem formal ähnlichen, jedoch für ein sehr spezielles anwendungsgebiet geschaffenen simplified english zu verwechseln. basic ist die abkürzung für british american scientific international commercial ( language ), wobei auch auf das englische wort basic angespielt wird, welches grundlegend bedeutet.","basic english oder einfaches englisch ist eine von charles p. gden geschaffene sprache, die auf dem englischen basiert. sie wurde von dem amerikanischen linguisten h. g. waugh entwickelt. basic englisch ist die abkürzung für basic english, die englische abkürzung für „ basic “ oder „ basic “. die bezeichnung ist nach dem englischen schriftsteller charles p. waugh benannt, der die sprache in den 1930er jahren geschaffen hat. basic ist eine relativ flektierende sprache, deren wortschatz sich aus den englischen wörtern „ basic “ bzw. „ basic “ und „ basic “ zusammensetzt. die englische sprache ist nicht mit den anderen sprachen der welt ( wie z. b. wikipedia ) zu verwechseln, wie z. b. das englische alphabet oder die"
"randori ( japanisch 乱取り, wörtlich : das chaos nehmen ) ist eine übungsform des kampfes im budō, den japanischen kampfkünsten. sinngemäß steht dabei der übungskampf randori dem shiai − dem eigentlichen wettkampf − gegenüber. beim randori geht es nicht um gewinnen oder verlieren, sondern darum die zuvor erlernten techniken im fluss des kampfes anwenden zu lernen.","randori ( jap. 多人数掛け, wörtl. „ mehrheits sparren “ ) ist eine form des sparrens in japan. der begriff geht auf den japanischen kampfkünstler jigoro kano zurück."
"die manhattan bridge ist eine hängebrücke in new york city, die den east river überquert und die beiden stadtteile lower manhattan ( chinatown ) und brooklyn miteinander verbindet. die am 31. dezember 1909 eröffnete, aber erst einige monate später fertiggestellte brücke war nach der brooklyn bridge und der williamsburg bridge die letzte der drei über den east river gebauten hängebrücken. auf ihren zwei ebenen hat sie heute insgesamt vier gleise der new york city subway, sieben fahrstreifen für den kfz-verkehr sowie einen fuß- und einen radweg.","die manhattan bridge ist eine hängebrücke in new york city, die den east river überquert und die beiden stadtteile brooklyn und williamsburg miteinander verbindet. die offizielle bezeichnung lautet brooklyn bridge."
"über sinn und bedeutung ist ein 1892 erschienener aufsatz von gottlob frege. frege erläutert darin die grundbegriffe seiner sprachphilosophie. die abhandlung wurde auch in der linguistik, speziell in der semantik, rezipiert ( vgl. lyons 1980 ).","sinn und bedeutung sind begriffe, die erstmals von dem deutsch-griechischen philosophen gottlob frege ( 1753–1846 ) in seinem werk über die bedeutung von sprache eingeführt wurden."
"leon schidlowsky ( * 21. juli 1931 in santiago de chile ) ist ein chilenisch-israelischer komponist und maler. er schreibt werke für orchester, kammerensemble, chor und für einzelne instrumente. außerdem komponierte er ca. 65 musikalische werke mit graphischer notation. seine musikalischen werke wurden in verschiedenen ländern aufgeführt. durch verschiedene musikalische gruppierungen, solisten und orchester sowie dirigenten wurden seine werke bekannt. seine graphisch-musikalischen arbeiten wurden in verschiedenen ausstellungen, die mit konzerten verbunden waren, präsentiert.",llaqui ist ein chilenisch-israelischer komponist und musikethnologe. er lebt in el cerrito.
"die begriffe mikrobiom und mikrobiota ( griechisch μικρός mikrós ‚klein ‘, griechisch βίος bios ‚leben ‘ ) bezeichnen im weitesten sinn die gesamtheit aller mikroorganismen der erde ( biom ), welche die erdkruste, die gewässer und die erdatmosphäre besiedeln. im engeren sinn ist die gesamtheit aller den menschen oder andere lebewesen besiedelnden mikroorganismen gemeint.","die begriffe mikrobiom und mikrobiota ( griechisch μικρός mikrós ‚klein ‘, griechisch βίος bios ‚leben ‘ ) bezeichnen im weitesten sinn die gesamtheit aller mikroorganismen ( bakterien, pilze, parasiten ) im körper eines lebewesens."
"die aleph-funktion, benannt nach dem ersten buchstaben des hebräischen alphabets und auch als א { \displaystyle \aleph } geschrieben, ist eine in der mengenlehre, genauer in der theorie der kardinalzahlen, verwendete aufzählung aller unendlichen kardinalzahlen.","die aleph-funktion, benannt nach dem ersten buchstaben des hebräischen alphabets und auch als aleph-symbol bezeichnet, ist eine in der mengenlehre, genauer in der theorie der kardinalzahlen, verwendete aufzählung aller unendlichen kardinalzahlen."
"der rote kamm ist ein einschlagkrater mittlerer größe in der namib im süden namibias innerhalb des tsau-ǁkhaeb- ( sperrgebiet ) -nationalparks ( ehemals diamantensperrgebiet ), in der region ǁkaras. der krater hat einen durchmesser von etwa 2,5 kilometer und ist etwa 130 meter tief, wobei er mit einer etwa 100 meter dicken sandschicht bedeckt ist. das alter des kraters wird auf etwa 3,7 ( ± 0,3 ) millionen jahre geschätzt ; seine entstehung fällt somit ins pliozän. seine brekzie ist nur am kraterrand zu finden.",der rote kamm ist ein einschlagkrater in der region kamm im südosten des indischen bundesstaates karnataka.
"die floriana lines sind eine befestigungsanlage auf malta. ihr bau wurde 1635 durch pietro paolo floriana unter der herrschaft des großmeisters antoine de paule begonnen und erst im 18. jahrhundert abgeschlossen. nach dem sieg über die osmanischen belagerer in der großen belagerung wurde ab 1566 auf der halbinsel scibereas die befestigte stadt valletta errichtet. auf drei seiten von wasser umgeben, wurde die stadt nach süden von der valetta land front abgeschlossen. südlich dieser befestigung entstand ab 1724 die stadt floriana. sie wurde nach dem italienischen festungsbaumeister pietro paolo floriani benannt, der für die konstruktion und den bau der befestigungen verantwortlich zeichnete. die floriana lines schützten die land- und seeseiten der",die floriana-befestigungen auf malta wurden im 16. jahrhundert unter der herrschaft des großmeisters joseph johann i. von floriana errichtet.
"umgekehrte diskriminierung ( engl. reverse discrimination ) bezeichnet die diskriminierung von mitgliedern einer als bevorteilt erachteten zugunsten einer als benachteiligt erachteten gruppe. sie ist nicht mit der positiven diskriminierung zu verwechseln, bei der eine benachteiligt geltende gruppe bevorteilt wird.","als reverse diskriminierung ( englisch reverse discrimination, lateinisch discriminatus ‚zerstreuende diskriminierung ‘ ) bezeichnet man die diskriminierung von benachteiligten aufgrund ihrer natur, fähigkeiten, einstellungen oder interessen. sie kann sich sowohl auf natürliche gruppen wie auch auf wirtschaftliche gruppen beziehen. die reverse diskriminierung ist nicht zu verwechseln mit der positiven diskriminierung ( englisch positive discrimination ), bei der eine benachteiligte gruppe von benachteiligten aufgrund ihres interesses an einer bestimmten benachteiligten gruppe von benachteiligten diskriminiert wird."
die biografieforschung ist in der soziologie und erziehungswissenschaft ein forschungsansatz der qualitativen sozialforschung. biografieforschung befasst sich mit der rekonstruktion von lebensverläufen und sinnkonstruktionen auf der basis biografischer erzählungen oder persönlicher dokumente. das textmaterial kann auch aus interviewprotokollen in schriftlicher form bestehen. diese protokolle werden nach bestimmten regeln ausgewertet und interpretiert.,"die biografieforschung ist ein forschungsansatz in der soziologie, der sich mit der rekonstruktion menschlicher lebens- und arbeitsbeziehungen befasst. es handelt sich dabei um eine forschungsrichtung der sozialwissenschaften, insbesondere der sozialpsychologie. als begründer der biografieforschung gilt heinz bude."
"alexei alexandrowitsch starobinski ( russisch алексей александрович старобинский, englische transkription starobinsky ; * 19. april 1948 in moskau ) ist ein russischer astrophysiker und kosmologe.","alexei alexandrowitsch starobinski ( russisch алексей александрович старомирский, englische transkription starobinsky ; * 19. mai 1948 in moskau ) ist ein russischer astrophysiker und kosmologe."
"unter makroevolution versteht man evolutionäre großübergänge, die über artgrenzen hinaus stattfinden und zur entstehung neuer taxa wie gattungen, familien, ordnungen, klassen oder stämme führen. diese dokumentierten abstammungsprozesse haben auf der ebene komplex gebauter organismen oder aquatischer einzeller stattgefunden.","unter makroevolution versteht man evolutionäre entwicklungsprozesse von lebewesen, die auf allen ebenen der erd- und tierwelt stattfinden. die evolutionstheorie unterscheidet die mikroevolution von der makroevolution."
"als cheftaste ( auch boss-key, when-the-boss-comes-by-key oder anti-boss-key genannt ) wird eine funktion ( meistens eine tastenkombination ) in einem computerprogramm bezeichnet, die verhindern soll, dass eine person, die neben dem monitor steht, erkennen kann, dass dieses programm ausgeführt wird. dazu wird das bildschirmbild des programms kurzzeitig durch ein anderes bild ( zum beispiel das bild einer tabellenkalkulation ) ersetzt, um den eindruck zu erwecken, dass an dem pc gerade gearbeitet wird. sobald die entsprechende person ihre blicke wieder vom bildschirm abwendet, kann durch einen weiteren befehl ( etwa eine weitere tastenkombination ) das ursprüngliche bild wiederhergestellt werden und das programm weiterbenutzt werden. diese funktion wird meistens von personen verwendet, die während","als arbeitstaste wird eine funktion in einem computerprogramm bezeichnet, die dem benutzer erlaubt, das programm abzuändern oder zu aktivieren. dazu wird die tastenkombination esc auf dem bildschirm angezeigt. das wort esc leitet sich aus dem englischen begriff workspace ( arbeitsplatz ) und dem englischen begriff work ( arbeitsplatz ) ab."
"kamland ( kamioka liquid scintillator antineutrino detector ) ist ein japanisches neutrino-experiment in einem ehemaligen bergwerk nahe kamioka und gehört dort wie kamiokande und dessen nachfolger super-kamiokande zum kamioka-observatorium. es dient der beobachtung von elektronen-antineutrinos und besteht aus einem ballon mit szintillator-flüssigkeit von 13 m durchmesser, der von photomultipliern umgeben ist die detektion der antineutrinos erfolgt über ν ̄ e + p → e + + n { \displaystyle { \bar { \nu } } _ { e } +p\to e^ { + } +n } ( eine reaktion mit einer energieschwelle von 1,8 mev ) und das dabei entstehende positron erzeugt ein photon bei paarvernichtung mit einem elektron, das über die photo","kamland ist die bezeichnung eines teilchenbeschleunigers, der von der japanischen raumfahrtbehörde jaxa gestartet wurde und seit 2002 in betrieb ist. seine hauptaufgabe ist die beobachtung des betazerfalls der erde."
"die gemeinsame agrarpolitik ( gap ) ist ein politikbereich der europäischen union. sie gehört zu den ältesten und finanziell bedeutendsten politikfeldern der eu. die sechs gründungsmitglieder der europäischen gemeinschaften einigten sich mit unterzeichnung der römischen verträge 1957 auf die vergemeinschaftung der landwirtschaftspolitik, die 1962 in kraft trat. die gap unterstützte landwirte ursprünglich über preisgarantien. staatliche stellen kauften produkte, die für den garantierten preis ( interventionspreis ) nicht abgesetzt werden konnten, auf. in den 1990er jahren wurde die gap liberalisiert. preisgarantien wurden gesenkt und schrittweise durch produktionsunabhängige direktbeihilfen an landwirtschaftliche höfe ersetzt. die gap beruht heute auf zwei „ säulen “. die erste säule umfasst direktzahlungen an landwirte sowie die gemeinsamen markt","die agrarpolitik der europäischen union ( europäische agrarpolitik, englisch european agricultural policy, abgekürzt cap ) ist ein politisches, wirtschaftliches und soziales feld der europäischen agrarpolitik. sie befasst sich mit fragestellungen, wie landwirtschaftliche, ökologische und soziale aspekte von investitionen in entwicklungsländern zu beurteilen und zu erklären."
"jimmy donal „ jimbo “ wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer internet-unternehmer, der vor allem als mitbegründer der online-enzyklopädie wikipedia bekannt wurde.","ronald douglas „ ron “ wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer internet-unternehmer, der vor allem als mitbegründer der online-enzyklopädie wikipedia bekannt wurde."
der japanische hundszahn ( erythronium japonicum ) ist eine pflanzenart aus der familie der liliengewächse ( liliaceae ).,der japanische hundszahn ( erythronium japonicum ) ist eine pflanzenart aus der familie der lippenblütler ( lamiaceae ).
"sterile-insekten-technik ( englisch sterile insect technology, sit ), auch autozidmethode oder selbstvernichtungsverfahren genannt, ist eine methode, um populationen von schadinsekten mittels einer großen anzahl steriler individuen zu dezimieren oder auszurotten. die künstlich produzierten und sterilisierten individuen werden im zielgebiet freigelassen, paaren sich mit fertilen weibchen und senken die wahrscheinlichkeit, dass erfolgreich nachkommen gezeugt werden. die wirkung ist, im gegensatz zu insektiziden, die auch nützliche insekten vernichten und zu großen umweltschäden führen können, beschränkt auf die betroffene insektenart. ein weiterer vorteil der technik ist, dass menschen unabhängig von ihren einkommen gleichermaßen geholfen wird, im gegensatz beispielsweise zum kauf von arznei","die sterile-insekten-methode ( englisch sterile insect technology, sit ) ist eine methode, um populationen von schadinsekten mittels einer großen anzahl steriler individuen zu dezimieren oder auszurotten."
"als stridulation wird eine spezielle form der lauterzeugung durch reiben zweier gegeneinander beweglicher körperteile bezeichnet, die vor allem bei insekten und spinnen zu beobachten ist. sie dient der innerartlichen kommunikation. bei anderen klassen ist stridulation nur selten anzutreffen. unter den säugetieren verständigen sich beispielsweise die streifentenreks im unübersichtlichen urwald durch aneinanderreiben spezieller stacheln. unter den höheren krebsen ist bei der westatlantischen reitkrabbe ein aneinanderreiben der beine zu beobachten, die ein raspelndes geräusch von sich geben. die sandrasselottern sind ein beispiel für reptilien, die durch aneinanderreiben ihrer seitlichen schuppen stridulieren. bei den vögeln zeichnet sich die keulenschwingenpipra ( mach","als stridulation wird eine form der schallübertragung bei insekten bezeichnet, bei der die schallschwingungen durch reiben ( streuung ) zusammengetrieben werden. bei den schlangen handelt es sich um eine besondere form der lauterzeugung, bei der die schallschwingungen durch reiben gebildet werden."
"der hausbock ( hylotrupes bajulus, auch balkenbock oder großer holzwurm ) ist ein vertreter der bockkäfer ( cerambycidae ) der gattung hylotrupes. ( dieses wort ist zusammengesetzt aus ( gr. ) hyle → holz und einer latinisierten form von trypetes → bohr ( end ) er ; baiulus ( lat. ) ist ein träger. )",der hausbock ( hylotrupes nobilis ) ist ein vertreter der bockkäfer ( cerambycidae ) aus der familie der käfer ( cerambycidae ).
ein analogsignal ist im rahmen der signaltheorie eine form eines signals mit stufenlosem und unterbrechungsfreiem verlauf. ein analogsignal wird als glatte funktion beschrieben und es lässt sich damit beispielsweise der zeitlich kontinuierliche verlauf einer physikalischen größe wie der schalldruck in form eines analogen audiosignals beschreiben. der wertebereich eines analogsignals wird als dynamikumfang bezeichnet.,"ein analogsignal ist eine form eines signals, die es ermöglicht, ohne es zu verändern, und auch ohne es zu beeinflussen. es handelt sich dabei um ein physikalisches signal. im gegensatz zum direkten analogen ist ein analogsignal in vielen fällen nur ein endliches zeitlich veränderliches signal, z. b. ein zeitlich periodisches zeitliches maß. die speicherung und übertragung eines analogsignals nennt man analogen datenaustausch bzw. analogübermittlung."
"der begriff dataspace bzw. datenraum bezeichnet einen relativ jungen ansatz zur informationsintegration, mit dessen hilfe problematiken sowohl physischer als auch virtueller integrationsansätze gelöst werden sollen. um den erstellungsaufwand einer integrationsarchitektur gering zu halten, wird bei dataspaces keine feste zielstruktur vorab benötigt. stattdessen kommen existierende matching- und mapping-techniken zur anwendung, um daten unabhängig vom grad der integration in einem system zur verfügung zu stellen. der dezentrale ansatz von dataspaces bietet die grundlage für die digitale souveränität von unternehmen, da daten bis zu ihrem abruf in dem einflussbereich des datenurhebers verbleiben können. dataspaces wachsen nach und nach mit ihrer aufgabe bei bedarf, beispielsweise neue geschäftsmodelle wie pay-as-you-go","der begriff dataspace bzw. datenraum bezeichnet einen raum, in dem daten aus mehreren quellen zusammengeführt werden. ein solcher datenraum wird als dataspace oder dataspace bezeichnet. daten werden in einem datenraum aufgeschlüsselt und über einen datenspeicher verwaltet. die zugriffe zu verschiedenen datenspeichern ( engl. dataspaces ) sind möglich, aber nicht zwingend notwendig. so kann beispielsweise ein datenbanksystem, ein datenbanksystem oder ein datenbanksystem zur verfügung stehen."
"der dichtblättrige schwärz-täubling ( russula densifolia ) ist ein ungenießbarer pilz familie der täublingsverwandten ( russulaceae ). der festfleischige, mittelgroße täubling hat dichtstehende lamellen und ist im alter gräulich- oder bräunlich-schwarz gefärbt. das fleisch färbt sich beim anschneiden erst rötlich und dann grau-schwärzlich.",der mittelgroß-schlauchpilz ( russula densifolia ) ist ein pilz aus der familie der täublingsverwandten ( russulaceae ). der mittelgroß-schlauchpilz ist wegen seines lachsförmigen fleisches und seines dunklen hutfleisches bekannt.
"beim retinalen arterienverschluss kommt es zum verschluss der zentralarterie der netzhaut ( arteria centralis retinae ) des auges. es folgt ein sauerstoffmangel der netzhaut. symptom ist die plötzliche schmerzlose erblindung auf einem auge ca. 30 sekunden nach dem verschlussereignis. ursache für den verschluss ist ein eingeschwemmtes blutgerinnsel ( embolie ), das meistens aus einer halsarterie stammt oder im rahmen von herzrhythmusstörungen durch einen vorhofthrombus entsteht. nach 60 bis 90 minuten treten bereits dauerhafte netzhautschäden auf. in der untersuchung zeigt sich fast vollständiger sehkraftverlust, fehlender pupillenreflex und eine weiß-gräulich verfärbung der nicht durchbluteten netzhau","bei der amaurosis fugax handelt es sich um eine akute, zumeist tödlich verlaufende entzündung der netzhaut ( arteria carotis interna und arteria carotis externa ) des auges. es handelt sich um eine akute allergische reaktion."
"die misox-schwankung ( im anglo-amerikanischen raum 8.2 kiloyear event genannt ) war eine scharf abgegrenzte, relativ kurzfristige klimaveränderung rund 8200 jahre before present. der name leitet sich vom tal misox in den schweizer alpen ab, in dessen ablagerungen sie im jahre 1960 vom schweizer botaniker heinrich zoller ( 1923–2009 ) erstmals nachgewiesen wurde. im zuge der misox-schwankung kam es im mesolithischen mittel-, nord- und westeuropa im verlauf weniger jahrzehnte zu einer regional unterschiedlichen, aber erheblichen abkühlung um durchschnittlich etwa 2 °c. sie ist auch im grönländischen eis nachzuweisen. die klimaschwankung, ausgelöst durch eine unterbrechung der thermohalinen zirkulation des nordatlantik","die misox-schwankung ( auch misox oscillation, mso-schwankung ) war eine scharf ablaufende, kühlungsunabhängige abkühlung ( oscillation ) des mittelpleistozäns im mesopotamischen inlandeis. die schwankung fand vor ca. 6200 bis 6200 jahren statt und dauerte somit ca. 1000 bis 2000 jahre. die stärke der abkühlung hatte eine geschätzte höhe von 8,2 °c."
"unter testautomatisierung ( auch testautomation ) ist die automatisierung von aktivitäten im test zu verstehen, sowohl beim softwaretest als auch beim automatisierten test von hardware, dem hardwaretest.",testautomatisierung ist ein gebiet der automatisierungstechnik und bezeichnet die automatisierung von testprozessen in der softwareentwicklung. sie ist teil der testautomation.
"die schule birklehof ist ein reformpädagogisches internat und gymnasium mit ganzheitlichem schulkonzept in hinterzarten, südschwarzwald. der birklehof gehört der round square conference an, einem internationalen zusammenschluss von internatsschulen mit gemeinsamer zielsetzung. diese schulen unternehmen zusammen internationale soziale projekte und pflegen schüleraustausch quer über alle kontinente. außerdem ist der birklehof mitglied in der internate vereinigung sowie im schulverbund blick über den zaun. die schule gehört postalisch zu hinterzarten, obwohl sich die mehrheit der gebäude auf der gemarkung breitnau befindet. das gebäude studio 1 liegt auf der gemarkungsgrenze und wird daher gelegentlich für gemeinsame gemeinderatsbeschlüsse der beiden gemeinden genutzt, die laut gemeindeordnung auf der jeweiligen gemarkung","die birklehofschule ist eine private schule in hinterzarten, schleswig-holstein."
"die hilbert-transformation ist in der funktionalanalysis, einem teilgebiet der mathematik, eine lineare integraltransformation. sie ist nach david hilbert benannt, welcher sie anfang des 20. jahrhunderts bei arbeiten am riemann-hilbert-problem für holomorphe funktionen formulierte. sie wird im bereich der fourier-transformation und der fourieranalyse angewendet. weitere anwendungsgebiete liegen im bereich der signalverarbeitung, bei der sie dazu dient, aus einem reellen signal ein analytisches signal bzw. ein monogenes signal zu bilden.","die hilbert-transformation ist eine lineare integraltransformation, welche im bereich der fourier-transformation verwendung findet. sie ist nach david hilbert benannt, welcher sie anfang des 20. jahrhunderts bei der schreier & scharf 2010 publiziert hat. sie wird im bereich der fourier-transformation und der fourieranalyse angewendet."
"ein operator ist eine mathematische vorschrift ( ein kalkül ), durch die man aus mathematischen objekten neue objekte bilden kann. er kann eine standardisierte funktion oder eine vorschrift über funktionen sein. anwendung finden die operatoren bei rechenoperationen, also bei manuellen oder bei maschinellen berechnungen.","ein operator ist eine mathematische vorschrift ( ein kalkül ), durch die man aus mathematischen objekten neue objekte bilden kann. anwendung finden die operatoren bei rechenoperationen, also bei manuellen oder bei maschinellen berechnungen."
"der barker-code ist ein in der nachrichtentechnik verwendeter binärcode mit minimaler autokorrelation, welcher im bereich der synchronisation und radartechnik verwendung findet. er wurde 1953 von r. h. barker entwickelt.","der barker-code ist ein in der nachrichtentechnik verwendeter binärcode mit minimaler autokorrelation, welcher im bereich der funktechnik und radartechnik anwendung findet. er wurde von robert h. barker entwickelt."
"meloxicam ist ein arzneistoff, genauer ein nichtsteroidales antirheumatikum ( nsar, nsaid ) aus der gruppe der oxicame. es ist ein hellgelbes, in wasser nahezu unlösliches pulver.","meloxicam ist ein arzneistoff aus der gruppe der prostaglandine, der in der tiermedizin eingesetzt wird."
"sir peter l. knight, frs, ( * 12. august 1947 in bedford, bedfordshire ) ist ein britischer theoretischer physiker, der sich mit quantenoptik, atomphysik und quanteninformatik beschäftigt. knight wurde an der sussex university promoviert und war als post-doktorand 1972 bis 1974 bei joseph h. eberly an der university of rochester und am slac. 1976 war er an der johns hopkins university und danach am royal holloway college der universität london und ab 1979 am imperial college. 1983 wurde er dort lecturer, 1987 reader und 1988 professor. 2001 bis 2005 stand er der physik fakultät vor. bis 2008 war er dekan ( principal ) der fakultät für naturwissenschaften am imperial college und bis 2010 stellvertretender rektor, verantwortlich für die forschung.","sir robert f. knight, cbe, frs ( * 16. september 1941 in bedford, bedfordshire ) ist ein britischer theoretischer physiker, der sich mit quantenoptik und quantenfeldtheorie beschäftigt. knight studierte am imperial college london mit dem bachelor-abschluss 1983 und dem master-abschluss 1985 und wurde 1988 an der university of rochester promoviert. als post-doktorand war er am slac und am royal holloway college der universität london. ab 1983 war er dort lecturer, ab 1988 lecturer und ab 1988 reader. 1988 wurde er reader und 1988 reader. ab 2008 war er außerdem ab 2009 professor an der university of texas at austin. ab 2008 war er zudem direktor des max-planck-instituts für quantenoptische physik."
