reference,system
"die begriffe mikrobiom und mikrobiota ( griechisch μικρός mikrós ‚klein ‘, griechisch βίος bios ‚leben ‘ ) bezeichnen im weitesten sinn die gesamtheit aller mikroorganismen der erde ( biom ), welche die erdkruste, die gewässer und die erdatmosphäre besiedeln. im engeren sinn ist die gesamtheit aller den menschen oder andere lebewesen besiedelnden mikroorganismen gemeint.","mikroorganismen sind im wesentlichen lebewesen, die bei der entwicklung ( ontogenese ) von lebewesen mikroorganismen bilden. das wort „ mikroorganismen “ ist ein in der biologie gebräuchlicher ausdruck. mikroorganismen sind vielfache von lebewesen, zu unterscheiden sind die morphologie, die phylogenese, die taxonomie und die gender studies. ein wesentlicher bestandteil der mikroorganismen ist die wechselwirkung zwischen mikrobiellen und eukaryotischen zellen."
"die aleph-funktion, benannt nach dem ersten buchstaben des hebräischen alphabets und auch als א { \displaystyle \aleph } geschrieben, ist eine in der mengenlehre, genauer in der theorie der kardinalzahlen, verwendete aufzählung aller unendlichen kardinalzahlen.","die reichweitenfunktion ( formelzeichen : j { \displaystyle j } ), benannt nach dem deutschen mathematiker hans von reichenbach, ist eine funktion, die jeder unendlichen zahl die reichweite zuordnet. sie ist eine verallgemeinerung der reichweitenfunktion von aleph."
"der rote kamm ist ein einschlagkrater mittlerer größe in der namib im süden namibias innerhalb des tsau-ǁkhaeb- ( sperrgebiet ) -nationalparks ( ehemals diamantensperrgebiet ), in der region ǁkaras. der krater hat einen durchmesser von etwa 2,5 kilometer und ist etwa 130 meter tief, wobei er mit einer etwa 100 meter dicken sandschicht bedeckt ist. das alter des kraters wird auf etwa 3,7 ( ± 0,3 ) millionen jahre geschätzt ; seine en","der roter kamm ist ein großer einschlagkrater in der westafrikanischen provinz westkap. er ist gut erhalten, hat einen durchmesser von ca. 30 km und eine höhe von 85 metern. er ist benannt nach dem meteorologen roter kamm, der ihn kurz nach seinem durchgang durchquert. der krater ist an der erdoberfläche nicht erkennbar."
"die floriana lines sind eine befestigungsanlage auf malta. ihr bau wurde 1635 durch pietro paolo floriana unter der herrschaft des großmeisters antoine de paule begonnen und erst im 18. jahrhundert abgeschlossen. nach dem sieg über die osmanischen belagerer in der großen belagerung wurde ab 1566 auf der halbinsel scibereas die befestigte stadt valletta errichtet. auf drei seiten von wasser umgeben, wurde die stadt nach süden von der valetta land front abgeschlossen. südlich dieser","die geschützanlagen von valletta, in der schweiz auch als konsole von valletta bezeichnet, sind eine bisher wenig bekannte militärische verteidigungsanlage auf malta. sie wurden von vincenzo gebildet und zwischen 1505 und 1633 erbaut."
"umgekehrte diskriminierung ( engl. reverse discrimination ) bezeichnet die diskriminierung von mitgliedern einer als bevorteilt erachteten zugunsten einer als benachteiligt erachteten gruppe. sie ist nicht mit der positiven diskriminierung zu verwechseln, bei der eine benachteiligt geltende gruppe bevorteilt wird.","als gleichstellungsdiskriminierung werden äußerungen oder einstellungen in einem gesellschaftskontext bezeichnet, die dem ehemaligen oder jüngeren einfluss eines anderen aufgrund von sozialer ungleichheit dienen. es handelt sich um eine form der diskriminierung und stellt eine form der raschen diskriminierung dar."
die biografieforschung ist in der soziologie und erziehungswissenschaft ein forschungsansatz der qualitativen sozialforschung. biografieforschung befasst sich mit der rekonstruktion von lebensverläufen und sinnkonstruktionen auf der basis biografischer erzählungen oder persönlicher dokumente. das textmaterial kann auch aus interviewprotokollen in schriftlicher form bestehen. diese protokolle werden nach bestimmten regeln ausgewertet und interpretiert.,"die biographische forschung ( englisch biographical research ) ist eine forschungsrichtung der soziologie, die sich mit der rekonstruktion komplexer lebenserfahrungen des menschen befasst, die in engen zusammenhang mit der soziologischen dimensionierung stehen. das besondere am forschungsgegenstand ist der einsatz der biographischen methode zur erforschung persönlicher lebenserfahrungen, um sie auf sozialwissenschaftlicher ebene zu erfassen und zu erklären."
"alexei alexandrowitsch starobinski ( russisch алексей александрович старобинский, englische transkription starobinsky ; * 19. april 1948 in moskau ) ist ein russischer astrophysiker und kosmologe.","alexander petrowitsch starobinski ( russisch александр петрович starobinski, englische transkription alexander petrowitsch starobinsky ; * 1. märz 1943 in moskau ) ist ein russischer physiker. er arbeitete seit 1972 am institut für theoretische physik der russischen akademie der wissenschaften ( 1953er-jahr ) in leningrad und ist inzwischen emeritierter wissenschaftler."
"unter makroevolution versteht man evolutionäre großübergänge, die über artgrenzen hinaus stattfinden und zur entstehung neuer taxa wie gattungen, familien, ordnungen, klassen oder stämme führen. diese dokumentierten abstammungsprozesse haben auf der ebene komplex gebauter organismen oder aquatischer einzeller stattgefunden.","als makroevolution ( altgriechisch μικρός mikrós „ klein “, evolution „ evolution “ ) wird jene evolutionäre veränderung des morphologischen und/oder physiologischen verbreitungszustandes bezeichnet, die innerhalb einer größeren lebensgemeinschaft auftritt, also innerhalb eines vielzelligen organismus. diese veränderungen haben ihre ursache in der änderung der gestalt der organismen – einer evolution, die durch physikalische größen ( etwa größe des fortpflanzungsorgan"
"als cheftaste ( auch boss-key, when-the-boss-comes-by-key oder anti-boss-key genannt ) wird eine funktion ( meistens eine tastenkombination ) in einem computerprogramm bezeichnet, die verhindern soll, dass eine person, die neben dem monitor steht, erkennen kann, dass dieses programm ausgeführt wird. dazu wird das bildschirmbild des programms kurzzeitig durch ein anderes bild ( zum beispiel das bild einer tabellenkalkulation ) ersetzt, um den eindruck zu erwecken, dass an","der begriff bosschiffre ( engl. boss key ) bezieht sich auf die funktion, einem benutzer die funktion eines auf dem bildschirm angezeigten computerspiels oder eines arbeitsplatzes zu verdeutlichen. erstmals eingeführt wurde die erfindung des bosschiffre bereits in den 1980er jahren. es gibt jedoch auch heute noch eine bosschiffre für spiele, die dazu dienten, dem benutzer die funktion eines eigenen arbeitsplatzes vorzuzeigen. hier wird die funktion des bosschiff"
"kamland ( kamioka liquid scintillator antineutrino detector ) ist ein japanisches neutrino-experiment in einem ehemaligen bergwerk nahe kamioka und gehört dort wie kamiokande und dessen nachfolger super-kamiokande zum kamioka-observatorium. es dient der beobachtung von elektronen-antineutrinos und besteht aus einem ballon mit szintillator-flüssigkeit von 13 m durchmesser, der von photomultipliern umgeben ist die detektion der antineutrinos erfolgt über ν ̄ e + p → e + +",der kamland-zen ist ein experimenteller nebelgassensor für die kamland-zylinderabsorption.
"die gemeinsame agrarpolitik ( gap ) ist ein politikbereich der europäischen union. sie gehört zu den ältesten und finanziell bedeutendsten politikfeldern der eu. die sechs gründungsmitglieder der europäischen gemeinschaften einigten sich mit unterzeichnung der römischen verträge 1957 auf die vergemeinschaftung der landwirtschaftspolitik, die 1962 in kraft trat. die gap unterstützte landwirte ursprünglich über preisgarantien. staatliche stellen kauften produkte, die für den garantierten preis ( interventionspreis ) nicht abgesetzt werden konnten, auf. in","die farmsubstanzreform ( englisch farm subsidies reform, daher auch farmsubstanz- oder farmskalkulation ) ist eine eu-politik, die die verantwortung der landwirtschaft für die produktion von pflanzenrechte oder die versorgung der verbraucher mit nahrungsmitteln über die grenzen der eu-grenzen hinaus erhöht. dazu gehört sowohl die produktion von tieren als auch die kontrolle der ertragsfähigkeit der wirtschaft. kontrolle und steuern der landwirtschaftlichen produktion sind zentrale maßnahmen der reform."
"jimmy donal „ jimbo “ wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer internet-unternehmer, der vor allem als mitbegründer der online-enzyklopädie wikipedia bekannt wurde.","jimmy wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer informatiker. er ist gründer und ehemaliger präsident des world economic forum, vorsitzender der wikipedia-organisation und betreiber des onlinewörterbuchs wikipedia."
der japanische hundszahn ( erythronium japonicum ) ist eine pflanzenart aus der familie der liliengewächse ( liliaceae ).,"die japanische pflanzenobst ( erythronium japonicum ), auch katakuri-kugan oder 片栗粉 genannt, ist eine pflanzenart aus der familie der lippenblütler ( lamiaceae ). sie stammt aus japan und wurde im mittelalter als zierpflanze kultiviert."
"sterile-insekten-technik ( englisch sterile insect technology, sit ), auch autozidmethode oder selbstvernichtungsverfahren genannt, ist eine methode, um populationen von schadinsekten mittels einer großen anzahl steriler individuen zu dezimieren oder auszurotten. die künstlich produzierten und sterilisierten individuen werden im zielgebiet freigelassen, paaren sich mit fertilen weibchen und senken die wahrscheinlichkeit, dass erfolgreich nachkommen gezeugt werden. die wirkung ist, im gegensatz","die sterile insektenbekämpfung ( englisch sterile insect control, sit ) ist eine methode zur bekämpfung steriler insekten."
"als stridulation wird eine spezielle form der lauterzeugung durch reiben zweier gegeneinander beweglicher körperteile bezeichnet, die vor allem bei insekten und spinnen zu beobachten ist. sie dient der innerartlichen kommunikation. bei anderen klassen ist stridulation nur selten anzutreffen. unter den säugetieren verständigen sich beispielsweise die streifentenreks im unübersichtlichen urwald durch aneinanderreiben spezieller stacheln. unter den höheren krebsen ist bei der westatlantischen reitkrabbe ein aneinanderreiben der beine","als stridulation ( von lat. stridulus „ räuber “ ) wird in der biologie die erzeugung von schallarten bei zwei tiergruppen oder einzelnen blütenmerkmalen bezeichnet. bei einzelnen blütentiergruppen gibt es unterschiedliche arten, die allerdings deutliche ähnlichkeiten aufweisen. die bekanntesten beispiele sind die flügelläuse ( stridulae ), die bei vielen blütengruppen zu finden sind und bei vielen gattungen zur verbesserung der klanglichen kommunikation genutzt werden. ein bekanntes"
"der hausbock ( hylotrupes bajulus, auch balkenbock oder großer holzwurm ) ist ein vertreter der bockkäfer ( cerambycidae ) der gattung hylotrupes. ( dieses wort ist zusammengesetzt aus ( gr. ) hyle → holz und einer latinisierten form von trypetes → bohr ( end ) er ; baiulus ( lat. ) ist ein träger. )",die hain-schraube ( hylotrupes bajulus ) ist eine schraube aus der familie der schrauben ( hylidae ).
ein analogsignal ist im rahmen der signaltheorie eine form eines signals mit stufenlosem und unterbrechungsfreiem verlauf. ein analogsignal wird als glatte funktion beschrieben und es lässt sich damit beispielsweise der zeitlich kontinuierliche verlauf einer physikalischen größe wie der schalldruck in form eines analogen audiosignals beschreiben. der wertebereich eines analogsignals wird als dynamikumfang bezeichnet.,"ein analogsignal ( von altgriechisch ἀναλογία analoga „ nicht analog “ ) ist ein elektrisches signal, das einem zeitlich konstanten wert entspricht. es besteht aus einem nutzsignal, das zeitlich quantisiert wird, und dem zugehörigen akustischen signal, welches wiederum eine quantisierung der beschreibungsgröße darstellt. die übertragung von analogsignalen in digitalsignale bezeichnet man als digitale übertragung. umgangssprachlich wird der begriff analogsignal auch benutzt, um zu beschreiben,"
"der begriff dataspace bzw. datenraum bezeichnet einen relativ jungen ansatz zur informationsintegration, mit dessen hilfe problematiken sowohl physischer als auch virtueller integrationsansätze gelöst werden sollen. um den erstellungsaufwand einer integrationsarchitektur gering zu halten, wird bei dataspaces keine feste zielstruktur vorab benötigt. stattdessen kommen existierende matching- und mapping-techniken zur anwendung, um daten unabhängig vom grad der integration in einem system zur verfügung zu stellen. der dezentrale ansatz von dataspaces","ein personal information management ( pim ) bzw. individuelles informationsmanagement ist eine tätigkeit, die alle daten eines benutzers, einschließlich seiner beobachtungen und simulationen, auf einem pc-desktop des benutzers verwaltet, benutzbar macht und nutzt. der begriff personal information management ( pim ) ist nicht mit dem konzept des data-mining ( dt. datenanalyse ) zu verwechseln."
"der dichtblättrige schwärz-täubling ( russula densifolia ) ist ein ungenießbarer pilz familie der täublingsverwandten ( russulaceae ). der festfleischige, mittelgroße täubling hat dichtstehende lamellen und ist im alter gräulich- oder bräunlich-schwarz gefärbt. das fleisch färbt sich beim anschneiden erst rötlich und dann grau-schwärzlich.","der zacken-ritterling ( russula densifolia ) ist eine pilzart aus der familie der ritterlingsverwandten ( russulaceae ). die fruchtkörper des zackenritterlings zeigen einen glatten hut, der an der unterseite gut erkennbar ist. der zangerling ist giftig und hat einen stechenden geruch."
"beim retinalen arterienverschluss kommt es zum verschluss der zentralarterie der netzhaut ( arteria centralis retinae ) des auges. es folgt ein sauerstoffmangel der netzhaut. symptom ist die plötzliche schmerzlose erblindung auf einem auge ca. 30 sekunden nach dem verschlussereignis. ursache für den verschluss ist ein eingeschwemmtes blutgerinnsel ( embolie ), das meistens aus einer halsarterie stammt oder im rahmen von herzrhythmusstörungen","als amaurosis fugax ( von lat. amaurosis ‚schwarz ‘ ), auch amaurosis fugax geschrieben, wird eine akut auftretende kopfblindheit bezeichnet. die bezeichnung amaurosis fugax wurde in der letzten jahrzehnte für sehr seltene, nicht-infektiöse erkrankungen der augen geprägt, die damals als gefürchtet gelten."
"die misox-schwankung ( im anglo-amerikanischen raum 8.2 kiloyear event genannt ) war eine scharf abgegrenzte, relativ kurzfristige klimaveränderung rund 8200 jahre before present. der name leitet sich vom tal misox in den schweizer alpen ab, in dessen ablagerungen sie im jahre 1960 vom schweizer botaniker heinrich zoller ( 1923–2009 ) erstmals nachgewiesen wurde. im zuge der misox-schwankung kam es im mesolithischen mittel-, nord- und","das 8.2-kilojahr-ereignis, auch finse-ereignis genannt, ist eine historische norwegische antarktisexkursion vor etwa 8,2 millionen jahren. während dieser periode fand ein rückgang der temperatur des nördlichen atlantischen ozeans, des nordatlantischen flusses, der agassiz-eis, statt. die chronostratigraphische darstellung erfolgte auf der südseite der antarktischen halbinsel durch mesopotamische bodenstationen. das ereignis war der"
"unter testautomatisierung ( auch testautomation ) ist die automatisierung von aktivitäten im test zu verstehen, sowohl beim softwaretest als auch beim automatisierten test von hardware, dem hardwaretest.","ein softwaretest ist ein automatisierter test, der in der softwareentwicklung und der entwicklung von systemen eingesetzt wird, um änderungen der anforderungen des anwenders zu erkennen, zu veranschaulichen und zu analysieren. bei einem softwaretest wird die getestete software als vorlage für einen softwarefehler erkannt und für die lösung der hauptanforderungen getestet. es gibt verschiedene arten von testverfahren : entwicklungsautomatische, szenarioautomatische, test-engineering, test-stack-automation, test-"
"die schule birklehof ist ein reformpädagogisches internat und gymnasium mit ganzheitlichem schulkonzept in hinterzarten, südschwarzwald. der birklehof gehört der round square conference an, einem internationalen zusammenschluss von internatsschulen mit gemeinsamer zielsetzung. diese schulen unternehmen zusammen internationale soziale projekte und pflegen schüleraustausch quer über alle kontinente. außerdem ist der birklehof mitglied in der internate vereinigung sowie im schulverbund blick über den zaun. die schule","der birklehof ist eine private bildungsstätte in der stadt hinterzarten, rheinland-pfalz. die schule wurde 1932 von kurt hahn gegründet."
"die hilbert-transformation ist in der funktionalanalysis, einem teilgebiet der mathematik, eine lineare integraltransformation. sie ist nach david hilbert benannt, welcher sie anfang des 20. jahrhunderts bei arbeiten am riemann-hilbert-problem für holomorphe funktionen formulierte. sie wird im bereich der fourier-transformation und der fourieranalyse angewendet. weitere anwendungsgebiete liegen im bereich der signalverarbeitung, bei der sie dazu dient, aus einem reellen signal ein analy","die hilbert-transformation ist eine mathematische funktion, die 1905 von max hilbert eingeführt wurde. sie ist eine hilbert-transformation und verwandt mit der diskreten fourier-transformation. für eine discrete funktion ist die hilbert-transformation eine hilbert-transformation, welche die zeitabhängige fourier-transformation mit der zeitabhängigen fourier-transformation ( dtft ) verbindet."
"ein operator ist eine mathematische vorschrift ( ein kalkül ), durch die man aus mathematischen objekten neue objekte bilden kann. er kann eine standardisierte funktion oder eine vorschrift über funktionen sein. anwendung finden die operatoren bei rechenoperationen, also bei manuellen oder bei maschinellen berechnungen.","der begriff operator in der linearen algebra fasst alle in der funktionalanalysis untersuchten operatoren zusammen, die zur lösung von differentialgleichungen, beispielsweise der schrödingergleichung, benötigt werden."
"der barker-code ist ein in der nachrichtentechnik verwendeter binärcode mit minimaler autokorrelation, welcher im bereich der synchronisation und radartechnik verwendung findet. er wurde 1953 von r. h. barker entwickelt.","der barker-code ist einer der wenigen codes, die in der digitalen signalverarbeitung und der datenübertragung verwendet werden. in der funktechnik werden solche codes wegen ihrer hohen bandbreite als barker-codes bezeichnet."
"meloxicam ist ein arzneistoff, genauer ein nichtsteroidales antirheumatikum ( nsar, nsaid ) aus der gruppe der oxicame. es ist ein hellgelbes, in wasser nahezu unlösliches pulver.","meloxicam ist ein arzneistoff aus der gruppe der antiinflammatorischen arzneimittel, der in der behandlung von akuten magen- und zwölffingerdarmgeschwüren sowie bei chronischen darmerkrankungen eingesetzt wird. meloxicam wurde 1975 von meloxicam abc entwickelt und ist seitdem ausschließlich in deutschland zugelassen."
"sir peter l. knight, frs, ( * 12. august 1947 in bedford, bedfordshire ) ist ein britischer theoretischer physiker, der sich mit quantenoptik, atomphysik und quanteninformatik beschäftigt. knight wurde an der sussex university promoviert und war als post-doktorand 1972 bis 1974 bei joseph h. eberly an der university of rochester und am slac. 1976 war er an der johns hopkins university und danach am royal holloway college der universität london und ab","sir peter knight ( * 15. november 1953 in thailand ) ist ein britischer physiker, der sich mit quantenoptik befasst. knight studierte an der bedford modern school mit dem bachelor-abschluss 1964 und an der universität sussex mit dem master-abschluss 1964 und der promotion 1967. danach war er ab 1976 jubilee research fellow an der royal holloway university, der university of london und ab 1978 an der rhc, 1978 bis 1979 am imperial college. ab 1979 war er gastwissenschaftler an der university of rochester und"
"das sonnensystem umfasst die sonne, die sie umkreisenden planeten und deren natürliche satelliten, die zwergplaneten und andere kleinkörper wie kometen, asteroiden und meteoroiden sowie die gesamtheit aller gas- und staubteilchen, die durch die anziehungskraft der sonne an diese gebunden sind. zum sonnensystem gehört auch die erde.","als sonnensystem oder sonnenales system ( englisch solar system ) wird der zusammenschluss aller natürlich vorkommenden, stammesgeschichtlich relativ kleinen himmelskörper bezeichnet, die sich im laufe der zeit durch die bewegung der sonne bewegen. das sonnensystem besteht aus dem sonnennebel, der sonne, den meisten anderen himmelskörpern ( beispielsweise den planeten des sonnensystems – wie erde, planeten des sonnengürtels, planeten des sternhimmels ) und dem beobachterstern"
"einer theorie nach kann die normalisierte google-distanz ( engl. normalized google distance, kurz ngd ) als statistische größe für die semantische nähe zweier begriffe oder semantischer konzepte dienen. sie wird über die anzahl der treffer ermittelt, die für zwei in die suchmaschine google eingegebene begriffe gefunden werden, sprich die anzahl der dokumente, welche beide begriffe enthalten. die ngd liegt normalerweise zwischen 0 und 1, je geringer sie ist, desto enger hängen","das normalisierte google-abstand ( englisch normalized google distance ) ist eine maßnahme des semantischen webs, mit der für die semantik von google-projekten zentral ist. hierbei wird der abstand zweier semantisch verwandter teile eines webauftritts voneinander bestimmt. die semantik dieser teile ist symmetrisch, was bedeutet, dass jede semantik der zugrundeliegenden objekte sich unter bestimmten voraussetzungen verstehen kann. das genaue abstandsverhalten der semantischen beziehungen wird"
