reference,system
"über sinn und bedeutung ist ein 1892 erschienener aufsatz von gottlob frege. frege erläutert darin die grundbegriffe seiner sprachphilosophie. die abhandlung wurde auch in der linguistik, speziell in der semantik, rezipiert ( vgl. lyons 1980 ).","die begriffsschrift ( auch begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift"
"leon schidlowsky ( * 21. juli 1931 in santiago de chile ) ist ein chilenisch-israelischer komponist und maler. er schreibt werke für orchester, kammerensemble, chor und für einzelne instrumente. außerdem komponierte er ca. 65 musikalische werke mit graphischer notation. seine musikalischen werke wurden in verschiedenen ländern aufgeführt. durch verschiedene musikalische gruppierungen, solisten und orchester sowie dirigenten wurden seine werke",leon „ leon “ schidlowsky ( * 9. september 1922 in santiago de chile ; † 21. august 2014 in tel aviv ) war ein chileischer komponist.
"die begriffe mikrobiom und mikrobiota ( griechisch μικρός mikrós ‚klein ‘, griechisch βίος bios ‚leben ‘ ) bezeichnen im weitesten sinn die gesamtheit aller mikroorganismen der erde ( biom ), welche die erdkruste, die gewässer und die erdatmosphäre besiedeln. im engeren sinn ist die gesamtheit aller den menschen oder andere lebewesen besiedelnden mikroorganismen gemeint.","die mikrobiologie ist ein teilgebiet der biologie, das sich mit der entwicklung und entwicklung von organismen befasst."
"die aleph-funktion, benannt nach dem ersten buchstaben des hebräischen alphabets und auch als א { \displaystyle \aleph } geschrieben, ist eine in der mengenlehre, genauer in der theorie der kardinalzahlen, verwendete aufzählung aller unendlichen kardinalzahlen.","die zermelo-fraenkel-menge ( auch zermelo-fraenkel-menge, zermelo-fraenkel-menge, zermelo-fraenkel-menge, zermelo-fraenkel-menge, zermelo-fraenkel-menge, zermelo-fraenkel-menge, zermelo-fraenkel-menge, zermelo-fraenkel-menge, zermelo-fraenkel-menge, zermelo-fraenkel-menge, zermelo-fraenkel-menge, zermelo-fra"
"der rote kamm ist ein einschlagkrater mittlerer größe in der namib im süden namibias innerhalb des tsau-ǁkhaeb- ( sperrgebiet ) -nationalparks ( ehemals diamantensperrgebiet ), in der region ǁkaras. der krater hat einen durchmesser von etwa 2,5 kilometer und ist etwa 130 meter tief, wobei er mit einer etwa 100 meter dicken sandschicht bedeckt ist. das alter des kraters wird auf etwa 3,7 ( ± 0,3 ) millionen jahre","das roter-kamm-krater ist ein krater im us-bundesstaat new york. es handelt sich um einen krater, der am ende des 20. jahrhunderts entstand."
"die floriana lines sind eine befestigungsanlage auf malta. ihr bau wurde 1635 durch pietro paolo floriana unter der herrschaft des großmeisters antoine de paule begonnen und erst im 18. jahrhundert abgeschlossen. nach dem sieg über die osmanischen belagerer in der großen belagerung wurde ab 1566 auf der halbinsel scibereas die befestigte stadt valletta errichtet. auf drei seiten von wasser umgeben, wurde die stadt nach süden von der valetta land front abgeschlossen. süd","die stadt valletta ist eine stadt in der stadt valletta. sie liegt in der stadt valletta, malta. die stadt wurde 1566 von jean de valette gegründet. die stadt wurde 1566 von jean de valette gegründet. die stadt wurde 1566 von jean de valette gegründet. die stadt wurde 1566 von jean de valette gegründet. die stadt wurde 1566 von jean de valette gegründet."
"umgekehrte diskriminierung ( engl. reverse discrimination ) bezeichnet die diskriminierung von mitgliedern einer als bevorteilt erachteten zugunsten einer als benachteiligt erachteten gruppe. sie ist nicht mit der positiven diskriminierung zu verwechseln, bei der eine benachteiligt geltende gruppe bevorteilt wird.","der begriff reverse diskriminierung bezeichnet eine diskriminierung, bei der ein bestimmtes verhältnis zwischen einem bestimmten verhältnis, einem bestimmten verhältnis, einem bestimmten verhältnis, einem bestimmten verhältnis, einem bestimmten verhältnis oder einem bestimmten verhältnis, einem bestimmten verhältnis oder einem bestimmten verhältnis, einem bestimmten verhältnis oder einem bestimmten verhältnis zu einem bestimmten verhältnis zu einem bestimmten verhältnis,"
die biografieforschung ist in der soziologie und erziehungswissenschaft ein forschungsansatz der qualitativen sozialforschung. biografieforschung befasst sich mit der rekonstruktion von lebensverläufen und sinnkonstruktionen auf der basis biografischer erzählungen oder persönlicher dokumente. das textmaterial kann auch aus interviewprotokollen in schriftlicher form bestehen. diese protokolle werden nach bestimmten regeln ausgewertet und interpretiert.,"die biographische forschung ( auch biographische forschung ) ist eine forschungsrichtung, die sich mit der entwicklung der sozialen forschung beschäftigt. sie beschäftigt sich mit der entwicklung der sozialen forschung. die biographische forschung wurde von aaron victor cicourel und william isaac thomas entwickelt."
"alexei alexandrowitsch starobinski ( russisch алексей александрович старобинский, englische transkription starobinsky ; * 19. april 1948 in moskau ) ist ein russischer astrophysiker und kosmologe.","wladimir nikolajewitsch nowobinski ( russisch владимир николаевич старобинский, wiss. transliteration wladimir nikolajewitsch nikolajewitsch nowobinski ) ist ein russischer theoretischer physiker, der sich mit kosmologie und kosmologie befasst."
"unter makroevolution versteht man evolutionäre großübergänge, die über artgrenzen hinaus stattfinden und zur entstehung neuer taxa wie gattungen, familien, ordnungen, klassen oder stämme führen. diese dokumentierten abstammungsprozesse haben auf der ebene komplex gebauter organismen oder aquatischer einzeller stattgefunden.","die mikroevolution ist ein begriff aus der evolutionsbiologie, der sich mit der entwicklung von organismen befasst. die mikroevolution beschreibt die wechselwirkungen zwischen populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen, populationen,"
"als cheftaste ( auch boss-key, when-the-boss-comes-by-key oder anti-boss-key genannt ) wird eine funktion ( meistens eine tastenkombination ) in einem computerprogramm bezeichnet, die verhindern soll, dass eine person, die neben dem monitor steht, erkennen kann, dass dieses programm ausgeführt wird. dazu wird das bildschirmbild des programms kurzzeitig durch ein anderes bild ( zum beispiel das bild einer tabellenkalkulation ) ersetzt","ein boss-key ( auch : boss-schlüssel ) ist ein schlüssel, bei dem ein benutzer einen bestimmten benutzer einen bestimmten benutzer, einen bestimmten benutzer, einen bestimmten benutzer, einen bestimmten benutzer, einen bestimmten benutzer, einen bestimmten benutzer oder einen bestimmten benutzer, einen bestimmten benutzer, einen bestimmten benutzer oder einen bestimmten"
"kamland ( kamioka liquid scintillator antineutrino detector ) ist ein japanisches neutrino-experiment in einem ehemaligen bergwerk nahe kamioka und gehört dort wie kamiokande und dessen nachfolger super-kamiokande zum kamioka-observatorium. es dient der beobachtung von elektronen-antineutrinos und besteht aus einem ballon mit szintillator-flüssigkeit von 13 m durchmesser, der von photomultipliern umgeben ist die detektion der antineutrinos erfolgt über ν ̄","die kamland-zen-doppelbeta-detektore ( auch kamland-zen-doppelbeta-detektor, kamland-zen-doppelbeta-detektor, kamland-zen-doppelbeta-detektor, kamland-zen-doppelbeta-detektor, kamland-zen-doppelbeta-detektor, kamland-zen-doppelbeta-detektor, kamland-zen-doppelbeta-detektor, kamland-zen-doppelbeta-detektor, kamland-zen-doppelbeta-detektor, kamland-zen-doppelbeta-detektor, kamland-"
"die gemeinsame agrarpolitik ( gap ) ist ein politikbereich der europäischen union. sie gehört zu den ältesten und finanziell bedeutendsten politikfeldern der eu. die sechs gründungsmitglieder der europäischen gemeinschaften einigten sich mit unterzeichnung der römischen verträge 1957 auf die vergemeinschaftung der landwirtschaftspolitik, die 1962 in kraft trat. die gap unterstützte landwirte ursprünglich über preisgarantien. staatliche stellen kauften produkte, die für den garantierten preis ( intervention","die european economic community ( eec ), auch european economic community ( eec ) genannt, ist ein vertrag der europäischen union, das 1957 von walter hallstein gegründet wurde."
"jimmy donal „ jimbo “ wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer internet-unternehmer, der vor allem als mitbegründer der online-enzyklopädie wikipedia bekannt wurde.","brian lamb ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer informatiker."
der japanische hundszahn ( erythronium japonicum ) ist eine pflanzenart aus der familie der liliengewächse ( liliaceae ).,katakuriko ( erythronium japonicum ) ist eine pflanzenart aus der gattung der blumengewächse ( erythronium ) innerhalb der familie der blumengewächse ( erythroniumaceae ).
"sterile-insekten-technik ( englisch sterile insect technology, sit ), auch autozidmethode oder selbstvernichtungsverfahren genannt, ist eine methode, um populationen von schadinsekten mittels einer großen anzahl steriler individuen zu dezimieren oder auszurotten. die künstlich produzierten und sterilisierten individuen werden im zielgebiet freigelassen, paaren sich mit fertilen weibchen und senken die wahrscheinlichkeit, dass erfolgreich nachkommen gezeugt werden. die wirkung","der englische begriff screw-worm ( sit ) ist ein begriff aus der biologie, der sich mit der vermehrung von schleimfliegen befasst. der begriff wurde von raymond bushland und edward knipling entwickelt."
"als stridulation wird eine spezielle form der lauterzeugung durch reiben zweier gegeneinander beweglicher körperteile bezeichnet, die vor allem bei insekten und spinnen zu beobachten ist. sie dient der innerartlichen kommunikation. bei anderen klassen ist stridulation nur selten anzutreffen. unter den säugetieren verständigen sich beispielsweise die streifentenreks im unübersichtlichen urwald durch aneinanderreiben spezieller stacheln. unter den höheren krebsen ist bei der westatlantischen reitkrabbe","als schallerzeugung bezeichnet man in der biologie eine schallerzeugung, bei der eine schallerzeugung eines körpers erzeugt wird. die schallerzeugung erfolgt durch eine schallerzeugung. schallerzeugung erfolgt durch schallerzeugung durch schallerzeugung. die schallerzeugung erfolgt durch schallerzeugung."
"der hausbock ( hylotrupes bajulus, auch balkenbock oder großer holzwurm ) ist ein vertreter der bockkäfer ( cerambycidae ) der gattung hylotrupes. ( dieses wort ist zusammengesetzt aus ( gr. ) hyle → holz und einer latinisierten form von trypetes → bohr ( end ) er ; baiulus ( lat. ) ist ein träger. )",hylotrupes bajulus ( hylotrupes bajulus ) ist eine pflanzenart aus der gattung hylotrupes innerhalb der familie der schmetterlingsgewächse ( schmetterlingsgewächse ). sie gehört zur familie der schmetterlingsgewächse ( schmetterlingsgewächse ).
ein analogsignal ist im rahmen der signaltheorie eine form eines signals mit stufenlosem und unterbrechungsfreiem verlauf. ein analogsignal wird als glatte funktion beschrieben und es lässt sich damit beispielsweise der zeitlich kontinuierliche verlauf einer physikalischen größe wie der schalldruck in form eines analogen audiosignals beschreiben. der wertebereich eines analogsignals wird als dynamikumfang bezeichnet.,"ein analoges signal ist ein elektrisches signal, das in einem elektrischen signal erzeugt wird. es handelt sich um einen elektrischen signal, der in einem elektrischen signal erzeugt wird. analoge signale werden auch als elektrische signale bezeichnet. analoge signale werden auch als elektrische signale bezeichnet. analoge signale werden auch als elektrische signale bezeichnet. analoge signale werden auch als elektrische signale bezeichnet. analoge signale werden"
"der begriff dataspace bzw. datenraum bezeichnet einen relativ jungen ansatz zur informationsintegration, mit dessen hilfe problematiken sowohl physischer als auch virtueller integrationsansätze gelöst werden sollen. um den erstellungsaufwand einer integrationsarchitektur gering zu halten, wird bei dataspaces keine feste zielstruktur vorab benötigt. stattdessen kommen existierende matching- und mapping-techniken zur anwendung, um daten unabhängig vom grad der integration in einem system zur verfügung zu","die personal information management ( pim ) ist ein konzept der personal information management ( pim ), das sich mit der nutzung von personal information management ( pim ) beschäftigt."
"der dichtblättrige schwärz-täubling ( russula densifolia ) ist ein ungenießbarer pilz familie der täublingsverwandten ( russulaceae ). der festfleischige, mittelgroße täubling hat dichtstehende lamellen und ist im alter gräulich- oder bräunlich-schwarz gefärbt. das fleisch färbt sich beim anschneiden erst rötlich und dann grau-schwärzlich.",die russula densifolia ( russula densifolia ) ist eine pflanzenart aus der gattung russula innerhalb der familie der spargelgewächse ( spargelgewächse ). sie gehört zur familie der spargelgewächse ( spargelgewächse ).
"beim retinalen arterienverschluss kommt es zum verschluss der zentralarterie der netzhaut ( arteria centralis retinae ) des auges. es folgt ein sauerstoffmangel der netzhaut. symptom ist die plötzliche schmerzlose erblindung auf einem auge ca. 30 sekunden nach dem verschlussereignis. ursache für den verschluss ist ein eingeschwemmtes blutgerinnsel ( embolie ), das meistens aus einer halsarterie stammt oder im rahmen","die amaurose fugax ( von altgriechisch αὐτό αὐτό αὐτό αὐτό αὐτό αὐτό αὐτό αὐτό αὐτό, αὐτό αὐτό, αὐτό, αὐτό, αὐτό, αὐτό, αὐτό, αὐτό, αὐτό, αὐτό, αὐτό, αὐτό, αὐτό,"
"die misox-schwankung ( im anglo-amerikanischen raum 8.2 kiloyear event genannt ) war eine scharf abgegrenzte, relativ kurzfristige klimaveränderung rund 8200 jahre before present. der name leitet sich vom tal misox in den schweizer alpen ab, in dessen ablagerungen sie im jahre 1960 vom schweizer botaniker heinrich zoller ( 1923–2009 ) erstmals nachgewiesen wurde. im zuge der misox-schwankung kam es im mesolithischen mittel-, nord- und westeuropa im","der meltwasserpuls ( englisch misox oscillation ), auch bekannt als misox-oszillation, ist ein klimawandel, bei dem die strömung von wassermassen in den nordatlantischen ozeanen, insbesondere in den tropischen ozeanen und in den tropischen ozeanen sowie in den tropischen ozeanen sowie in den tropischen ozeanen sowie in den tropischen ozeanen sowie in den tropischen ozeanen verursacht wird"
"unter testautomatisierung ( auch testautomation ) ist die automatisierung von aktivitäten im test zu verstehen, sowohl beim softwaretest als auch beim automatisierten test von hardware, dem hardwaretest.","ein prozesstest ist ein prozess, bei dem ein prozess in einem unternehmen, einem unternehmen oder einem unternehmen eingesetzt wird. es handelt sich um ein prozess, bei dem ein prozess in einem unternehmen, einem unternehmen oder einem unternehmen benutzt wird. prozesstests werden auch als prozesstest bezeichnet. prozesstests werden auch als prozesstests bezeichnet. prozesstests werden auch als prozesstests bezeichnet."
"die schule birklehof ist ein reformpädagogisches internat und gymnasium mit ganzheitlichem schulkonzept in hinterzarten, südschwarzwald. der birklehof gehört der round square conference an, einem internationalen zusammenschluss von internatsschulen mit gemeinsamer zielsetzung. diese schulen unternehmen zusammen internationale soziale projekte und pflegen schüleraustausch quer über alle kontinente. außerdem ist der birklehof mitglied in der internate vereinigung sowie im schulverbund blick über den zaun",die birklehof-schule ist eine pädagogische schule in hinterzarten. sie wurde 1932 von kurt hahn gegründet.
"die hilbert-transformation ist in der funktionalanalysis, einem teilgebiet der mathematik, eine lineare integraltransformation. sie ist nach david hilbert benannt, welcher sie anfang des 20. jahrhunderts bei arbeiten am riemann-hilbert-problem für holomorphe funktionen formulierte. sie wird im bereich der fourier-transformation und der fourieranalyse angewendet. weitere anwendungsgebiete liegen im bereich der signalverarbeitung, bei der sie dazu dient, aus einem reellen","die hilbert-transformation ( auch hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation"
"ein operator ist eine mathematische vorschrift ( ein kalkül ), durch die man aus mathematischen objekten neue objekte bilden kann. er kann eine standardisierte funktion oder eine vorschrift über funktionen sein. anwendung finden die operatoren bei rechenoperationen, also bei manuellen oder bei maschinellen berechnungen.","ein linearer operator, auch linearer operator genannt, ist ein begriff aus der mathematik, der in der mathematik verwendet wird."
"der barker-code ist ein in der nachrichtentechnik verwendeter binärcode mit minimaler autokorrelation, welcher im bereich der synchronisation und radartechnik verwendung findet. er wurde 1953 von r. h. barker entwickelt.","ein barker-code ( auch barker-code ) ist ein spezieller code, der in der nachrichtentechnik verwendet wird."
"meloxicam ist ein arzneistoff, genauer ein nichtsteroidales antirheumatikum ( nsar, nsaid ) aus der gruppe der oxicame. es ist ein hellgelbes, in wasser nahezu unlösliches pulver.",meloxikam ist ein arzneistoff aus der gruppe der prostaglandine.
"sir peter l. knight, frs, ( * 12. august 1947 in bedford, bedfordshire ) ist ein britischer theoretischer physiker, der sich mit quantenoptik, atomphysik und quanteninformatik beschäftigt. knight wurde an der sussex university promoviert und war als post-doktorand 1972 bis 1974 bei joseph h. eberly an der university of rochester und am slac. 1976 war er an der johns hopkins university und danach am royal holloway college der universität london und ab 1979 am","sir peter knight ( * 22. mai 1947 in washington, d.c. ) ist ein us-amerikanischer physiker. knight studierte an der bedford modern school mit dem bachelor-abschluss 1974 und wurde 1978 an der university of rochester promoviert ( theoretical quantum optics ). danach war er assistant professor an der university of rochester. danach war er assistant professor an der university of rochester. danach war er assistant professor an der university of rochester. danach war er assistant professor an der university of"
"das sonnensystem umfasst die sonne, die sie umkreisenden planeten und deren natürliche satelliten, die zwergplaneten und andere kleinkörper wie kometen, asteroiden und meteoroiden sowie die gesamtheit aller gas- und staubteilchen, die durch die anziehungskraft der sonne an diese gebunden sind. zum sonnensystem gehört auch die erde.","der begriff sonnensystem ( auch sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnensystem, sonnen"
"einer theorie nach kann die normalisierte google-distanz ( engl. normalized google distance, kurz ngd ) als statistische größe für die semantische nähe zweier begriffe oder semantischer konzepte dienen. sie wird über die anzahl der treffer ermittelt, die für zwei in die suchmaschine google eingegebene begriffe gefunden werden, sprich die anzahl der dokumente, welche beide begriffe enthalten. die ngd liegt normalerweise zwischen 0 und 1,","der normalized google distance ( englisch normalized google distance ) ist ein begriff aus der informatik. er bezeichnet in der informatik die relative geschwindigkeit des google-suches von google. der begriff stammt aus dem englischen wort n g d ( x, y ) { \displaystyle n_ { \infty } ( x, y, y, y, y, y, y, y, y, y,"
"carolina michaëlis de vasconcelos ( * 15. märz 1851 als karoline michaelis in berlin ; † 18. november 1925 in porto ) war eine deutsche und portugiesische romanistin, sie wird zu den gelehrtesten philologen der hispanistik und lusitanistik gezählt. karoline michaelis war mit dem portugiesischen historiker sowie kunst- und musikschriftsteller joaquim antónio da fonseca de vasconcelos verheiratet.","michaëlis de vasconcelos ( * 5. dezember 1874 in berlin ; † 15. november 1925 in porto ) war eine portugiesische schriftstellerin, schriftstellerin und schriftstellerin."
"geosat ( geodetic satellite ) war ein erdbeobachtungssatellit der us navy, der mit einem radar-altimeter ausgerüstet war und der satellitengeodäsie und der ozeantopographie diente. der satellit wurde am 12. märz 1985 auf einer abgerüsteten und zum satellitenträger umgebauten atlas-e-interkontinentalrakete von der vandenberg afb in einen polaren erdorbit ( 757 × 814 km, 108,1° ) gestartet.","geosat ist eine us-amerikanische raumsonde, die am 10. februar 1998 von vandenberg afb entdeckt wurde. sie wurde am 10. februar 1998 von der us-amerikanischen raumfahrtbehörde vandenberg afb entdeckt."
"das dahomey gap ( auch dahomey corridor ) ist eine trockenzone an der guineaküste westafrikas, die sich von südost-togo und mittel-benin bis nach west-nigeria erstreckt. sie schließt sich an eine küstennahe trockenzone im bereich ghanas und togos ( ghana dry zone ) an und bildet einen fast waldfreien savannen-korridor, der zwischen westlich und östlich davon liegenden immergrünen tropischen regenwäldern eingebette",die dahomey-grenze ( auch : dahomey-grenze ) ist ein gebirgszug im südwesten afrikas.
"die amman citadel inscription ist eine inschrift in ammonitischer sprache, die 1961 auf dem zitadellenhügel von amman, dem dschebel al-qala'a, in einem eisenzeitlichen kontext gefunden wurde. die inschrift befindet sich heute im archäologischen museum in amman.","ṭēt ( arabisch ṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dt."
"ein gewässer ist in der natur fließendes oder stehendes wasser. es ist in den natürlichen wasserkreislauf eingebunden. die lehre von den oberirdischen gewässern ist die hydrologie, eingeteilt in limnologie ( binnengewässerkunde ) und ozeanografie ( meereskunde ). die lehre von den unterirdischen gewässern ist die hydrogeologie.","wasser ist ein begriff aus der geologie und geologie, der sich mit wasser befasst."
"die eröffnung ist die erste phase einer schachpartie. sie umfasst etwa die ersten 10 bis 15 züge einer partie und endet nach der entwicklung der figuren ; es schließt sich das mittelspiel an. je nachdem, welche steine zuerst gezogen werden, spricht man von einer offenen, halboffenen oder geschlossenen partie.","der englische begriff knights ( englisch : king and queen ) bezeichnet in der spieltheorie eine reihe von spielstrategien, bei denen die spieler in einem bestimmten bereich einen bestimmten bereich spielen. der englische begriff knights stammt aus dem englischen wort knights."
"man-bat ( dt. „ mann-fledermaus “ ) ist der titel einer reihe von comics, die der us-amerikanische verlag dc-comics seit 1975 veröffentlicht. die comics der reihe handeln von den erlebnissen des wissenschaftlers dr. kirk langstrom, der infolge eines fehlgegangenen selbstversuches in eine monströse kreatur verwandelt wurde, die halb mensch und halb fledermaus ist. man-bat ist dem genre des horrorcomics zuzuordnen, einige",man-bat ( originaltitel : man-bat ) ist eine us-amerikanische comicreihe von frank robbins und neal adams.
