reference,system
"die floriana lines sind eine befestigungsanlage auf malta. ihr bau wurde 1635 durch pietro paolo floriana unter der herrschaft des großmeisters antoine de paule begonnen und erst im 18. jahrhundert abgeschlossen. nach dem sieg über die osmanischen belagerer in der großen belagerung wurde ab 1566 auf der halbinsel scibereas die befestigte stadt valletta errichtet. auf drei seiten von wasser umgeben, wurde die stadt nach süden von der valetta land front abgeschlossen. süd","die stadt valletta ist eine stadt in valletta, malta. sie liegt in der stadt valletta."
"umgekehrte diskriminierung ( engl. reverse discrimination ) bezeichnet die diskriminierung von mitgliedern einer als bevorteilt erachteten zugunsten einer als benachteiligt erachteten gruppe. sie ist nicht mit der positiven diskriminierung zu verwechseln, bei der eine benachteiligt geltende gruppe bevorteilt wird.","der begriff reverse diskriminierung ( auch reverse diskriminierung ) bezeichnet die diskriminierung von menschen, die ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit, ihre arbeit"
die biografieforschung ist in der soziologie und erziehungswissenschaft ein forschungsansatz der qualitativen sozialforschung. biografieforschung befasst sich mit der rekonstruktion von lebensverläufen und sinnkonstruktionen auf der basis biografischer erzählungen oder persönlicher dokumente. das textmaterial kann auch aus interviewprotokollen in schriftlicher form bestehen. diese protokolle werden nach bestimmten regeln ausgewertet und interpretiert.,"die biographische forschung ( auch biographische forschung ) ist eine wissenschaftliche forschungsmethode, die sich mit der untersuchung der biographischen beziehungen beschäftigt. die biographische forschung beschäftigt sich mit der untersuchung der biographischen beziehungen, die sich mit der untersuchung der biographischen beziehungen beschäftigen. die biographische forschung beschäftigt sich mit der untersuchung der biographischen beziehungen, die sich mit der untersuchung der biographischen beziehungen beschäftigen"
"alexei alexandrowitsch starobinski ( russisch алексей александрович старобинский, englische transkription starobinsky ; * 19. april 1948 in moskau ) ist ein russischer astrophysiker und kosmologe.","alan guth ( russisch александр александрович петрович, wiss. transliteration alan guth ) ist ein russischer physiker, der sich mit kosmologie und kosmologie befasst."
"unter makroevolution versteht man evolutionäre großübergänge, die über artgrenzen hinaus stattfinden und zur entstehung neuer taxa wie gattungen, familien, ordnungen, klassen oder stämme führen. diese dokumentierten abstammungsprozesse haben auf der ebene komplex gebauter organismen oder aquatischer einzeller stattgefunden.","die makroevolution ( auch mikroevolution ) bezeichnet in der evolutionsbiologie die entwicklung von organismen, die sich in einem bestimmten zeitraum befinden. die entwicklung von organismen erfolgt in einem bestimmten zeitraum. die makroevolution beschreibt die entwicklung von organismen in einem bestimmten zeitraum. die entwicklung von organismen erfolgt in einem bestimmten zeitraum. die makroevolution beschreibt die entwicklung von organismen, die sich in einem bestimmten zeitraum"
"als cheftaste ( auch boss-key, when-the-boss-comes-by-key oder anti-boss-key genannt ) wird eine funktion ( meistens eine tastenkombination ) in einem computerprogramm bezeichnet, die verhindern soll, dass eine person, die neben dem monitor steht, erkennen kann, dass dieses programm ausgeführt wird. dazu wird das bildschirmbild des programms kurzzeitig durch ein anderes bild ( zum beispiel das bild einer tabellenkalkulation ) ersetzt","ein boss key ( auch boss key oder boss key ) ist ein schlüssel, bei dem ein benutzer einen benutzer, einen benutzer, einen benutzer oder einen benutzer, einen benutzer, einen benutzer oder einen benutzer, einen benutzer, einen benutzer oder einen benutzer, einen benutzer, einen benutzer oder einen anderen benutzer, einen benutzer oder einen benutzer."
"kamland ( kamioka liquid scintillator antineutrino detector ) ist ein japanisches neutrino-experiment in einem ehemaligen bergwerk nahe kamioka und gehört dort wie kamiokande und dessen nachfolger super-kamiokande zum kamioka-observatorium. es dient der beobachtung von elektronen-antineutrinos und besteht aus einem ballon mit szintillator-flüssigkeit von 13 m durchmesser, der von photomultipliern umgeben ist die detektion der antineutrinos erfolgt über ν ̄",das kamland-zen-experiment ist ein experiment zur untersuchung der erde. es handelt sich um ein experiment zur untersuchung der erde.
"die gemeinsame agrarpolitik ( gap ) ist ein politikbereich der europäischen union. sie gehört zu den ältesten und finanziell bedeutendsten politikfeldern der eu. die sechs gründungsmitglieder der europäischen gemeinschaften einigten sich mit unterzeichnung der römischen verträge 1957 auf die vergemeinschaftung der landwirtschaftspolitik, die 1962 in kraft trat. die gap unterstützte landwirte ursprünglich über preisgarantien. staatliche stellen kauften produkte, die für den garantierten preis ( intervention","die european commission for agriculture ( cap ) ist eine kommission der europäischen kommission für agrar- und agrarwirtschaft ( eu ). die kommission wurde 1992 von ray macsharry gegründet. die kommission wurde von ray macsharry, ray macsharry, ray macsharry, ray macsharry, ray macsharry, ray macsharry, ray macsharry, ray macsharry, ray macsharry, ray macsharry, ray macsharry, ray macsharry"
"jimmy donal „ jimbo “ wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer internet-unternehmer, der vor allem als mitbegründer der online-enzyklopädie wikipedia bekannt wurde.","jimmy wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer informatiker."
der japanische hundszahn ( erythronium japonicum ) ist eine pflanzenart aus der familie der liliengewächse ( liliaceae ).,erythronium japonicum ( erythronium japonicum ) ist eine pflanzenart aus der gattung erythronium in der familie der pflanzengewächse ( erythronium ) innerhalb der familie der pflanzengewächse ( erythronium ).
"sterile-insekten-technik ( englisch sterile insect technology, sit ), auch autozidmethode oder selbstvernichtungsverfahren genannt, ist eine methode, um populationen von schadinsekten mittels einer großen anzahl steriler individuen zu dezimieren oder auszurotten. die künstlich produzierten und sterilisierten individuen werden im zielgebiet freigelassen, paaren sich mit fertilen weibchen und senken die wahrscheinlichkeit, dass erfolgreich nachkommen gezeugt werden. die wirkung",die transboundary shipment of sterile insects ( sit ) ist eine methode zur erzeugung von sterilen insekten. die methode wurde von raymond bushland und edward knipling entwickelt. die methode wurde von raymond bushland und edward knipling entwickelt.
"als stridulation wird eine spezielle form der lauterzeugung durch reiben zweier gegeneinander beweglicher körperteile bezeichnet, die vor allem bei insekten und spinnen zu beobachten ist. sie dient der innerartlichen kommunikation. bei anderen klassen ist stridulation nur selten anzutreffen. unter den säugetieren verständigen sich beispielsweise die streifentenreks im unübersichtlichen urwald durch aneinanderreiben spezieller stacheln. unter den höheren krebsen ist bei der westatlantischen reitkrabbe","als streuung oder streuung bezeichnet man in der medizin die erzeugung von schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall, schall"
"der hausbock ( hylotrupes bajulus, auch balkenbock oder großer holzwurm ) ist ein vertreter der bockkäfer ( cerambycidae ) der gattung hylotrupes. ( dieses wort ist zusammengesetzt aus ( gr. ) hyle → holz und einer latinisierten form von trypetes → bohr ( end ) er ; baiulus ( lat. ) ist ein träger. )",die hylotrupes bajulus ( hylotrupes bajulus ) ist eine pflanzenart aus der gattung hylotrupes.
ein analogsignal ist im rahmen der signaltheorie eine form eines signals mit stufenlosem und unterbrechungsfreiem verlauf. ein analogsignal wird als glatte funktion beschrieben und es lässt sich damit beispielsweise der zeitlich kontinuierliche verlauf einer physikalischen größe wie der schalldruck in form eines analogen audiosignals beschreiben. der wertebereich eines analogsignals wird als dynamikumfang bezeichnet.,"ein analoges signal ist ein elektrisches signal, das in einem elektrischen signal erzeugt wird. es handelt sich dabei um ein elektrisches signal, das in einem elektrischen signal erzeugt wird."
"der begriff dataspace bzw. datenraum bezeichnet einen relativ jungen ansatz zur informationsintegration, mit dessen hilfe problematiken sowohl physischer als auch virtueller integrationsansätze gelöst werden sollen. um den erstellungsaufwand einer integrationsarchitektur gering zu halten, wird bei dataspaces keine feste zielstruktur vorab benötigt. stattdessen kommen existierende matching- und mapping-techniken zur anwendung, um daten unabhängig vom grad der integration in einem system zur verfügung zu","ein datenraum ( pim ), auch datenraum, ist ein datenraum, das sich mit der datenverarbeitung beschäftigt. es handelt sich dabei um einen datenraum, bei dem die daten über einen bestimmten zeitraum von etwa einem zeitraum von etwa einem zeitraum von etwa einem zeitraum von etwa einem zeitraum von etwa einem zeitraum von etwa einem zeitraum von etwa einem zeitraum von etwa einem zeitraum von etwa einem jahr"
"der dichtblättrige schwärz-täubling ( russula densifolia ) ist ein ungenießbarer pilz familie der täublingsverwandten ( russulaceae ). der festfleischige, mittelgroße täubling hat dichtstehende lamellen und ist im alter gräulich- oder bräunlich-schwarz gefärbt. das fleisch färbt sich beim anschneiden erst rötlich und dann grau-schwärzlich.",die russula densifolia ( russula densifolia ) ist eine pflanzenart aus der gattung der russulen ( russula ) innerhalb der familie der mycorrhizalgewächse ( mycorrhizalgewächse ). sie gehört zur familie der mycorrhizalgewächse ( mycorrhizalgewächse ).
"beim retinalen arterienverschluss kommt es zum verschluss der zentralarterie der netzhaut ( arteria centralis retinae ) des auges. es folgt ein sauerstoffmangel der netzhaut. symptom ist die plötzliche schmerzlose erblindung auf einem auge ca. 30 sekunden nach dem verschlussereignis. ursache für den verschluss ist ein eingeschwemmtes blutgerinnsel ( embolie ), das meistens aus einer halsarterie stammt oder im rahmen","die amaurose fugax ( auch : amaurose fugax ) ist eine seltene erkrankung, bei der eine erhöhte blutdruckschwellung in einem bereich des auges entsteht. die amaurose fugax ist eine sehr seltene erkrankung, bei der eine erhöhte blutdruckschwellung auftreten kann. die amaurose fugax ist eine sehr seltene erkrankung, bei der eine erhöhte blutdruckschwellung auftreten kann."
"die misox-schwankung ( im anglo-amerikanischen raum 8.2 kiloyear event genannt ) war eine scharf abgegrenzte, relativ kurzfristige klimaveränderung rund 8200 jahre before present. der name leitet sich vom tal misox in den schweizer alpen ab, in dessen ablagerungen sie im jahre 1960 vom schweizer botaniker heinrich zoller ( 1923–2009 ) erstmals nachgewiesen wurde. im zuge der misox-schwankung kam es im mesolithischen mittel-, nord- und westeuropa im","das 8.2-kilojahr-ereignis ist ein ereignis, das im jahr 6200 v. chr. im jahr 6200 v. chr. entdeckt wurde. es handelt sich um einen ereignis, bei dem die ereignisse zwischen dem ozean und dem nordatlantischen ozean und dem nordatlantischen ozean entstanden wurden. es handelt sich um einen ereignis, bei dem die ereignisse zwischen dem nordatlantischen ozean und dem nordatlantischen"
"unter testautomatisierung ( auch testautomation ) ist die automatisierung von aktivitäten im test zu verstehen, sowohl beim softwaretest als auch beim automatisierten test von hardware, dem hardwaretest.","ein test automation ( englisch test automation ) ist ein prozess, bei dem die prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse,"
"die schule birklehof ist ein reformpädagogisches internat und gymnasium mit ganzheitlichem schulkonzept in hinterzarten, südschwarzwald. der birklehof gehört der round square conference an, einem internationalen zusammenschluss von internatsschulen mit gemeinsamer zielsetzung. diese schulen unternehmen zusammen internationale soziale projekte und pflegen schüleraustausch quer über alle kontinente. außerdem ist der birklehof mitglied in der internate vereinigung sowie im schulverbund blick über den zaun",die birklehof-schule ist eine pädagogische schule in hinterzarten. sie wurde 1932 von kurt hahn gegründet.
"die hilbert-transformation ist in der funktionalanalysis, einem teilgebiet der mathematik, eine lineare integraltransformation. sie ist nach david hilbert benannt, welcher sie anfang des 20. jahrhunderts bei arbeiten am riemann-hilbert-problem für holomorphe funktionen formulierte. sie wird im bereich der fourier-transformation und der fourieranalyse angewendet. weitere anwendungsgebiete liegen im bereich der signalverarbeitung, bei der sie dazu dient, aus einem reellen",die hilbert-transformation ( auch hilbert-transformation oder hilbert-transformation ) ist eine methode der signalverarbeitung. sie ist eine methode zur erzeugung von frequenzmodulation. sie dient zur erzeugung von frequenzmodulation und frequenzmodulation. die hilbert-transformation ist eine methode zur erzeugung von frequenzmodulation und frequenzmodulation. die hilbert-transformation ist eine methode zur erzeugung von frequenzmodulation und frequenzmodulation. die hilbert-transformation ist eine
"ein operator ist eine mathematische vorschrift ( ein kalkül ), durch die man aus mathematischen objekten neue objekte bilden kann. er kann eine standardisierte funktion oder eine vorschrift über funktionen sein. anwendung finden die operatoren bei rechenoperationen, also bei manuellen oder bei maschinellen berechnungen.","ein linearer operator ( auch linearer operator ) ist ein mathematischer begriff, der in der mathematik verwendet wird."
"der barker-code ist ein in der nachrichtentechnik verwendeter binärcode mit minimaler autokorrelation, welcher im bereich der synchronisation und radartechnik verwendung findet. er wurde 1953 von r. h. barker entwickelt.","ein barker-code ( auch barker-code oder barker-code genannt ) ist ein algorithmus, das in der frequenzanalyse verwendet wird."
"meloxicam ist ein arzneistoff, genauer ein nichtsteroidales antirheumatikum ( nsar, nsaid ) aus der gruppe der oxicame. es ist ein hellgelbes, in wasser nahezu unlösliches pulver.",meloxikam ist ein arzneistoff aus der gruppe der prostaglandine.
"sir peter l. knight, frs, ( * 12. august 1947 in bedford, bedfordshire ) ist ein britischer theoretischer physiker, der sich mit quantenoptik, atomphysik und quanteninformatik beschäftigt. knight wurde an der sussex university promoviert und war als post-doktorand 1972 bis 1974 bei joseph h. eberly an der university of rochester und am slac. 1976 war er an der johns hopkins university und danach am royal holloway college der universität london und ab 1979 am","sir peter knight ist ein us-amerikanischer physiker, der sich mit quantenoptik befasst."
"das sonnensystem umfasst die sonne, die sie umkreisenden planeten und deren natürliche satelliten, die zwergplaneten und andere kleinkörper wie kometen, asteroiden und meteoroiden sowie die gesamtheit aller gas- und staubteilchen, die durch die anziehungskraft der sonne an diese gebunden sind. zum sonnensystem gehört auch die erde.","das sonnensystem ist ein sonnensystem, das in der erde entstanden ist. das sonnensystem entstand im sternbild sonnensystem. es handelt sich um einen sonnensystem, der zwischen einem sonnensystem und einem sonnensystem entstanden ist. das sonnensystem befindet sich im sternbild sonnensystem."
"einer theorie nach kann die normalisierte google-distanz ( engl. normalized google distance, kurz ngd ) als statistische größe für die semantische nähe zweier begriffe oder semantischer konzepte dienen. sie wird über die anzahl der treffer ermittelt, die für zwei in die suchmaschine google eingegebene begriffe gefunden werden, sprich die anzahl der dokumente, welche beide begriffe enthalten. die ngd liegt normalerweise zwischen 0 und 1,","die n g d ( x, y ) ≥ 1 { \displaystyle \infty } ( englisch : n g d ( x, y ) ≥ 1 { \displaystyle \infty \infty \infty \infty \infty \infty \infty \infty \infty \infty \infty \infty \infty \infty \infty \infty \infty \infty"
"carolina michaëlis de vasconcelos ( * 15. märz 1851 als karoline michaelis in berlin ; † 18. november 1925 in porto ) war eine deutsche und portugiesische romanistin, sie wird zu den gelehrtesten philologen der hispanistik und lusitanistik gezählt. karoline michaelis war mit dem portugiesischen historiker sowie kunst- und musikschriftsteller joaquim antónio da fonseca de vasconcelos verheiratet.",michaëlis de vasconcelos ( * 5. dezember 1874 in berlin ; † 25. november 1925 in porto ) war eine portugiesische schriftstellerin.
"geosat ( geodetic satellite ) war ein erdbeobachtungssatellit der us navy, der mit einem radar-altimeter ausgerüstet war und der satellitengeodäsie und der ozeantopographie diente. der satellit wurde am 12. märz 1985 auf einer abgerüsteten und zum satellitenträger umgebauten atlas-e-interkontinentalrakete von der vandenberg afb in einen polaren erdorbit ( 757 × 814 km, 108,1° ) gestartet.","die geosat follow-on ( gfo ) ist eine us-amerikanische raumfahrtmission, die am 10. februar 1998 von vandenberg afb entdeckt wurde."
"das dahomey gap ( auch dahomey corridor ) ist eine trockenzone an der guineaküste westafrikas, die sich von südost-togo und mittel-benin bis nach west-nigeria erstreckt. sie schließt sich an eine küstennahe trockenzone im bereich ghanas und togos ( ghana dry zone ) an und bildet einen fast waldfreien savannen-korridor, der zwischen westlich und östlich davon liegenden immergrünen tropischen regenwäldern eingebette",der dahomey-gang ( auch dahomey-gang oder dahomey-gang genannt ) ist ein gebirgsgang in südafrika. er liegt zwischen südafrika und südafrika.
"die amman citadel inscription ist eine inschrift in ammonitischer sprache, die 1961 auf dem zitadellenhügel von amman, dem dschebel al-qala'a, in einem eisenzeitlichen kontext gefunden wurde. die inschrift befindet sich heute im archäologischen museum in amman.","das ṭēt ist ein steinstein, das in einem stein, einem stein, einem stein, einem stein, einem stein, einem stein, einem stein, einem stein, einem stein, einem stein, einem stein, einem stein, einem stein, einem stein, einem stein, einem stein, einem stein, einem stein, einem stein,"
"ein gewässer ist in der natur fließendes oder stehendes wasser. es ist in den natürlichen wasserkreislauf eingebunden. die lehre von den oberirdischen gewässern ist die hydrologie, eingeteilt in limnologie ( binnengewässerkunde ) und ozeanografie ( meereskunde ). die lehre von den unterirdischen gewässern ist die hydrogeologie.","wasser ist ein begriff aus der geologie und geologie. es handelt sich um einen begriff aus der geologie, der sich mit wasser befasst."
"die eröffnung ist die erste phase einer schachpartie. sie umfasst etwa die ersten 10 bis 15 züge einer partie und endet nach der entwicklung der figuren ; es schließt sich das mittelspiel an. je nachdem, welche steine zuerst gezogen werden, spricht man von einer offenen, halboffenen oder geschlossenen partie.","ein öffnen ist ein spiel, bei dem ein spieler einen bestimmten platz spielt."
"man-bat ( dt. „ mann-fledermaus “ ) ist der titel einer reihe von comics, die der us-amerikanische verlag dc-comics seit 1975 veröffentlicht. die comics der reihe handeln von den erlebnissen des wissenschaftlers dr. kirk langstrom, der infolge eines fehlgegangenen selbstversuches in eine monströse kreatur verwandelt wurde, die halb mensch und halb fledermaus ist. man-bat ist dem genre des horrorcomics zuzuordnen, einige","man-bat ( engl. : man-bat ) ist ein us-amerikanischer comicsautor, der sich mit der geschichte des super-villains beschäftigt."
"unter einer rektifizierung ( lat. : berichtigung ) versteht man die eliminierung geometrischer verzerrungen in bilddaten, bedingt durch z. b. unebenes gelände, zentralperspektivische aufnahme oder falsche orientierung des aufnahmesystems. es handelt sich dabei um eine spezielle form der georeferenzierung von bildern. so bearbeitete fotos heißen digitale orthofotos ( dop ). bei feinmechanischen messgeräten wird rektifizieren auch als genaue ausrichtung bzw",die bildübertragung ist ein verfahren zur bestimmung der auflösung von bildern. sie ist ein verfahren zur bestimmung der auflösung von bildern. die bildübertragung ist ein verfahren zur bestimmung der auflösung von bildern. die bildübertragung erfolgt durch die auflösung von bildern. die bildübertragung erfolgt durch die auflösung von bildern. die bildübertragung erfolgt durch die auflösung von bildern. die bildübertragung erfolgt durch die auflösung von
"héctor garcía-molina ( * 1954 in monterrey, mexiko ) ist ein aus mexiko stammender us-amerikanischer informatiker. er ist professor an der stanford university. er befasst sich mit datenbanken, suche in computernetzwerken und digitalen bibliotheken. garcia-molina studierte elektrotechnik am instituto tecnológico y de estudios superiores de monterrey ( itesm ) mit dem bachelor-abschluss 1974 und an der stanford university mit dem master-abschluss 1975 und der promotion in informatik 1979","hector garcía-molina ( * 30. juni 1944 in monterrey, nuevo león ) ist ein mexikanischer informatiker."
