reference,system
"the modern wildherd of the tundra muskox ( ovibos moschatus ) is native only to the new world ( northern north america and greenland ), and its genetic diversity is notably low. however, like several other megafaunal mammals, muskoxen enjoyed a holarctic distribution during the late pleistocene. to investigate whether collapse in range and loss of diversity might be correlated, we collected mitochondrial sequence data ( hypervariable region and cytochrome",die muskoxen ( auch ovibos moschatus genannt ) sind eine familie der megafaunaler säugetiere. sie gehören zur gruppe der megafaunaler säugetiere.
"patients with mild cognitive impairment ( mci ) represent a risk population for progressing to dementia of the alzheimer type ( dat ). however, clinical criteria do not ensure reliable individual prognosis in these patients. the objective of this longitudinal, prospective study was to examine the value of f-fdg pet of cerebral glucose metabolism and of genetic susceptibility, as defined by an apoe4positive genotype, with regard to the early diagnosis of dat in","das apoe-genensystem ( auch : apoe-genensystem, apoe4-genensystem, apoe4-genensystem, apoe4-genensystem, apoe4-genensystem, apoe4-genensystem, apoe4-genensystem, apoe4-genensystem, apoe4-genensystem, apoe4-genensystem, apoe4-genensystem, apoe4-genensystem, apoe4-genensystem"
"telomere homeostasis is regulated by telomerase and a collection of associated proteins. telomerase is, in turn, regulated by post-translational modifications of the rate-limiting catalytic subunit htert. here we show that disruption of hsp90 by geldanamycin promotes efficient ubiquitination and proteasome-mediated degradation of htert. furthermore, we have used the yeast two-hybrid method to identify a novel ring finger gene ( mkrn1 )","die telomere-homeostase ist ein begriff aus der genetik, der sich mit dem aufbau von proteinen und proteinen beschäftigt."
"the principle of `` a calorie is a calorie, '' that weight change in hypocaloric diets is independent of macronutrient composition, is widely held in the popular and technical literature, and is frequently justified by appeal to the laws of thermodynamics. we review here some aspects of thermodynamics that bear on weight loss and the effect of macronutrient composition. the focus is the so-called metabolic advantage in low-carbohydrate diets greater weight loss compared to isocaloric diets of different composition. two","eine kalorie ist ein begriff aus der gesundheitslehre, der sich mit den regeln der thermodynamik beschäftigt."
"the strikingly young age of new variant creutzfeldt-jacob disease ( vcjd ) cases remains unexplained. age dependent susceptibility to infection has been put forward, but differential dietary exposure to contaminated food products in the uk population according to age and sex during the bovine spongiform encephalopathy ( bse ) epidemic may provide a simpler explanation. using recently published estimates of dietary exposure in mathematical models of the epidemiology of the","die neuvarianten-kreutzfeldt-jacob-krankheit ( englisch new variant creutzfeldt-jacob disease, vcjd ) ist eine krankheit, die in den vereinigten staaten vorkommt. sie ist nach dem us-amerikanischen epidemiologen und epidemiologen ernst friedrich jacob benannt."
"recent advancement in bulk metallic glasses, whose properties are usually superior to their crystalline counterparts, has stimulated great interest in fabricating bulk amorphous steels. while a great deal of effort has been devoted to this field, the fabrication of structural amorphous steels with large cross sections has remained an alchemists dream because of the limited glass-forming ability ( gfa ) of these materials. here we report the discovery of structural amorphous","die physical review ( aps ) ist eine wissenschaftliche fachzeitschrift, die von der american physical society ( aps ) veröffentlicht wird. sie wurde von der american physical society veröffentlicht."
"drafting in cetaceans is defined as the transfer of forces between individuals without actual physical contact between them. this behavior has long been surmised to explain how young dolphin calves keep up with their rapidly moving mothers. it has recently been observed that a significant number of calves become permanently separated from their mothers during chases by tuna vessels. a study of the hydrodynamics of drafting, initiated in the hope of understanding the mechanisms causing the","der begriff drafting in cetacean ist ein begriff aus der biologie, der sich mit der wechselwirkung von bewegungen zwischen individuen befasst."
"why everything you know about murphys law is wrong by nick t. spark www.regulus-missile.com and www.eyeballoverload.com los angeles, california i have become the worlds leading expert on murphys law. no really, im serious. you doubtless have heard the law : whatever can go wrong, will go wrong. to some it is a profound statement of philosophy, a reminder that life can be defined just as much by its inherent challenges","why everything you know about murphys law ( auch : why everything you know about murphys law, kurz : why everything you know about murphys law, kurz : why everything you know about murphys law, kurz : why everything you know about murphys law, kurz : why everything you know about murphys law, kurz : why everything you know about murphys law, kurz : why everything you know about murphys law, kurz : why everything you know about mur"
"hundreds of papyrus rolls, buried by the eruption of mount vesuvius in 79 ad and belonging to the only library passed on from antiquity, were discovered 260 years ago at herculaneum. these carbonized papyri are extremely fragile and are inevitably damaged or destroyed in the process of trying to open them to read their contents. in recent years, new imaging techniques have been developed to read the texts without unwrapping the rolls. until now","der herculaneum-schreibstoff ( auch herculaneum-schreibstoff oder herculaneum-schreibstoff genannt ) ist ein sammelbegriff für schriften, die in der antiken antike verwendet werden. er wird auch als herculaneum-schreibstoff bezeichnet."
"interferometers capture a basic mystery of quantum mechanics : a single particle can exhibit wave behaviour, yet that wave behaviour disappears when one tries to determine the particles path inside the interferometer. this idea has been formulated quantitatively as an inequality, for example, by englert and jaeger, shimony and vaidman, which upper bounds the sum of the interference visibility and the path distinguishability. such waveparticle duality relations ( wpdr","ein waveparticle dualitätsprinzip ( wpdr ) ist ein begriff aus der quantenmechanik, der in der quantenmechanik verwendet wird, um die wahrscheinlichkeit eines quantenmechanischen systems zu erklären."
"vultures are scavengers that fill a key ecosystem niche, in which they have evolved a remarkable tolerance to bacterial toxins in decaying meat. here we report the first deep metagenomic analysis of the vulture microbiome. through face and gut comparisons of 50 vultures representing two species, we demonstrate a remarkably conserved low diversity of gut microbial flora. the gut samples contained an average of 76 operational taxonomic units ( otus ) per specimen","die vulturflora ( lateinisch vultur ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘, ‚fleder ‘"
"in dynamic locomotory contexts, visual cues often trigger adaptive behaviour by the viewer, yet studies investigating how animals determine impending collisions typically employ either stationary viewers or objects. here, we describe a dynamic situation of visually guided prey pursuit in which both impending prey contact and escape elicit observable adaptive behaviours in the pursuer, a predatory beetle. we investigated which visual cues may independently control opening and c","der begriff visuelle kollision bezeichnet in der verhaltensbiologie einen zustand, bei dem ein beobachter, einen beobachter, einen beobachter, einen beobachter oder einen anderen beobachter beobachtet. der begriff visuelle kollision bezeichnet einen zustand, bei dem ein beobachter, einen beobachter, einen beobachter, einen beobachter, einen beobachter, einen beobachter, einen beobachter oder einen"
"the deeply eroded west gondwana orogen is a major continental collision zone that exposes numerous occurrences of deeply subducted rocks, such as eclogites. the position of these eclogites marks the suture zone between colliding cratons, and the age of metamorphism constrains the transition from subduction-dominated tectonics to continental collision and mountain building. here we investigate the metamorphic conditions and age of high-pressure and ultrahigh-pressure e",die kontinentale subduktion ( auch kontinentale subduktion ) ist ein begriff aus der geologie und geologie.
"properties of human brain tissue change across the lifespan. here we model these changes in the living human brain by combining quantitative magnetic resonance imaging ( mri ) measurements of r1 ( 1/t1 ) with diffusion mri and tractography ( n=102, ages 785 ). the amount of r1 change during development differs between white-matter fascicles, but in each fascicle the rate of development and decline are mirror-symmetric ; the rate of r1 development as",der begriff white-matter tissue change ( englisch white-matter tissue change ) bezeichnet in der medizin die änderung des menschlichen gehirns zwischen der entwicklung und der entwicklung eines menschlichen gehirns.
"the commensal microbiota is a major regulator of the immune system. the majority of commensal bacteria inhabit the gastrointestinal tract and are known to regulate local mucosal defenses against intestinal pathogens. there is growing appreciation that the commensal microbiota also regulates immune responses at extraintestinal sites. currently, however, it is unclear how this influences host defenses against bacterial infection outside the intestine. microbiota depletion caused significant defects in the early",die commensal-mikrobiologie ist ein teilgebiet der mikrobiologie. sie beschäftigt sich mit der regulation der immunantwort und der immunantwort.
"research on human social interactions has traditionally relied on self-reports. despite their widespread use, self-reported accounts of behaviour are prone to biases and necessarily reduce the range of behaviours and the number of subjects, that may be studied simultaneously. the development of ever smaller sensors makes it possible to study group-level human behaviour in naturalistic settings outside research laboratories. we used such sensors, sociometers, to examine gender, talkativeness and interaction style in two different context","der begriff menschliche soziale interaktion ( englisch human social interactions ) bezeichnet eine methode der sozialpsychologie, die sich mit menschlichen interaktionen beschäftigt."
"the emergence of distinct populations of cryptococcus gattii in the temperate north american pacific northwest ( pnw ) was surprising, as this species was previously thought to be confined to tropical and semitropical regions. beyond a new habitat niche, the dominant emergent population displayed increased virulence and caused primary pulmonary disease, as opposed to the predominantly neurologic disease seen previously elsewhere. whole-genome sequencing was performed on 118 c. gattii isolates",cryptococcus gattii ( cryptococcus neoformans var. grubii ) ist eine pilzart aus der familie der bakterien.
"it is commonly believed that reddish colour induces warm feelings while bluish colour induces cold feelings. we, however, demonstrate an opposite effect when the temperature information is acquired by direct touch. experiment 1 found that a red object, relative to a blue object, raises the lowest temperature required for an object to feel warm, indicating that a blue object is more likely to be judged as warm than a red object of the same physical temperature. experiment 2 showed that hand colour also",die englische bezeichnung temperature judgment ( englisch temperature judgment ) ist ein begriff aus der psychometrie.
"hymenoptera show a great variation in reproductive potential and nesting behavior, from thousands of eggs in sawflies to just a dozen in nest-provisioning wasps. reduction in reproductive potential in evolutionary derived hymenoptera is often facilitated by advanced behavioral mechanisms and nesting strategies. here we describe a surprising nesting behavior that was previously unknown in the entire animal kingdom : the use of a vestibular cell filled with dead ants in a new spider wasp","die tierhaltung ( hymenoptera ), auch tierhaltung genannt, ist ein begriff aus der evolutionsbiologie. sie beschreibt die haltung von tierhaltungen, die in der tierhaltung, insbesondere in der evolutionsbiologie und in der evolutionsbiologie, verwendet werden. die tierhaltung wird auch als tierhaltung bezeichnet."
"a hearing sensation arises when the elastic basilar membrane inside the cochlea vibrates. the basilar membrane is typically set into motion through airborne sound that displaces the middle ear and induces a pressure difference across the membrane. a second, alternative pathway exists, however : stimulation of the cochlear bone vibrates the basilar membrane as well. this pathway, referred to as bone conduction, is increasingly used in headphones that bypass the","die basilarmembran ( auch : basalmembran oder basalmembran genannt ) ist eine membran, die in der äußeren achse des äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren äußeren ä"
"objective to estimate the prevalence and clinical severity of whooping cough ( pertussis ) in school age children presenting with persistent cough in primary care since the introduction and implementation of the preschool pertussis booster vaccination. design prospective cohort study ( november 2010 to december 2012 ). setting general practices in thames valley, uk. participants 279 children aged 5 to 15 years who presented in primary care with a persistent cough of two to eight weeks duration. exclusion","die pertussis-infektion ist eine infektionskrankheit, die durch eine infektionskrankheit entsteht."
"frogs are well-known to capture elusive prey with their protrusible and adhesive tongues. however, the adhesive performance of frog tongues and the mechanism of the contact formation with the prey item remain unknown. here we measured for the first time adhesive forces and tongue contact areas in living individuals of a horned frog ( ceratophrys sp. ) against glass. we found that ceratophrys sp. generates adhesive force","ein fliegen ist ein gerät zur aufnahme von fliegen, bei dem die tiere auf einer glatten oberfläche mit einem druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen druckempfindlichen"
"do people judge hurricane risks in the context of gender-based expectations? we use more than six decades of death rates from us hurricanes to show that feminine-named hurricanes cause significantly more deaths than do masculine-named hurricanes. laboratory experiments indicate that this is because hurricane names lead to gender-based expectations about severity and this, in turn, guides respondents preparedness to take protective action. this finding indicates an unfortunate and unintended consequence","ein hurricane ist ein begriff aus dem bereich der meteorologie. er besagt, dass ein hurricane mit einem bestimmten namen, einem bestimmten namen, einen bestimmten namen, einen bestimmten namen, einen bestimmten namen, einen bestimmten namen, einen bestimmten namen, einen bestimmten namen, einen bestimmten namen, einen bestimmten namen, einen bestimmten namen, einen bestimmten namen oder einen bestimm"
"coronaviruses raise serious concerns as emerging zoonotic viruses without specific antiviral drugs available. here we screened a collection of 16671 diverse compounds for anti-human coronavirus 229e activity and identified an inhibitor, designated k22, that specifically targets membrane-bound coronaviral rna synthesis. k22 exerts most potent antiviral activity after virus entry during an early step of the viral life cycle. specifically, the formation of double membrane vesicles ( dmvs )","k22 ist ein arzneistoff, der zur behandlung von virusinfektionen verwendet wird."
"a tissue-engineered oesophageal scaffold could be very useful for the treatment of pediatric and adult patients with benign or malignant diseases such as carcinomas, trauma or congenital malformations. here we decellularize rat oesophagi inside a perfusion bioreactor to create biocompatible biological rat scaffolds that mimic native architecture, resist mechanical stress and induce angiogenesis. seeded allogeneic mesenchymal stromal cells spontaneously","ein oesophagus ( auch : oesophagus, oesophagus, oesophagus, oesophagus, oesophagus, oesophagus, oesophagus, oesophagus, oesophagus, oesophagus, oesophagus, oesophagus, oesophagus, oesophagus, oesophagus, oesophagus, oesophag"
"with a current estimate of ~1,000 million tons, mesopelagic fishes likely dominate the world total fishes biomass. however, recent acoustic observations show that mesopelagic fishes biomass could be significantly larger than the current estimate. here we combine modelling and a sensitivity analysis of the acoustic observations from the malaspina 2010 circumnavigation expedition to show that the previous estimate needs to be revised to at least one order of magnitude higher. we show that there is","die mesopelische fische ( engl. mesopelagic fishes ) sind ein ozeanisches ökosystem, das sich in tiefen ozeanen befindet."
"without baseline human immunity to the emergent avian influenza a ( h7n9 ) virus, neuraminidase inhibitors are vital for controlling viral replication in severe infections. an amino acid change in the viral neuraminidase associated with drug resistance, na-r292k ( n2 numbering ), has been found in some h7n9 clinical isolates. here we assess the impact of the na-r292k substitution on antiviral sensitivity and viral replication, pathogenic","der begriff avian-origin-influenza-virus ( englisch avian influenza a, h7n9 ) bezeichnet eine infektionskrankheit aus der familie der zoonotischen influenza-viren."
"substantial quantities of small plastic particles, termed microplastic, have been found in many areas of the world ocean, and have accumulated in particularly high densities on the surface of the subtropical gyres. while plastic debris has been documented on the surface of the north pacific subtropical gyre ( npsg ) since the early 1970s, the ecological implications remain poorly understood. organisms associated with floating objects, termed the rafting assemblage, are an","die plastizität ( auch plastizität ) ist ein begriff aus der biologie, der sich mit der gewinnung von plastizität befasst."
"oral infections have a strong ethnic predilection ; suggesting that ethnicity is a critical determinant of oral microbial colonization. dental plaque and saliva samples from 192 subjects belonging to four major ethnicities in the united states were analyzed using terminal restriction fragment length polymorphism ( t-rflp ) and 16s pyrosequencing. ethnicity-specific clustering of microbial communities was apparent in saliva and subgingival biofilms, and a machine","die orale mikrobiologie ist ein teilgebiet der mikrobiologie, das sich mit der entstehung von bakterien beschäftigt."
"the electroencephalogram ( eeg ) reflects brain electrical activity. a flat ( isoelectric ) eeg, which is usually recorded during very deep coma, is considered to be a turning point between a living brain and a deceased brain. therefore the isoelectric eeg constitutes, together with evidence of irreversible structural brain damage, one of the criteria for the assessment of brain death. in this study we use eeg","die elektroenzephalogramme ( englisch electroencephalogram, eeg ) ist ein verfahren zur untersuchung des gehirns, bei dem die elektrische aktivität des gehirns in einem bestimmten zeitpunkt beobachtet werden kann. die elektroenzephalogramme beschreiben die elektrische aktivität des gehirns."
"understanding the compatibility between spider silk and conducting materials is essential to advance the use of spider silk in electronic applications. spider silk is tough, but becomes soft when exposed to water. here we report a strong affinity of amine-functionalised multi-walled carbon nanotubes for spider silk, with coating assisted by a water and mechanical shear method. the nanotubes adhere uniformly and bond to the silk fibre surface to produce tough, custom-shaped, flexible and electrically",spider silk fibres ( engl. spider silk fibres ) sind fasern aus der gruppe der ss-fasern.
"we recently characterized 24-hr daily rhythmic patterns of gene expression in anopheles gambiae mosquitoes. these include numerous odorant binding proteins ( obps ), soluble odorant carrying proteins enriched in olfactory organs. here we demonstrate that multiple rhythmically expressed genes including obps and takeout proteins, involved in regulating blood feeding behavior, have corresponding rhythmic protein levels as measured by quantitative proteomics. this includes aga","als odorant bezeichnet man in der physiologie und physiologie die physiologische eigenschaften von menschen, die während einer schlafphase, während der schlafphase, während der schlafphase, während der schlafphase, während der schlafphase, die schlafphase, die schlafphase, die schlafphase, die schlafphase, die schlafphase, die schlafphase, die schlafphase, die schlafphase, die schlafphase"
"progress in realizing the si second had multiple technological impacts and enabled further constraint of theoretical models in fundamental physics. caesium microwave fountains, realizing best the second according to its current definition with a relative uncertainty of 24 10. when the international system of units was formalized in 1960, the definition of the second was still derived from an astronomical reference, the ephemeris time. following the measurement are proved to agree within their accuracy budget. secondly, we","die ephemeriszeit ( englisch ephemeris time, si second ) ist die zeit der ephemeriszeit. sie ist nach dem internationalen system der einheiten ( si ) benannt."
"sophisticated cognitive abilities have been documented in honeybees, possibly an aspect of their complex sociality. in vertebrates brain asymmetry enhances cognition and directional biases of brain function are a putative adaptation to social behaviour. here we show that honeybees display a strong lateral preference to use their right antenna in social interactions. dyads of bees tested using only their right antennae ( ra ) contacted after shorter latency and were significantly","der begriff lateral-preference ( auch lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference, lateral-preference"
"females have often been shown to exhibit preferences for certain male traits. however, little is known about behavioural rules females use when searching for mates in their natural habitat. we investigated mate sampling tactics and related costs in the territorial strawberry poison frog ( oophaga pumilio ) possessing a lek-like mating system, where both sequential and simultaneous sampling might occur. we continuously monitored the sampling pattern","oophaga pumilio ( englisch : oophaga pumilio ) ist ein us-amerikanischer psychologe, der sich mit verhaltensmustern und verhaltensmustern befasst."
"hibernation in mammals is a remarkable state of heterothermy wherein metabolic rates are reduced, core body temperatures reach ambient levels and key physiological functions are suspended. typically, hibernation is observed in cold-adapted mammals, though it has also been documented in tropical species and even primates, such as the dwarf lemurs of madagascar. western fat-tailed dwarf lemurs are known to hibernate for seven months per year inside tree holes","als hibernacula ( von lateinischhibernare „ hibernieren “ ) bezeichnet man in der biologie einen zeitraum, bei dem die körpertemperatur in einem bestimmten zeitraum von etwa 3 bis 6 monaten stattfindet. die hibernacula wird auch als hibernacula bezeichnet. die hibernacula wird auch als hibernacula bezeichnet. die hibernacula wird auch als hibernacula bezeichnet. die hibernacula wird auch als hibernacula be"
"a brain-to-brain interface ( btbi ) enabled a real-time transfer of behaviorally meaningful sensorimotor information between the brains of two rats. in this btbi, an encoder rat performed sensorimotor tasks that required it to select from two choices of tactile or visual stimuli. while the encoder rat performed the task, samples of its cortical activity were transmitted to matching cortical areas of a decoder rat using intracortical microstimulation ( icms",ein brain-to-brain interface ( btbi ) ist ein spezielles verfahren zur datenübertragung von verhaltensbezogenen informationen zwischen tieren und tieren. es wurde von ralph hartley entwickelt.
this study addresses the neuronal representation of aversive sounds that are perceived as unpleasant. functional magnetic resonance imaging in humans demonstrated responses in the amygdala and auditory cortex to aversive sounds. we show that the amygdala encodes both the acoustic features of a stimulus and its valence ( perceived unpleasantness ). dynamic causal modeling of this system revealed that evoked responses to sounds are relayed to the amygdala via auditory cortex. while,"die akustische wahrnehmung ( auch akustische wahrnehmung, akustische wahrnehmung, akustische wahrnehmung, akustische wahrnehmung, akustische wahrnehmung, akustische wahrnehmung, akustische wahrnehmung, akustische wahrnehmung, akustische wahrnehmung, akustische wahrnehmung, akustische wahrnehmung, akustische wahrnehmung ) ist ein begriff aus der wahrnehmungspsychologie."
"for the first time, we report the remarkable ability of the terrestrial leaf beetle gastrophysa viridula to walk on solid substrates under water. these beetles have adhesive setae on their feet that produce a secretory fluid having a crucial role in adhesion on land. in air, adhesion is produced by capillary forces between the fluid-covered setae and the substrate. in general, capillary forces do not contribute to adhesion under water","die wasserabweichung ist ein begriff aus der biologie und biologie, der sich mit der abweichung von wasser beschäftigt."
"livistona mariae is an endemic palm localized in arid central australia. this species is separated by about 1000 km from its congener l. rigida, which grows distantly in the roper river and nicholsongregory river catchments in northern australia. such an isolated distribution of l. mariae has been assumed to have resulted from contraction of ancestral populations as australia aridified from the mid-miocene ( ca 15 ma ). to test this hypothesis at the population level,",livistona mariae ist eine pflanzenart aus der gattung livistona in der familie der palmengewächse ( palmaceae ).
"low-resolution intensity spectra of earths atmosphere obtained from space reveal strong signatures of life ( biosignatures ), such as molecular oxygen and methane with abundances far from chemical equilibrium, as well as the presence of a red edge ( a sharp increase of albedo for wavelengths longer than 700 nm ) caused by surface vegetation1. light passing through the atmosphere is strongly linearly polarized by scattering ( from air molecules, aerosols and cloud","die lineare polarisationsspektroskopie ( englisch linear polarization spectra of earths ) ist eine methode der spektroskopie, die die oberflächen der erdatmosphäre untersucht. die lineare polarisationsspektroskopie ist eine methode der spektroskopie, die die oberflächen der erdatmosphäre untersucht."
"the cone photoreceptors outer segment ( os ) experiences changes in optical path length, both in response to visible stimuli and as a matter of its daily course of renewal and shedding. these changes are of interest, to quantify function in healthy cells and assess dysfunction in diseased ones. while optical coherence tomography ( oct ), combined with adaptive optics ( ao ), has permitted unprecedented three-dimensional resolution in the living",das cone photo receptors outer segment ( os ) ist eine methode zur messung der phasenunterschiede in der retina. es handelt sich dabei um eine methode zur messung der phasenunterschiede in der retina. es handelt sich dabei um eine methode zur messung der phasenunterschiede in der retina.
"we investigate the temporal precision in the generation of ultrashort laser pulse pairs by pulse shaping techniques. to this end, we combine a femtosecond polarization pulse shaper with a polarizer and employ two linear spectral phase masks to mimic an ultrastable common-path interferometer. in an all-optical experiment we study the interference signal resulting from two temporally delayed pulses. our results show a 2-precision of 300 zs = 300 10 s in pulse-to-pulse delay.","die femtosekundespektroskopie ( englisch femtosecond spectroscopy ) ist eine methode der quantenphysik, die sich mit der untersuchung von ultrakurzen lichtpulsen beschäftigt. die methode basiert auf einer methode der quantenphysik, die sich mit der untersuchung von ultrakurzen lichtpulsen beschäftigt. die femtosekundespektroskopie ist ein teilgebiet der quantenphysik. die femtosekundespektroskopie beschäftigt sich mit der untersuchung von ultrakurzen lichtpulsen"
"by linking ecological theory with freely-available google earth satellite imagery, landscape-scale footprints of behavioural interactions between predators and prey can be observed remotely. a google earth image survey of the lagoon habitat at heron island within australia's great barrier reef revealed distinct halo patterns within algal beds surrounding patch reefs. ground truth surveys confirmed that, as predicted, algal canopy height increases with distance from reef edges",der begriff freely-available satellite imagery ( engl. : freely-available satellite imagery ) bezeichnet eine methode zur untersuchung von verhaltensmustern von menschen.
"in the course of their lives, most animals must find different specific habitat and microhabitat types for survival and reproduction. yet, in vertebrates, little is known about the sensory cues that mediate habitat recognition. in free flying bats the echolocation of insect-sized point targets is well understood, whereas how they recognize and classify spatially extended echo targets is currently unknown. in this study, we show how echolocating bats recognize ponds or other water","die echolokierung ( auch echolokierung ) ist ein begriff aus der biologie, der sich mit der erkennung von wasseroberflächen beschäftigt."
"wild primate predation has been widely reported for various neotropical cat species. apparently, prey body size and predator body size are related, with large cats preying mainly on large primates. remains from different species of primates have been observed in scats of different neotropical cat species. according to cabrera and yeppes, primates are the favorite prey of puma yaguaroundi in some regions of central america. more recently, miranda et al., found","die neotropische katze ( neotropicale cat ) sind eine gattung von primaten, die in den tropischen subtropischen regionen südamerikas vorkommen. sie gehören zu den ältesten vertretern der neotropisischen katze."
