reference,system
"der begriff dataspace bzw. datenraum bezeichnet einen relativ jungen ansatz zur informationsintegration, mit dessen hilfe problematiken sowohl physischer als auch virtueller integrationsansätze gelöst werden sollen. um den erstellungsaufwand einer integrationsarchitektur gering zu halten, wird bei dataspaces keine feste zielstruktur vorab benötigt. stattdessen kommen existierende matching- und mapping-techniken zur anwendung, um daten unabhängig vom grad der integration in einem system zur verfügung zu stellen. der dezentrale ansatz von dataspaces","in einem wissenschaftlichen datenraum ( engl. : dataspace ) werden daten zusammengefasst, damit der zugriff auf wissenschaftliche veröffentlichungen möglichst einfach und möglichst effizient zu einem nutzerkreis erfolgt. der begriff „ datenraum “ geht auf eine arbeitsgruppe zurück, die häufig an oecd-systemen teilnimmt. häufig repräsentiert er die datenbank, die einer gruppe von wissenschaftlern für meteorologie und ozeanographie zugeordnet ist, und orientiert sich daran, wie die unter"
"der dichtblättrige schwärz-täubling ( russula densifolia ) ist ein ungenießbarer pilz familie der täublingsverwandten ( russulaceae ). der festfleischige, mittelgroße täubling hat dichtstehende lamellen und ist im alter gräulich- oder bräunlich-schwarz gefärbt. das fleisch färbt sich beim anschneiden erst rötlich und dann grau-schwärzlich.",der russulsella ( russula densifolia ) ist ein häufiger giftiger pilz aus der familie der russulaceae.
"beim retinalen arterienverschluss kommt es zum verschluss der zentralarterie der netzhaut ( arteria centralis retinae ) des auges. es folgt ein sauerstoffmangel der netzhaut. symptom ist die plötzliche schmerzlose erblindung auf einem auge ca. 30 sekunden nach dem verschlussereignis. ursache für den verschluss ist ein eingeschwemmtes blutgerinnsel ( embolie ), das meistens aus einer halsarterie stammt oder im rahmen von herzrhythmusstörungen","als amaurosis fugax wird seit den späten 1970er jahren ein problem der sehschärfe bezeichnet. die lateinische bezeichnung amaurosis fugax stammt aus dem altgriechischen amaurosis ( blindheit ) und bedeutet „ blindheitstankweite “ oder „ dunkle vorhaut “. in der medizin ist die amaurosis fugax pathologisch sehr schwierig. ursächlich ist ein neurologischer effekt, der zum verständnis einer erkrankung führen kann."
"die misox-schwankung ( im anglo-amerikanischen raum 8.2 kiloyear event genannt ) war eine scharf abgegrenzte, relativ kurzfristige klimaveränderung rund 8200 jahre before present. der name leitet sich vom tal misox in den schweizer alpen ab, in dessen ablagerungen sie im jahre 1960 vom schweizer botaniker heinrich zoller ( 1923–2009 ) erstmals nachgewiesen wurde. im zuge der misox-schwankung kam es im mesolithischen mittel-, nord- und","das 8.2-kilojahr-ereignis war ein ereignis der kälterückkopplung, das im nordatlantik vor etwa 8,2 millionen jahren stattfand. die chronologie differiert nach wissenschaftsgebiet, bearbeitungsstand und räumlichem geltungsbereich zwischen vorherrschenden daten. es besteht für gegenwärtige zeiträume aus einem zeitraum von ca. 100 millionen jahren."
"unter testautomatisierung ( auch testautomation ) ist die automatisierung von aktivitäten im test zu verstehen, sowohl beim softwaretest als auch beim automatisierten test von hardware, dem hardwaretest.","ein softwaretest wird von einem software-konstrukteur durchgeführt, um fehler in der software oder in der anwendungslandschaft sichtbar zu machen. aufgrund der automatisierung wird der prozess automatisiert durchgeführt und legt bei jedem schritt weitere bedingungen fest, die für den prüfling gelten. softwaretests sind teil des automatisierungsprozesses."
"die schule birklehof ist ein reformpädagogisches internat und gymnasium mit ganzheitlichem schulkonzept in hinterzarten, südschwarzwald. der birklehof gehört der round square conference an, einem internationalen zusammenschluss von internatsschulen mit gemeinsamer zielsetzung. diese schulen unternehmen zusammen internationale soziale projekte und pflegen schüleraustausch quer über alle kontinente. außerdem ist der birklehof mitglied in der internate vereinigung sowie im schulverbund blick über den zaun. die schule","die schule birklehof ist eine 1932 gegründete deutsche schule in hinterzarten, einem vorort von breitnau im gebiet der stadt hinterzarten."
"die hilbert-transformation ist in der funktionalanalysis, einem teilgebiet der mathematik, eine lineare integraltransformation. sie ist nach david hilbert benannt, welcher sie anfang des 20. jahrhunderts bei arbeiten am riemann-hilbert-problem für holomorphe funktionen formulierte. sie wird im bereich der fourier-transformation und der fourieranalyse angewendet. weitere anwendungsgebiete liegen im bereich der signalverarbeitung, bei der sie dazu dient, aus einem reellen signal ein analy",die hilbert-transformation ist eine spezielle form der fourier-transformation. sie ist benannt nach dem mathematiker george hilbert. die hilbert-transformation ist eine verallgemeinerung der diskreten hilbert-transformation und verknüpft die diskrete hilbert-transformation mit der fourier-transformation.
"ein operator ist eine mathematische vorschrift ( ein kalkül ), durch die man aus mathematischen objekten neue objekte bilden kann. er kann eine standardisierte funktion oder eine vorschrift über funktionen sein. anwendung finden die operatoren bei rechenoperationen, also bei manuellen oder bei maschinellen berechnungen.","als operator wird in der linearen algebra ein linearer operator bezeichnet, der ein objekt im vektorraum eines vektorraums abbildet und alle drei banach-operatoren enthält. anschaulich gehören die operatoren zu den banach-algebren."
"der barker-code ist ein in der nachrichtentechnik verwendeter binärcode mit minimaler autokorrelation, welcher im bereich der synchronisation und radartechnik verwendung findet. er wurde 1953 von r. h. barker entwickelt.",der barker-code ist ein 1966 von ronald de barker eingeführter drahtloser kanalcode mit stetigen kanälen. er ist unter anderem bei der digitalen signalverarbeitung und der funktechnik von großer bedeutung.
"meloxicam ist ein arzneistoff, genauer ein nichtsteroidales antirheumatikum ( nsar, nsaid ) aus der gruppe der oxicame. es ist ein hellgelbes, in wasser nahezu unlösliches pulver.","meloxicam ( handelsname : prostaglandin® ; hersteller : msd ) ist ein arzneistoff aus der gruppe der prostaglandine, der zur behandlung von schmerzen und entzündungen im inneren des dünndarms eingesetzt wird."
"sir peter l. knight, frs, ( * 12. august 1947 in bedford, bedfordshire ) ist ein britischer theoretischer physiker, der sich mit quantenoptik, atomphysik und quanteninformatik beschäftigt. knight wurde an der sussex university promoviert und war als post-doktorand 1972 bis 1974 bei joseph h. eberly an der university of rochester und am slac. 1976 war er an der johns hopkins university und danach am royal holloway college der universität london und ab",sir peter knight ( * 18. november 1953 in south yorkshire ) ist ein britischer theoretischer physiker.
"das sonnensystem umfasst die sonne, die sie umkreisenden planeten und deren natürliche satelliten, die zwergplaneten und andere kleinkörper wie kometen, asteroiden und meteoroiden sowie die gesamtheit aller gas- und staubteilchen, die durch die anziehungskraft der sonne an diese gebunden sind. zum sonnensystem gehört auch die erde.","das sonnensystem ist ein hypothetisches zirkumstellares system, das die raumzeitliche entwicklung des sonnensystems beschrieben. während die vorherrschenden vorstellungen über eine existierende weltformung des sonnensystems wenige millionen jahre zurückstreben, woraus sich in der folge auch die bezeichnung sonnensystem ableitet. die frühesten hypothetischen himmelskörper, aus denen das sonnensystem entstand, waren beispielsweise jupiter, saturn, uranus und neptun."
"einer theorie nach kann die normalisierte google-distanz ( engl. normalized google distance, kurz ngd ) als statistische größe für die semantische nähe zweier begriffe oder semantischer konzepte dienen. sie wird über die anzahl der treffer ermittelt, die für zwei in die suchmaschine google eingegebene begriffe gefunden werden, sprich die anzahl der dokumente, welche beide begriffe enthalten. die ngd liegt normalerweise zwischen 0 und 1, je geringer sie ist, desto enger hängen","das universal digital dictionary ( ngd ) ist ein verfahren, um sammlungen von textphrasen im world wide web zu erschließen. es ist bestandteil von google maps und wird seit deren open-source-einführung von google llc betrieben. die großen sammlungen dieser texte werden in wordnet- kategorien eingeordnet. somit kann man sich einen allgemeinen zugriff auf alle literarischen texte eines textes vorstellen. alternativ kann man den namen von einzelnen textphrasen angeben, wie z. b. die vierbuchstaben des deutschen"
"carolina michaëlis de vasconcelos ( * 15. märz 1851 als karoline michaelis in berlin ; † 18. november 1925 in porto ) war eine deutsche und portugiesische romanistin, sie wird zu den gelehrtesten philologen der hispanistik und lusitanistik gezählt. karoline michaelis war mit dem portugiesischen historiker sowie kunst- und musikschriftsteller joaquim antónio da fonseca de vasconcelos verheiratet.","carolina michaelis de vasconcelos, geborene cato, ( * 30. august 1855 in berlin ; † 1925 in porto ) war eine portugiesische literaturwissenschaftlerin und mathematikhistorikerin. sie gilt als mitbegründerin der modernen portugiesischen sprache."
"geosat ( geodetic satellite ) war ein erdbeobachtungssatellit der us navy, der mit einem radar-altimeter ausgerüstet war und der satellitengeodäsie und der ozeantopographie diente. der satellit wurde am 12. märz 1985 auf einer abgerüsteten und zum satellitenträger umgebauten atlas-e-interkontinentalrakete von der vandenberg afb in einen polaren erdorbit ( 757 × 814 km, 108,1° ) gestartet.",geosat war ein us-amerikanischer satellit.
"das dahomey gap ( auch dahomey corridor ) ist eine trockenzone an der guineaküste westafrikas, die sich von südost-togo und mittel-benin bis nach west-nigeria erstreckt. sie schließt sich an eine küstennahe trockenzone im bereich ghanas und togos ( ghana dry zone ) an und bildet einen fast waldfreien savannen-korridor, der zwischen westlich und östlich davon liegenden immergrünen tropischen regenwäldern eingebettet ist ( das englische","als dahomey-lücke wird eine region in westafrika bezeichnet, die sehr trocken ist. sie liegt zwischen den selenographischen breiten der sahara und der westküste, wobei die durchschnittliche niederschlagsmenge in der nähe der küste einen erheblichen anteil von sonnenlicht aufweist. die lücke wird nach dem schriftsteller henry owen dahomey benannt, der sie in seinem werk the secret of west africa ( 1867 ) erstmals beschrieben hat."
