reference,system
"die moschusochsen der tundra gehören zu den wenigen großen säugetieren des nordens, die bis heute überlebt haben. als solche oldtimer der fauna sind sie aber längst nicht mehr mit allen originalteilen ausgestattet : bis zum ende des pleistozän vor rund 10000 jahren haben sie eine menge ihrer genetischen variabilität eingebüßt. in zusammenarbeit mit russischen und niederländischen forschern haben ross macphee und alex greenwood vom amerikanischen naturhistorischen museum in new","der begriff survival haplotyp ( shs ) bezeichnet eine gruppe von fossilen fossilen materialien, die in den frühen jahrzehnten der frühen holozän entstanden sind."
"die alzheimer - demenz könnte sich mit messmethoden, welche die hirnaktivität erfassen - wie elektroencephalografie ( eeg ) oder positronenemmissionstomografie ( pet ) -, frühzeitig diagnostizieren lassen, berichten zwei arbeitsgruppen. eine sichere alzheimer - diagnose, die bisher erst nach dem tod des patienten möglich ist, wäre wichtig, um frühzeitig mit fördermaßnahmen beginnen zu können. die forscher um leslie pri","der apoe-genotyp ( pet ) ist ein begriff aus der genetik. er dient der untersuchung von alzheimer-krankheiten, der alzheimer-krankheit, der alzheimer-krankheit, der alzheimer-krankheit, der alzheimer-krankheit, der alzheimer-krankheit, der alzheimer-krankheit, der alzheimer-krankheit, der alzheimer-krankheit, der alzheimer-krankheit, der alzheimer-krankheit, der alzheimer-krankheit, der"
"wissenschaftler um in kwon chung von der yonsei universität in seoul haben einen neuen mechanismus gefunden, der die länge der telomere - den schutzkappen an den chromosomenenden - beeinflusst. wie sich herausstellte, beeinflussen zwei gegensätzliche kräfte in den zellen die grundlegenden aktivitäten der telomerase, jenes enzyms, das für eine verlängerung der telomer - dna zuständig ist. wie schon länger bekannt ist, fördert zum","telomere ( auch telomere ) ist ein protein, das in der zellmembran von zellen verwendet wird."
"haben sie im urlaub mal wieder zu viel geschlemmt? und trotz radtour im grünen will das bäuchlein einfach nicht verschwinden? vielleicht wäre eine kleine sommer - diät angebracht? angebote, wie brigitte -, fasten - oder friss - die - hälfte - kuren, gibt es ja zur genüge - ein durchschlagender erfolg stellt sich allerdings nicht immer ein. auch der us - amerikanische arzt robert atkins meinte","der begriff metabolische vorteil ( englisch metabolic advantage ) bezeichnet in der gesundheitslehre die fähigkeit, die gesundheits- und gesundheitsgesundheit zu erklären."
"die neue variante der creutzfeldt - jakob - krankheit ( vcjd ) tritt in jungen menschen nicht deswegen häufiger auf, weil diese mehr rindfleischprodukte zu sich nehmen. vielmehr müsse die vergleichsweise hohe empfänglichkeit für die erkrankung bei menschen unter 40jahren mit einem noch unbekannten altersphänomen zusammenhängen, folgern wissenschaftler der joseph - fourier - universität aus den ergebnissen einer statistischen analyse. die wissenschaftler","die new variant creutzfeldt-jacob-krankheit ( vcjd ) ist eine epidemiologische krankheit, die sich mit einer infektionskrankheit befasst."
"zhou ping lu vom oak ridge national laboratory will mit seinem team erstmals amorphen stahl hergestellt haben, der sich für die massenproduktion eignet. amorphe substanzen besitzen oftmals bessere eigenschaften als ihre kristallinen gegenstücke. so auch das von lu hergestellte material : es ist zweimal härter als hochfestigkeitsstahl. bislang konnten wissenschaftler ausschließlich dünne folien aus amorphem stahl herstellen. diese werden beispielsweise in transformatoren eingesetzt,","die american physical society ( aps ) ist ein us-amerikanisches forschungsinstitut für physik, das sich mit der forschung und entwicklung von physikalischen produkten beschäftigt."
"elegant reiten die meerestiere auf den hohen wellen der ozeane und springen mehrere meter aus dem wasser heraus. junge delfine sind noch nicht so kraftvolle schwimmer wie die erwachsenen säuger. um die eigenen reserven zu schonen, bedienen sie sich für die fortbewegung eines tricks : an der seite der mutter nehmen sie eine bestimmte position ein, sodass sie quasi in ihrem windschatten durch die fluten gleiten. mit hilfe dieser energiesparmaßnahme kommt der","der begriff drafting in cetacean ist ein begriff aus der biologie, der sich mit der bewegung von delfinen befasst. er beschreibt die bewegung von delfinen in einem schwimmen, einem schwimmen, einem schwimmen, einem schwimmen, einem schwimmen, einem schwimmen, einem schwimmen, einem schwimmen, einem schwimmen, einem schwimmen, einem schwimmen, einem schwimm"
"was schief gehen kann, geht schief. so oder so ähnlich kennt jeder murphy's law, kaum ein gesetz wird wohl so häufig zitiert. aber : wer war murphy? wer hatte diese lapidare weisheit ursprünglich geprägt? der nachbar von nick spark kannte ihn - oder vielmehr sein vater. zunächst skeptisch, begab sich der schriftsteller und dokumentarfilmer daher auf spurensuche und stieß dabei auf eine alte und","die murphys-theorie ist eine wissenschaftliche theorie, die sich mit der geschichte der philosophie beschäftigt. sie wurde von nick t. spark und nick t. spark veröffentlicht."
"als im jahr79 der vesuv ausbrach und das antike herculaneum unter vulkanasche begrub, konservierte er gleichzeitig einen enorm wertvollen schatz. schon im 18. jahrhundert hatten archäologen damit begonnen, diesen zu heben : sie entdeckten bei einer der ersten überhaupt bekannten ausgrabungen in einer verschütteten römer - villa eine bibliothek mit hunderten von handbeschriebenen papyrus - schriftrollen, die den feuers","ein papyrus ist ein in der griechischen literatur verwendetes werk, das in der griechischen literatur verwendet wird."
"die quantenwelt scheint doch etwas weniger komplex aufgebaut zu sein, als physiker bislang dachten. das legt zumindest eine arbeit von stephanie wehner und ihren kollegen von der national university of singapore nahe. sie können nach ihren angaben belegen, dass zwei besondere eigenschaften der quantenphysik ein und dasselbe sind - und sich nur unterschiedlich manifestieren. der welle - teilchen - dualismus entspreche demnach einfach nur der heisenberg","ein interferometer ist ein begriff aus der quantenmechanik, der sich mit der quantenmechanik befasst."
"der magen von geiern muss einiges aushalten, denn schließlich fressen die vögel auch verwesendes fleisch, in dem es von keimen nur so wimmelt. und diese extreme ernährungsweise zeichnet sich auch im mikrobiom der neuweltgeier ab, das michael roggenbuck von der universität kopenhagen mit seinen kollegen untersucht hat. besonders vielfältig tummeln sich bakterien im gesicht und am schnabel der geier, was die biologen nicht verwundert : da","der begriff faecaloralgut ( auch faecaloralgut oder faecaloralgut genannt ) bezeichnet in der biologie die gesamtheit der mikroorganismen, die sich mit einer bestimmten anzahl von mikroorganismen beschäftigen. der faecaloralgut wird auch als faecaloralgut bezeichnet. der faecaloralgut wird auch als faecaloralgut bezeichnet. der faecaloralgut wird auch als faecaloralgut bezeichnet."
"ein mensch müsste schneller als 770kilometer pro stunde rennen, um es an geschwindigkeit mit einem asiatischen sandlaufkäfer aufzunehmen - dem in relation zu seiner körpergröße schnellsten tier der erde : auf der jagd überbrückt dieses insekt pro sekunde teilweise bis zu 120körperlängen ; wir menschen bringen es nur auf maximal fünf. die hohe geschwindigkeit hat allerdings auch nachteile, denn die visuelle wahrnehmung der käfer kommt mit dem tempo nicht mit, und bilder","der begriff visual cues ( englisch visual cues ) bezeichnet in der verhaltenstheorie einen zustand, bei dem ein beobachter einen bestimmten zustand in einem bestimmten zustand beobachtet wird. der begriff visual cues bezeichnet in der psychologie einen zustand, bei dem ein beobachter einen bestimmten zustand beobachtet. der begriff visual cues beschreibt einen zustand, bei dem ein beobachter einen bestimmten zustand beobachtet. der begriff"
vor 600millionen jahren erstreckte sich offensichtlich ein großes gebirge mit mehr als 2500kilometer länge über zentrale gebiete des damaligen superkontinents gondwana : es hatte damit ungefähr die ausmaße des himalajas und erstreckte sich vom heutigen westafrika ins nordöstliche brasilien - die beiden regionen waren damals noch in einer landmasse vereint. überreste dieses gebirges fanden carlos ganade de araujo von der universität sao paulo und seine kollegen an verschieden,"die tiefe kontinentale subduktion ( wgo ), auch tiefe kontinentale subduktion genannt, ist eine sehr tiefe kontinentale subduktionszone, bei der die tiefe kontinentale subduktion zwischen einem tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen,"
"wenn wir altern, ergrauen wir und unsere haut bekommt falten - wir können diesem prozess zusehen, ganz im gegensatz zum altern unseres gehirns, das sich durch geistigen abbau bemerkbar macht. mit hilfe der magnetresonanztomografie konnten nun jedoch wissenschaftler der stanford university auch einen blick auf unseren denkapparat werfen und zeigen, wie er sich mit fortschreitendem leben verändert. jason yeatman und co untersuchten dazu 24","der begriff multiple measurement modalities ( englisch multiple measurement modalities, r1 ) bezeichnet eine methode zur bestimmung der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl"
"dass die bakteriengemeinschaften, die auf und im menschlichen körper leben, eine ganz entscheidende rolle für unser wohlergehen spielen, ist lange bekannt. nun haben forscher nachgewiesen, dass ein häufiges bakterienmolekül auch die immunreaktion der lunge beeinflusst. in ihrer studie belegen die forscher um thomas clark vom imperial college in london, dass peptidoglycane, bestandteile bakterieller zellwände, die infektionsbekämpfung durch weiße","die commensal-bakterien ( engl. commensal microbiota ) sind eine gruppe von bakterien, die sich in der zellmembran des körpers befinden. sie gehören zu den wichtigsten bakterien."
"frauen sind quasselstrippen und männer sitzen daneben und hören ja meistens doch nicht zu – so besagt es zumindest ein weit verbreitetes rollenklischee. ob das weibliche geschlecht aber tatsächlich gesprächiger ist, haben nun forscher um david lazer von der northeastern university in boston untersucht. sie kommen zu dem schluss : nur manchmal. lazer und seine kollegen beobachteten männliche und weibliche versuchspersonen in zwei verschiedenen situationen. im ersten szenario",der begriff humane soziale interactions ( englisch human social interactions ) bezeichnet eine methode zur untersuchung der menschlichen beziehungen.
"der eigentlich tropische pilz cryptococcus gattii, der schwere infektionen der lunge auslöst und in nordamerika bereits mehrere menschen getötet hat, kann sich sehr gut an eigentlich ungeeignete klimatische gegebenheiten anpassen. ein team um david engelthaler vom translational genomics research institute in flagstaff zeigte anhand von genomanalysen verschiedener stämme des pilzes, dass der erreger tatsächlich ursprünglich aus dem tropischen südamerika stammt, und sich von dort aus",cryptococcus gattii ( kurz : cryptococcus gattii ) ist eine pflanzenart aus der gattung cryptococcus neoformans.
"rot am wasserhahn bedeutet heiß, blau dagegen kalt - so haben wir es gelernt. und so betrachten wir eigentlich auch objekte und farben : rot steht für wärme, blau für kühles. und doch scheint unser gehirn in der temperaturwahrnehmung bisweilen durcheinanderzukommen, wie eine studie von hsin - ni ho und seinen kollegen zeigt. der kommunikationsforscher der japanischen telegraph and telephone corporation ließ testteilnehmer in einer extrem dunklen kammer","der begriff wärmeanalyse ( englisch lowest warm temperature ) bezeichnet in der psychologie eine methode zur bestimmung der temperaturen in einem bestimmten raum. der begriff wärmeanalyse beschreibt, dass die temperaturen in einem bestimmten raum in einem bestimmten raum entstehen. der begriff wärmeanalyse beschreibt, dass die temperaturen in einem bestimmten raum entstehen. der begriff wärmeanalyse wird auch als wärmeanalyse bezeichnet. der begriff"
"die natur entwickelt viele strategien, um dem nachwuchs den besten start ins leben zu ermöglichen. eine eher makaber anmutende nestbauweise haben michael staab von der universität freiburg und kollegen in der provinz zhejiang in südostchina gefunden. die neu entdeckte ameisenmauerwespe ( deuteragenia ossarium ) lagert zum schutz ihrer larven ameisenkadaver am rand ihres nests ein. wie alle wegwespen nutzt auch die ameisenmauerwe","der begriff säugetiere ( hymenoptera ) bezeichnet in der biologie eine spezielle form der säugetiere, die sich mit der entwicklung von säugetiere befasst. die säugetiere werden auch als säugetiere bezeichnet. die säugetiere werden auch als säugetiere bezeichnet. die säugetiere werden auch als säugetiere bezeichnet. die säugetiere werden auch als säugetiere bezeichnet. die säugetiere werden auch als säugetiere bezeichnet."
"wir hören mit den ohren - doch die nötigen schallwellen nehmen wir auch mit unseren knochen auf und wahr. nun haben max - planck - forscher um tatjana tchumatchenko aus frankfurt entdeckt, dass schwingungen im knochen und im innenohr miteinander gekoppelt sind : sie können sich gegenseitig zur schwingung anregen. die entstehenden vibrationen nehmen wir dann über die so genannten basilarmembran im innenohr als ton wahr","die basilarmembran, auch basilarmembran genannt, ist ein begriff aus der physiologie und physiologie."
"ein fünftel aller kinder, die wegen wochenlangem husten einen arzt in großbritannien aufsuchen mussten, könnte keuchhusten haben - ohne dass dies richtig diagnostiziert wird. davor warnen kay wang von der university of oxford und seine kollegen. sie hatten bei 280kindern einen rachenabstrich vorgenommen, die wegen andauerndem husten zum arzt mussten : bei 20prozent wurden sie fündig und wiesen bordetella pertussis, das auslösende bakterium","der begriff pertussis ( auch : pertussis ) bezeichnet eine infektionskrankheit, bei der eine infektionskrankheit entsteht. der begriff pertussis stammt aus dem englischen sprachgebrauch, der sich mit einer infektionskrankheit befasst. der begriff pertussis stammt aus dem englischen sprachgebrauch."
"stellen sie sich einen 80kilogramm schweren menschen vor, der über 110kilogramm in wenigen millisekunden mit seiner zunge vom boden heben kann, mit diesen worten beschreibt der zoologe thomas kleinteich von der christian - albrechts - universität kiel die extremen kräfte die südamerikanische schmuckhornfrösche der gattung ceratophrys mit ihrer zunge entwickeln können. die amphibien können damit beute fangen und zu sich heranziehen, die schwerer ist als sie","eine taube ( auch taube ) ist eine spezielle form der taube. sie ist eine spezielle form der taube. taube entstehen in einer tiefe, tiefe, tiefe, tiefe, tiefe, tiefe, tiefe, tiefe, tiefe, tiefe, tiefe, tiefe, tiefe, tiefe, tiefe, tiefe,"
"arthur, bertha, cristobal, dolly, edouard, fay - so sollen die ersten sechs hurrikane heißen, die in der anstehenden wirbelsturmsaison durch den atlantik ziehen könnten. seit 1979 benennt das us - amerikanische national hurricane center die aufziehenden stürme abwechselnd mit männer - und frauennamen. doch diese praxis müssen die meteorologen eventuell noch einmal überdenken. denn hurrikane mit weiblichem titel werden offen","der begriff hurricane ( englisch hurricane ) bezeichnet in der meteorologie die wahrscheinlichkeit, dass die wahrscheinlichkeit eines wetters in einem bestimmten zeitraum zwischen einem bestimmten zeitraum, einem bestimmten zeitraum, einem bestimmten zeitraum, einem bestimmten zeitraum, einem bestimmten zeitraum, einem bestimmten zeitraum, einem bestimmten zeitraum, einem bestimmten zeitraum oder einem bestimmten zeitraum,"
"seit der sars - epidemie im jahr2003 kennen mediziner die coronaviren als unterschätzte krankheitserreger. gegen die viren, die gerade im nahen osten auch für das atemwegssyndrom ( mers ) verantwortlich sind, suchten mediziner bisher vergebens nach wirksamen gegenmitteln. ein internationales team um edward trybala von der schwedischen universität göteborg glaubt nun, einen schritt vorangekommen zu sein : sie entdeckten die antivirale chemi",k22 ( auch : k22 ) ist ein arzneistoff aus der gruppe der antiviralen verbindungen. k22 ist ein wirkstoff aus der gruppe der antiviralen verbindungen.
"jedes jahr müssen zahlreiche patienten mit erkrankungen der speiseröhre schwer wiegende operationen über sich ergehen lassen, bei denen ganze abschnitte des organs entfernt und mit darm - oder magengewebe des patienten ersetzt werden. doch der eingriff gilt als schwierig und risikoreich. in einem biotechnischen ansatz ist es wissenschaftlern des karolinska instituts in schweden nun gelungen, das speiseröhrengewebe von ratten zusammen mit stammzellen des ratten","das oesophagus oesophagus ( auch oesophagus oesophagus, oesophagus oesophagus, oesophagus oesophagus, oesophagus oesophagus, oesophagus oesophagus, oesophagus oesophagus, oesophagus oesophagus, oesophagus oesophagus, oesophagus oesophagus, oesophagus"
"die zahl der fische im ozean ist deutlich größer als bislang angenommen - zumindest wenn man bestimmte wassertiefen betrachtet. bis zu zehn milliarden tonnen an laternenfischen oder borstenmäulern - eine gruppe, die zu den so genannten großmundfischen gehört - leben demnach in wassertiefen zwischen 200 und 1000metern : zehnmal mehr, als bislang geschätzt wurden, so carlos duarte vom consejo superior de investigaciones científicas","die mesopelagische fischerei ( englisch mesopelagic fishes, englisch mesopelagic fishes, englisch mesopelagic fishes, englisch mesopelagic fishes, englisch mesopelagic fishes, englisch mesopelagic fishes, englisch mesopelagic fishes, englisch mesopelagic fishes ) ist eine forschungseinrichtung, die sich mit der entwicklung der ozeanographie und der entwicklung der ozeanographie beschäftigt."
"der neue vogelgrippeerreger h7n9 hat seit dem frühling dieses jahres in asien mehrere menschen getötet, bevor die behörden die ansteckungsgefahr vor allem durch rigorose kontrollen und die schließung von geflügelmärkten regional unter kontrolle gebracht haben. dennoch bleibt das virus eine bedrohung, meinen nun forscher um nicole bouvier von der icahn school of medicine in mount sinai : ihr team entdeckten einen gegen grippemittel - etwa den als imp","der begriff influenza-antivirus ( h7n9 ) bezeichnet eine infektionskrankheit, die durch einen influenza-virus ( influenza-antivirus ) eingesetzt wird. der begriff influenza-antivirus bezeichnet eine infektionskrankheit, bei der die influenza-antivirus ( influenza-antivirus ) entsteht. der begriff influenza-antivirus wird auch als influenza-antivirus bezeichnet. der begriff influenza-antivirus wird auch als influenza-antivirus bezeichnet."
"etwa ein drittel aller entenmuscheln im ostpazifik hat plastikteile im verdauungstrakt. das stellten miriam goldstein, vormals university of california in san diego und deb goodwin von der sea education association in woods hole bei untersuchungen an tieren aus dem subtropischen strömungswirbel zwischen dem nordamerikanischen festland und hawaii. anders als wirbeltiere können die sesshaften tiere die gefressenen plastikteile jedoch wieder ausscheiden, die dadurch in die tiefsee sinken.",der begriff mikroplastik ( englisch microplastic ) bezeichnet eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung für eine sammelbezeichnung
"welche bakterien sich in unserem mund tummeln, hängt unter anderem davon ab, was wir essen und wie häufig wir uns die zähne putzen. doch auch die gene spielen eine rolle, sagen forscher um purnima kumar von der ohio state university in columbus. ihr team hat die mundflora von 100probanden unterschiedlicher ethnischer abstammung - afroamerikaner, weiße, latinos und chinesen - untersucht. dabei stellte sich heraus, dass bei je","die orale mikrobiologie ( auch : orale mikrobiologie ) ist ein teilgebiet der mikrobiologie. sie beschäftigt sich mit der untersuchung der anzahl der mikroorganismen, deren anzahl, anzahl und anzahl der mikroorganismen, der anzahl der mikroorganismen, der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der a"
"die nulllinie im elektroenzephalogramm ( eeg ) steht für die so genannte hirnelektrische stille - den zustand, in dem jegliche kortikale aktivität erloschen ist. eine solche isoelektrische linie tritt normalerweise bei schwer komatösen patienten auf und ist häufig mit einem irreversiblen ausfall der hirnaktivität verbunden. wissenschaftler von der université de montreal in kanada haben nun bei katzen in sehr tiefem koma eeg - signale jenseits der","die elektroencephalogram ( engl. electroencephalogram, eeg ) ist ein begriff aus der neurophysiologie, der sich mit der entwicklung der hirn- und hirnentwicklung befasst."
"giftige und biologisch nicht abbaubare materialien sind ein zunehmendes problem in elektronischen geräten. dabei könnten rohstoffe aus der natur sie gelegentlich gut ersetzen - etwa spinnenseide, die flexibel und stabil zugleich ist. jetzt gelang forschern, spinnfäden durch die beschichtung von nanoröhrchen elektrisch leitfähig zu machen. damit könnten in zukunft schaltkreise und leiter gebaut werden, hoffen wissenschaftler vom national high magnetic field laboratory in talla","spider silk ( englisch spider silk, engl. spider silk ) ist ein elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches, elektrisches,"
"die malariamücke ( anopheles gambiae ) infiziert ihre menschlichen opfer überwiegend nachts mit ihren plasmodien, den gefährlichen krankheitserregern. laut aktueller forschung findet sie uns menschen nach sonnenuntergang am besten - denn ihr geruchssinn ist in der nacht empfindlicher für menschliche duftstoffe als tagsüber. das hat jetzt das forscherteam um giles duffield vom institute for global health der university of notre dame's eck",die gambiae odorantsensing ( engl. gambiae odorant sensing ) ist ein begriff aus der biologie und physiologie.
"frequenzen gehören zum präzisesten, was ingenieure heute messen können. und die zuverlässigsten signale, die natur und technik zu bieten haben, ist die elektromagnetische strahlung, die ein gebundenes elektron absorbiert oder emittiert, wenn es von einem energieniveau auf ein anderes springt. daher nutzen physiker diese schwingungen seit 1967 zur definition der zeit : demnach beträgt eine sekunde genau das 9192631770 - fache der periodendauer, der","der englische begriff opticalmicrowave clock ( si ) ist ein teilgebiet der physik. er besteht aus einer reihe von uhren, die sich mit einem elektrischen frequenzbereich befinden. der englische begriff opticalmicrowave clock ( olcs ) beschreibt, dass der begriff opticalmicrowave clock ( olcs ) in einer reihe von uhren verwendet wird. der englische begriff opticalmicrowave clock ( olcs )"
"wie bienen mit den unzähligen artgenossen kommunizieren, mit denen sie auf engstem raum zusammenleben, wird seit langem akribisch untersucht. die experimente eines forscherteams um lesley rodgers von der university of new england im australischen armidale zeigen nun, dass honigbienen bei ihren artgenossen sehr darauf achten, mit welcher antenne sie begrüßt werden. die wissenschaftler amputierten einzelnen individuen die jeweils rechte oder linke antenne und konfront","der begriff cognitive ability ( ra ) bezeichnet in der biologie die fähigkeit, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen, menschen,"
