reference,system
"basic english oder einfaches englisch ist eine von charles kay ogden geschaffene vereinfachte form der englischen sprache mit stark verkleinertem vokabular. die englischvariante wird manchmal auch als plansprache bezeichnet, da diese form des englischen einst als welthilfssprache dienen sollte. es ist nicht mit dem formal ähnlichen, jedoch für ein sehr spezielles anwendungsgebiet geschaffenen simplified english zu verwechseln. basic ist die abkürzung für british american scientific international commercial ( language ), wobei auch auf das","basic english ist eine von dem englischen sprachwissenschaftler john ogden entwickelte formale grammatik, die in den 1980er jahren eine erweiterung des englischsprachigens darstellte. dabei versuchte ogden, den begriff für einzelne wörter zu definieren, sodass eine leicht verständliche sprache entsteht. das basic english ist eine weiterentwicklung des basic english, d. h., es enthält keine grammatischen restriktionen und ist u. a. auf morphologische und lexikalische vergleiche beschränkt."
"randori ( japanisch 乱取り, wörtlich : das chaos nehmen ) ist eine übungsform des kampfes im budō, den japanischen kampfkünsten. sinngemäß steht dabei der übungskampf randori dem shiai − dem eigentlichen wettkampf − gegenüber. beim randori geht es nicht um gewinnen oder verlieren, sondern darum die zuvor erlernten techniken im fluss des kampfes anwenden zu lernen.","randori ( jap. 多人数掛け, dt. „ mehrere angriffe “ ) ist ein aus dem japanischen stammender begriff für eine kampftechnik, die in vielen kampfsportarten ( judo, karate, judo ) angewendet wird. die randori-lektion besteht in der regel aus vielen schritten, die ineinander umgewandelt werden können. häufig ist die randori auch im kampfsport akronym genannt. die randori-lektionen sind in vielen kampfsportarten wie judo"
"die manhattan bridge ist eine hängebrücke in new york city, die den east river überquert und die beiden stadtteile lower manhattan ( chinatown ) und brooklyn miteinander verbindet. die am 31. dezember 1909 eröffnete, aber erst einige monate später fertiggestellte brücke war nach der brooklyn bridge und der williamsburg bridge die letzte der drei über den east river gebauten hängebrücken. auf ihren zwei ebenen hat sie heute insgesamt vier gleise der new york city subway, sieben fa","die manhattan bridge ( ursprünglich new york city bridge ) ist eine hängebrücke über den lower east river in new york city. sie war die letzte der drei hängebrücken, die über den east river gebaut wurden. die brücke wurde im jahr 1908 eröffnet und war nach der brooklyn bridge und der williamsburg bridge die letzte der drei brücken, die über den lower east river gebaut wurden. die manhattan bridge kreuzt die vorstädte new york city und new york city. an der"
"über sinn und bedeutung ist ein 1892 erschienener aufsatz von gottlob frege. frege erläutert darin die grundbegriffe seiner sprachphilosophie. die abhandlung wurde auch in der linguistik, speziell in der semantik, rezipiert ( vgl. lyons 1980 ).","die sinntheorie des schiffs ist eine sprachphilosophische theorie, die neben den theorien des sinns zahlreiche weitere bedeutende arbeiten enthält."
"leon schidlowsky ( * 21. juli 1931 in santiago de chile ) ist ein chilenisch-israelischer komponist und maler. er schreibt werke für orchester, kammerensemble, chor und für einzelne instrumente. außerdem komponierte er ca. 65 musikalische werke mit graphischer notation. seine musikalischen werke wurden in verschiedenen ländern aufgeführt. durch verschiedene musikalische gruppierungen, solisten und orchester sowie dirigenten wurden seine werke bekannt. seine graphisch-musikalischen arbeiten wurden in verschiedenen aus",leon schidlowsky ( * 6. märz 1928 in santiago de chile ; † 21. august 2014 in chennai ) war ein chilenischer komponist und musikethnologe.
"die begriffe mikrobiom und mikrobiota ( griechisch μικρός mikrós ‚klein ‘, griechisch βίος bios ‚leben ‘ ) bezeichnen im weitesten sinn die gesamtheit aller mikroorganismen der erde ( biom ), welche die erdkruste, die gewässer und die erdatmosphäre besiedeln. im engeren sinn ist die gesamtheit aller den menschen oder andere lebewesen besiedelnden mikroorganismen gemeint.","mikrobiome ( altgriechisch mikrobis ‚leben ‘ ) sind die gesamtheit der mikroorganismen, die einen zelltyp bilden, in dem nicht mehr lebende zellen vorhanden sind. damit bilden sie die gegengruppe zum mikrobiom. die wissenschaft von der mikrobiologie befasst sich hauptsächlich mit dem phänomen, dass mikroorganismen wesentliche teile des organismus bilden. neben mikroorganismen, die krankheitserreger hervorrufen, werden auch solche, die gesundheitsschädlich für menschen sind"
"die aleph-funktion, benannt nach dem ersten buchstaben des hebräischen alphabets und auch als א { \displaystyle \aleph } geschrieben, ist eine in der mengenlehre, genauer in der theorie der kardinalzahlen, verwendete aufzählung aller unendlichen kardinalzahlen.","die liste der grundmengen einer menge heißt in der mathematik jede menge, die sich aus endlichen zahlen zusammensetzt, auch endliche submengen. die einheit ω { \displaystyle \omega }, die sich aus der ordnung ω { \displaystyle \omega } zusammensetzt, wird auch als ω { \displaystyle \omega } bezeichnet."
"der rote kamm ist ein einschlagkrater mittlerer größe in der namib im süden namibias innerhalb des tsau-ǁkhaeb- ( sperrgebiet ) -nationalparks ( ehemals diamantensperrgebiet ), in der region ǁkaras. der krater hat einen durchmesser von etwa 2,5 kilometer und ist etwa 130 meter tief, wobei er mit einer etwa 100 meter dicken sandschicht bedeckt ist. das alter des kraters wird auf etwa 3,7 ( ± 0,3 ) millionen jahre geschätzt ; seine en","der roter-kamm-krater ist ein einschlagkrater, der sich in der nähe des dorfes roter kamm in zentralafrika befindet. er wurde nach dem haupteinschlagkrater, dem roter-kamm-krater, benannt. seine entstehung ist durch die entwicklung von gneis und gneis-mineralen geprägt."
"die floriana lines sind eine befestigungsanlage auf malta. ihr bau wurde 1635 durch pietro paolo floriana unter der herrschaft des großmeisters antoine de paule begonnen und erst im 18. jahrhundert abgeschlossen. nach dem sieg über die osmanischen belagerer in der großen belagerung wurde ab 1566 auf der halbinsel scibereas die befestigte stadt valletta errichtet. auf drei seiten von wasser umgeben, wurde die stadt nach süden von der valetta land front abgeschlossen. südlich dieser",die valletta lines sind eine befestigungsanlage auf malta. sie bestehen aus den zwischen den marsamxett harbour und der stadt valletta im norden der insel malta.
"umgekehrte diskriminierung ( engl. reverse discrimination ) bezeichnet die diskriminierung von mitgliedern einer als bevorteilt erachteten zugunsten einer als benachteiligt erachteten gruppe. sie ist nicht mit der positiven diskriminierung zu verwechseln, bei der eine benachteiligt geltende gruppe bevorteilt wird.","gleichstellung, reverse discrimination oder umgangssprachlich gleichbehandlung ist eine form der gesellschaftlichen beschäftigung, die insbesondere in beschäftigungs- oder arbeitsteilungssystemen anwendung findet."
die biografieforschung ist in der soziologie und erziehungswissenschaft ein forschungsansatz der qualitativen sozialforschung. biografieforschung befasst sich mit der rekonstruktion von lebensverläufen und sinnkonstruktionen auf der basis biografischer erzählungen oder persönlicher dokumente. das textmaterial kann auch aus interviewprotokollen in schriftlicher form bestehen. diese protokolle werden nach bestimmten regeln ausgewertet und interpretiert.,"die biographische forschung ist ein sozialwissenschaftlicher ansatz, der sich mit der analyse des lebenslaufes beschäftigt, das heißt der beziehungen zwischen individuen und sozialen gruppen. der begriff geht auf vorträge von florian znaniecki und william thomas zurück, die die biographische methode eingeführt haben."
"alexei alexandrowitsch starobinski ( russisch алексей александрович старобинский, englische transkription starobinsky ; * 19. april 1948 in moskau ) ist ein russischer astrophysiker und kosmologe.","lew starobinski ( russisch лев самойлович староба статьи, englische transkription lew starobinsky ; * 19. märz 1950 in moskau ) ist ein russischer physiker."
"unter makroevolution versteht man evolutionäre großübergänge, die über artgrenzen hinaus stattfinden und zur entstehung neuer taxa wie gattungen, familien, ordnungen, klassen oder stämme führen. diese dokumentierten abstammungsprozesse haben auf der ebene komplex gebauter organismen oder aquatischer einzeller stattgefunden.","der begriff makroevolution ( von griechisch μικρός mikrós „ klein “ und lateinisch evolvere „ entwickeln “ ) wurde 1927 vom deutschen paläontologen yuri filipchenko geprägt. er beschreibt evolution, die sich über den zeitraum von millionen jahren bezieht, und fasst damit die entwicklung von lebewesen zusammen, die sich evolutiv nur innerhalb einer begrenzten größe ( population ) darstellen lässt. das wort ist von der evolutionstheorie abzugrenzen, die in der paläontologie"
"als cheftaste ( auch boss-key, when-the-boss-comes-by-key oder anti-boss-key genannt ) wird eine funktion ( meistens eine tastenkombination ) in einem computerprogramm bezeichnet, die verhindern soll, dass eine person, die neben dem monitor steht, erkennen kann, dass dieses programm ausgeführt wird. dazu wird das bildschirmbild des programms kurzzeitig durch ein anderes bild ( zum beispiel das bild einer tabellenkalkulation ) ersetzt, um den eindruck zu erwecken, dass an","der boss-schlüssel, auch ( engl. ) boss key, ist ein metapher aus dem bereich der computerspiel- und comicindustrie. es handelt sich um einen computer-schlüssel, der im gegensatz zu einem computer-manager nicht die arbeit verrichtet, sondern ausschließlich die tätigkeit ausführt."
"kamland ( kamioka liquid scintillator antineutrino detector ) ist ein japanisches neutrino-experiment in einem ehemaligen bergwerk nahe kamioka und gehört dort wie kamiokande und dessen nachfolger super-kamiokande zum kamioka-observatorium. es dient der beobachtung von elektronen-antineutrinos und besteht aus einem ballon mit szintillator-flüssigkeit von 13 m durchmesser, der von photomultipliern umgeben ist die detektion der antineutrinos erfolgt über ν ̄ e + p → e + +","der kamland-detektor, benannt nach dem dänischen physiker paul kamland, ist ein forschungsprojekt am university college of hawaii, auf dem neutrinos nachwirken sollen."
"die gemeinsame agrarpolitik ( gap ) ist ein politikbereich der europäischen union. sie gehört zu den ältesten und finanziell bedeutendsten politikfeldern der eu. die sechs gründungsmitglieder der europäischen gemeinschaften einigten sich mit unterzeichnung der römischen verträge 1957 auf die vergemeinschaftung der landwirtschaftspolitik, die 1962 in kraft trat. die gap unterstützte landwirte ursprünglich über preisgarantien. staatliche stellen kauften produkte, die für den garantierten preis ( interventionspreis ) nicht abgesetzt werden konnten, auf. in","die gemeinschaftliche agrarpolitik ( englisch common agricultural policy, cap ) ist eine formulierung der gemeinsamen agrarpolitik der mitgliedstaaten der europäischen union. diese beinhaltet fünf politische ziele. article 39.1 des traktats der arbeitsgruppe 22 des rates der europäischen kommission vom 3. bis 12. juli 1958 forderte eine integrierte agrarpolitik der mitgliedstaaten auf, da zuvor die gemeinschaftliche agrarpolitik der mitgliedstaaten zu den konventionellen agrarpolitik der eu nicht gehörte. article 42.1 des traktats forderte, dass die produktion"
"jimmy donal „ jimbo “ wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer internet-unternehmer, der vor allem als mitbegründer der online-enzyklopädie wikipedia bekannt wurde.","benjamin wales ( * 7. august 1966 in huntsville, alabama, usa ) ist ein us-amerikanischer finanzwissenschaftler und philosoph. er ist mitbegründer und präsident des online-kapitalkapitalrings."
der japanische hundszahn ( erythronium japonicum ) ist eine pflanzenart aus der familie der liliengewächse ( liliaceae ).,"die japanische katakuri-pflanze ( 片栗粉, „ katakuri-pulver “ ) ist eine pflanzenart aus der gattung der nachtschattengewächse ( 片栗 ) in der familie der nachtschattengewächse ( solanaceae ). sie galt 90 jahre als ausgestorben, bevor sie in japan erstbeschriet wurde."
"sterile-insekten-technik ( englisch sterile insect technology, sit ), auch autozidmethode oder selbstvernichtungsverfahren genannt, ist eine methode, um populationen von schadinsekten mittels einer großen anzahl steriler individuen zu dezimieren oder auszurotten. die künstlich produzierten und sterilisierten individuen werden im zielgebiet freigelassen, paaren sich mit fertilen weibchen und senken die wahrscheinlichkeit, dass erfolgreich nachkommen gezeugt werden. die wirkung ist, im gegensatz","die schraubenfliegen-epidemie ( engl. screw-worm eradication, sit ) ist ein in der landwirtschaft verwendetes verfahren, um schädlinge der schraubenfliegen ( engl. screw-worm ) zu domestikieren. es wird in der regel dazu verwendet, stechmücken vor der milchviehhaltung zu bekämpfen. mit einem besonderen anwendungsgebiet ist es die erntezeit von milchvieh. derzeit sind über 120 millionen schraubenfliegen infiziert,"
"als stridulation wird eine spezielle form der lauterzeugung durch reiben zweier gegeneinander beweglicher körperteile bezeichnet, die vor allem bei insekten und spinnen zu beobachten ist. sie dient der innerartlichen kommunikation. bei anderen klassen ist stridulation nur selten anzutreffen. unter den säugetieren verständigen sich beispielsweise die streifentenreks im unübersichtlichen urwald durch aneinanderreiben spezieller stacheln. unter den höheren krebsen ist bei der westatlantischen reitkrabbe ein aneinanderreiben der beine","die stridulierung ist eine synchrone oder akustische kommunikationsart von insekten und anderer arthropoden, die durch das reiben gemeinsamer körperteile ausgelöst wird. der ausdruck wird vor allem bei bestimmten tiergruppen wie den zicaden ( einzelläuse ) oder krebstieren ( einzelfalter ) benutzt. es gibt unterschiedliche arten der stridulierung."
"der hausbock ( hylotrupes bajulus, auch balkenbock oder großer holzwurm ) ist ein vertreter der bockkäfer ( cerambycidae ) der gattung hylotrupes. ( dieses wort ist zusammengesetzt aus ( gr. ) hyle → holz und einer latinisierten form von trypetes → bohr ( end ) er ; baiulus ( lat. ) ist ein träger. )",der wollbeutler ( hylotrupes bajulus ) ist eine käferart aus der familie der rüsselkäfer ( curculionidae ).
ein analogsignal ist im rahmen der signaltheorie eine form eines signals mit stufenlosem und unterbrechungsfreiem verlauf. ein analogsignal wird als glatte funktion beschrieben und es lässt sich damit beispielsweise der zeitlich kontinuierliche verlauf einer physikalischen größe wie der schalldruck in form eines analogen audiosignals beschreiben. der wertebereich eines analogsignals wird als dynamikumfang bezeichnet.,"als analogsignal bezeichnet man ein elektrisches signal, welches auf elektrischen oder elektronischen leitungen transportiert wird und auf grund seiner eigenschaften in form einer elektrischen spannung oder stromstärke als analoges signal bezeichnet wird. im gegensatz dazu bezeichnet digitalsignal ein elektrisches signal, welches lediglich eine quantisierungsgröße ( z. b. die größe der elektrischen stromstärke ) wiedergibt. die verarbeitung von analogen signalen und die umwandlung in digitale signale nennt man digitale verfahren. analogsignale werden unter anderem in der nachrichtentechnik"
"der begriff dataspace bzw. datenraum bezeichnet einen relativ jungen ansatz zur informationsintegration, mit dessen hilfe problematiken sowohl physischer als auch virtueller integrationsansätze gelöst werden sollen. um den erstellungsaufwand einer integrationsarchitektur gering zu halten, wird bei dataspaces keine feste zielstruktur vorab benötigt. stattdessen kommen existierende matching- und mapping-techniken zur anwendung, um daten unabhängig vom grad der integration in einem system zur verfügung zu stellen. der dezentrale ansatz von dataspaces","die partizipative datenerfassung oder datenerhebung im rahmen des datenerwerbs oder datenerhebungsmanagements ( pim ) umfasst alle methoden, software und dienstleistungen, die dazu dienen, einen zentralen datenbestand zu erstellen, zu verwalten und zu effizient zu verwalten. dabei sind im gegensatz zu anderen datenmanagement-verfahren die anforderungen des pim-konsortiums an die dienste, die von pim ausgeführt werden, nicht auf die eigenschaften der einzelnen datenerhebungswerkzeuge"
"der dichtblättrige schwärz-täubling ( russula densifolia ) ist ein ungenießbarer pilz familie der täublingsverwandten ( russulaceae ). der festfleischige, mittelgroße täubling hat dichtstehende lamellen und ist im alter gräulich- oder bräunlich-schwarz gefärbt. das fleisch färbt sich beim anschneiden erst rötlich und dann grau-schwärzlich.",der rotbraune oder spitzkegelige brittleitling ( russula densifolia ) ist ein pilz aus der familie der täublingsverwandten ( russulaceae ).
"beim retinalen arterienverschluss kommt es zum verschluss der zentralarterie der netzhaut ( arteria centralis retinae ) des auges. es folgt ein sauerstoffmangel der netzhaut. symptom ist die plötzliche schmerzlose erblindung auf einem auge ca. 30 sekunden nach dem verschlussereignis. ursache für den verschluss ist ein eingeschwemmtes blutgerinnsel ( embolie ), das meistens aus einer halsarterie stammt oder im rahmen von herzrhythmusstörungen","als amaurosis fugax ( von lat. : amaurosis „ klein “ ) wird in der medizin ein plötzliches einseitiges sehen in einem auge bezeichnet, das aufgrund einer atherosklerotischen erkrankung der herzkammern auftritt. die ursache dieses effekts ist nicht geklärt. es handelt sich üblicherweise um eine folge einerblutung der netzhaut ( arteria carotis interna und arteria ophthalmica ), beispielsweise durch einen venösen befall der netzhautgefäße,"
"die misox-schwankung ( im anglo-amerikanischen raum 8.2 kiloyear event genannt ) war eine scharf abgegrenzte, relativ kurzfristige klimaveränderung rund 8200 jahre before present. der name leitet sich vom tal misox in den schweizer alpen ab, in dessen ablagerungen sie im jahre 1960 vom schweizer botaniker heinrich zoller ( 1923–2009 ) erstmals nachgewiesen wurde. im zuge der misox-schwankung kam es im mesolithischen mittel-, nord- und","als schmelzwasserpuls wird in der klimaforschung ein impuls des globalen förderbandes bezeichnet, der um 8175 v. chr. mit einer höhe von durchschnittlich 2,7 °c begann und auf ca. 8200 v. chr. veranschlagt wird. nach einem durchschnitt von ca. 300 jahren angesetzten temperaturschwankungspunkt erreichte der tiefste wassergehalt in den letzten 500 jahren ( ca. 2,7 °c ). die nachfolger des schmelzwasserpulses waren die agassiz-flu"
"unter testautomatisierung ( auch testautomation ) ist die automatisierung von aktivitäten im test zu verstehen, sowohl beim softwaretest als auch beim automatisierten test von hardware, dem hardwaretest.","testautomatisierung ist ein sammelbegriff für verschiedene tätigkeiten, die der automatisierung von software dienen. als testautomatisierung wird die überwachung von softwareaufbau und -umsetzung ( z. b. entwicklung von grafischen benutzeroberflächen ) bezeichnet, sowie die überwachung von hard- und software ( z. b. von webanwendungen ) bezeichnet."
"die schule birklehof ist ein reformpädagogisches internat und gymnasium mit ganzheitlichem schulkonzept in hinterzarten, südschwarzwald. der birklehof gehört der round square conference an, einem internationalen zusammenschluss von internatsschulen mit gemeinsamer zielsetzung. diese schulen unternehmen zusammen internationale soziale projekte und pflegen schüleraustausch quer über alle kontinente. außerdem ist der birklehof mitglied in der internate vereinigung sowie im schulverbund blick über den zaun. die schule","die birklehof-schule in der breitnauer gemeinde altstadt ist eine schullandschaft im 7. wiener gemeindebezirk, der produzentenschule."
"die hilbert-transformation ist in der funktionalanalysis, einem teilgebiet der mathematik, eine lineare integraltransformation. sie ist nach david hilbert benannt, welcher sie anfang des 20. jahrhunderts bei arbeiten am riemann-hilbert-problem für holomorphe funktionen formulierte. sie wird im bereich der fourier-transformation und der fourieranalyse angewendet. weitere anwendungsgebiete liegen im bereich der signalverarbeitung, bei der sie dazu dient, aus einem reellen signal ein analy","die hilbert-transformation, auch hilbert-thalton-transformation oder chambert-transformation, ist eine lineare transformation, die in der analytischen mathematik durch die hilbert-transformation eines signals u { \displaystyle u } beschrieben wird. durch sie ist die auf die fourier-transformation aufbauende chambert-transformation vollständig integrierbar. die chambert-transformation bildet damit das hilbert-integral."
"ein operator ist eine mathematische vorschrift ( ein kalkül ), durch die man aus mathematischen objekten neue objekte bilden kann. er kann eine standardisierte funktion oder eine vorschrift über funktionen sein. anwendung finden die operatoren bei rechenoperationen, also bei manuellen oder bei maschinellen berechnungen.","lineare operatoren werden in der mathematik im rahmen der linearen algebra untersucht. es handelt sich um lineare abbildungen zwischen endlichdimensionalen vektorräumen über einem körper k { \displaystyle k } und einer zahl e { \displaystyle e }, die u { \displaystyle u } durch eine matrix repräsentiert ist."
"der barker-code ist ein in der nachrichtentechnik verwendeter binärcode mit minimaler autokorrelation, welcher im bereich der synchronisation und radartechnik verwendung findet. er wurde 1953 von r. h. barker entwickelt.","barker-codes ( nach dem britischen mathematiker und physiker harold richard barker ) sind leitungscodes, die im bereich der digitalen signalverarbeitung zur komprimierung von frequenzen, wie z. b. im pulskompressionsradar, verwendet werden. sie wurden 1978 von edward a. hartley entwickelt. barker-codes haben eine maximale autokorrelationslänge von 1 r { \displaystyle 1^ { r } }, deren länge in der klasse 0 { \displaystyle 0"
"meloxicam ist ein arzneistoff, genauer ein nichtsteroidales antirheumatikum ( nsar, nsaid ) aus der gruppe der oxicame. es ist ein hellgelbes, in wasser nahezu unlösliches pulver.","meloxicam ( auch : meloxicam ) ist ein arzneistoff aus der gruppe der nichtsteroidalen antirheumatika, der zur behandlung von verlaufsstörungen des magen- und zwölffingerdarmes, der bauchspeicheldrüse sowie von magen- und zwölffingerdarmgeschwüren eingesetzt wird."
"sir peter l. knight, frs, ( * 12. august 1947 in bedford, bedfordshire ) ist ein britischer theoretischer physiker, der sich mit quantenoptik, atomphysik und quanteninformatik beschäftigt. knight wurde an der sussex university promoviert und war als post-doktorand 1972 bis 1974 bei joseph h. eberly an der university of rochester und am slac. 1976 war er an der johns hopkins university und danach am royal holloway college der universität london und ab","sir peter knight ( * 18. juni 1952 in london ) ist ein britischer physiker, der sich mit quantenoptik beschäftigt. knight studierte an der universität sussex, wo er 1976 promoviert wurde. 1978 wurde er fellow der royal holloway university und 1976 bis 1978 war er jubilee research fellow am royal holloway college london. danach ging er zu den fakultäten der university of york university, wo er 1978 bis 1983 lecturer und 1983 reader war. von 1979 bis 1988 war er reader am imperial college london,"
"das sonnensystem umfasst die sonne, die sie umkreisenden planeten und deren natürliche satelliten, die zwergplaneten und andere kleinkörper wie kometen, asteroiden und meteoroiden sowie die gesamtheit aller gas- und staubteilchen, die durch die anziehungskraft der sonne an diese gebunden sind. zum sonnensystem gehört auch die erde.",das sonnensystem ist ein system von sternen und planeten einschließlich der erde. die äußere hülle dieses systems wird als sonnennebel bezeichnet.
"einer theorie nach kann die normalisierte google-distanz ( engl. normalized google distance, kurz ngd ) als statistische größe für die semantische nähe zweier begriffe oder semantischer konzepte dienen. sie wird über die anzahl der treffer ermittelt, die für zwei in die suchmaschine google eingegebene begriffe gefunden werden, sprich die anzahl der dokumente, welche beide begriffe enthalten. die ngd liegt normalerweise zwischen 0 und 1, je geringer sie ist, desto enger hängen","der normalisierte google-abstand ( englisch normalized google distance ) ist eine maßzahl, die von der google corporation verwendet wird, um die wahrscheinlichkeit einer eingabe eines wortes beim durchlaufen eines suchprozesses zu beschreiben. sie gibt an, wie die menge an suchbegriffen, die beim durchlaufen eines suchprozesses von google verarbeitet werden, summiert wird. der normalisierte google-abstand entspricht der anzahl der bäume, die auf einer seite des prozesses gespeichert werden. auf einer se"
"carolina michaëlis de vasconcelos ( * 15. märz 1851 als karoline michaelis in berlin ; † 18. november 1925 in porto ) war eine deutsche und portugiesische romanistin, sie wird zu den gelehrtesten philologen der hispanistik und lusitanistik gezählt. karoline michaelis war mit dem portugiesischen historiker sowie kunst- und musikschriftsteller joaquim antónio da fonseca de vasconcelos verheiratet.",carolina michaelis de vasconcelos ( * 19. august 1843 in berlin ; † 1925 in porto ) war eine deutsche mathematikerin und portugiesische schriftstellerin. sie wird als mitbegründerin der portugiesischen literaturwissenschaft bezeichnet.
