reference,system
"basic english oder einfaches englisch ist eine von charles kay ogden geschaffene vereinfachte form der englischen sprache mit stark verkleinertem vokabular. die englischvariante wird manchmal auch als plansprache bezeichnet, da diese form des englischen einst als welthilfssprache dienen sollte. es ist nicht mit dem formal ähnlichen, jedoch für ein sehr spezielles anwendungsgebiet geschaffenen simplified english zu verwechseln. basic ist die abkürzung für british american scientific international commercial ( language ), wobei auch auf das","basic english ist die englische plansprache, die im basic english vocabulary ( btb ) aufbaut. es ist eine der einfachsten plansprachen, die derzeit für weite teile der englischen sprachgemeinschaft verwendet wird."
"randori ( japanisch 乱取り, wörtlich : das chaos nehmen ) ist eine übungsform des kampfes im budō, den japanischen kampfkünsten. sinngemäß steht dabei der übungskampf randori dem shiai − dem eigentlichen wettkampf − gegenüber. beim randori geht es nicht um gewinnen oder verlieren, sondern darum die zuvor erlernten techniken im fluss des kampfes anwenden zu lernen.","ein randori ( jap. 多人数掛け ) ist eine form der kampfführung, bei der mehrere angriffe auf den körper von kampfsportlern ausgeführt werden. der begriff geht auf den japanischen kampfkünstler jigo kano zurück, der in einer speech in den 1932er jahren den judo-wettkämpfen von los angeles beschrieb. er bezeichnete das gerät, das sowohl in der judo-praxis als auch in der aikido-bewegung verwendet wird. randori gehört zu den grund"
"die manhattan bridge ist eine hängebrücke in new york city, die den east river überquert und die beiden stadtteile lower manhattan ( chinatown ) und brooklyn miteinander verbindet. die am 31. dezember 1909 eröffnete, aber erst einige monate später fertiggestellte brücke war nach der brooklyn bridge und der williamsburg bridge die letzte der drei über den east river gebauten hängebrücken. auf ihren zwei ebenen hat sie heute insgesamt vier gleise der new york city subway, sieben fa","die manhattan bridge ( ursprünglich new york city bridge ) ist eine hängebrücke über den east river in new york city, die die lower east side von new york auf long island verbindet. sie ist die letzte der suspensionbridges, die der lower east river nach der brooklyn and williamsburg bridge abzweigt. die brücke wurde am 31. dezember 1909 eröffnet. sie ist eine der größten hängebrücken der welt. zwischen der manhattan bridge am westlichen ufer und der brooklyn"
"über sinn und bedeutung ist ein 1892 erschienener aufsatz von gottlob frege. frege erläutert darin die grundbegriffe seiner sprachphilosophie. die abhandlung wurde auch in der linguistik, speziell in der semantik, rezipiert ( vgl. lyons 1980 ).",die begriffstheorie der bedeutung beschreibt die bedeutung der äußerung durch den sprecher. dabei gibt es unterschiedliche fassungen der begriffstheorie. die eine im mittelalter entstandene begriffstheorie des bedeutungsgehalts ist die moderne begriffstheorie.
"leon schidlowsky ( * 21. juli 1931 in santiago de chile ) ist ein chilenisch-israelischer komponist und maler. er schreibt werke für orchester, kammerensemble, chor und für einzelne instrumente. außerdem komponierte er ca. 65 musikalische werke mit graphischer notation. seine musikalischen werke wurden in verschiedenen ländern aufgeführt. durch verschiedene musikalische gruppierungen, solisten und orchester sowie dirigenten wurden seine werke bekannt. seine graphisch-musikalischen arbeiten wurden in verschiedenen aus","pablo neruda ( * 4. april 1937 in toledo, chile ; † 15. juli 1985 in manchester ) war ein chilenisch-us-amerikanischer komponist."
"die begriffe mikrobiom und mikrobiota ( griechisch μικρός mikrós ‚klein ‘, griechisch βίος bios ‚leben ‘ ) bezeichnen im weitesten sinn die gesamtheit aller mikroorganismen der erde ( biom ), welche die erdkruste, die gewässer und die erdatmosphäre besiedeln. im engeren sinn ist die gesamtheit aller den menschen oder andere lebewesen besiedelnden mikroorganismen gemeint.","mikrobiome bezeichnen die gesamtheit der mikroorganismen, die als lebende mikroorganismen bezeichnet werden. es handelt sich um ein komplexes system, das die wechselwirkungen der mikroorganismen mit dem organismus untersucht. aufgrund der großen bedeutung der mikroorganismen für den menschen hat die wissenschaft, die mikroorganismen als lebende mikroorganismen zu klassifizieren und zu ihrer analyse zu nutzen. die wissenschaft, die sich mit der analyse von mikroorganismen beschäftigt, ist die mikrobiologie."
"die aleph-funktion, benannt nach dem ersten buchstaben des hebräischen alphabets und auch als א { \displaystyle \aleph } geschrieben, ist eine in der mengenlehre, genauer in der theorie der kardinalzahlen, verwendete aufzählung aller unendlichen kardinalzahlen.",in der mathematik ist die kardinalität ( auch querschnittszahl oder aleph-zahl ) eine zahl der form { \displaystyle { \tilde } } ( x ) = 10 { \displaystyle { \mathcal { x } } = { \frac { 10 } } { \displaystyle { \tilde { x } } }. sie ist eine bijektive menge natürlicher zahlen und eine verallgemeinerung der { \displaystyle { \mathcal { x } } } -zahl. jedes element der menge
"der rote kamm ist ein einschlagkrater mittlerer größe in der namib im süden namibias innerhalb des tsau-ǁkhaeb- ( sperrgebiet ) -nationalparks ( ehemals diamantensperrgebiet ), in der region ǁkaras. der krater hat einen durchmesser von etwa 2,5 kilometer und ist etwa 130 meter tief, wobei er mit einer etwa 100 meter dicken sandschicht bedeckt ist. das alter des kraters wird auf etwa 3,7 ( ± 0,3 ) millionen jahre geschätzt ; seine en",der roter-kamm-krater ist ein stark erodierter einschlagkrater in der nordafrikanischen provinz westkap.
"die floriana lines sind eine befestigungsanlage auf malta. ihr bau wurde 1635 durch pietro paolo floriana unter der herrschaft des großmeisters antoine de paule begonnen und erst im 18. jahrhundert abgeschlossen. nach dem sieg über die osmanischen belagerer in der großen belagerung wurde ab 1566 auf der halbinsel scibereas die befestigte stadt valletta errichtet. auf drei seiten von wasser umgeben, wurde die stadt nach süden von der valetta land front abgeschlossen. südlich dieser",die bucht von valletta ist eine hauptstadt der gleichnamigen französischen region im süden maltes. sie liegt in der provinz valletta in der region pays de la loire. die stadt wurde am 28. märz 1566 gegründet und hat heute eine fläche von 2.222 km2. von ihr gibt es eine reihe von befestigungsanlagen.
"umgekehrte diskriminierung ( engl. reverse discrimination ) bezeichnet die diskriminierung von mitgliedern einer als bevorteilt erachteten zugunsten einer als benachteiligt erachteten gruppe. sie ist nicht mit der positiven diskriminierung zu verwechseln, bei der eine benachteiligt geltende gruppe bevorteilt wird.","unter einer gleichstellungs diskriminierung versteht man eine benachteiligung oder eine gleichstellungs­situation, bei der benachteiligte aufgrund ihrer religion, geschlechtsidentität, sexueller orientierung oder eigenen ansichten zu einer anderen person oder gruppe benachteiligt werden. voraussetzung für eine gleichstellungs diskriminierung ist es, dass die angehörigen einer gruppe von der benachteiligten person oder gruppe selbst eine gleichstellung eingehen. es kann sich dabei um eine altersdiskriminierung, eine sexuelle oder psychische diskriminierung handeln, oder um"
die biografieforschung ist in der soziologie und erziehungswissenschaft ein forschungsansatz der qualitativen sozialforschung. biografieforschung befasst sich mit der rekonstruktion von lebensverläufen und sinnkonstruktionen auf der basis biografischer erzählungen oder persönlicher dokumente. das textmaterial kann auch aus interviewprotokollen in schriftlicher form bestehen. diese protokolle werden nach bestimmten regeln ausgewertet und interpretiert.,"die biographische methode ist ein forschungsansatz in der soziologie, der einen aspekt der empirischen erfahrung und des sozialen kontextes sucht. es handelt sich dabei um einen versuch, gesellschaftliche phänomene in form von beobachtungen und erfahrungen einer person darzustellen, um sozialwissenschaftliche wirkungen zu erschließen und zu entfalten. der begriff biographische methode wurde von gabriele rosenthal in die biografie adaptiert und benannt."
"alexei alexandrowitsch starobinski ( russisch алексей александрович старобинский, englische transkription starobinsky ; * 19. april 1948 in moskau ) ist ein russischer astrophysiker und kosmologe.","anatoli alexandrowitsch starobinski ( russisch анатолий алексеевич староbinский, englische transkription anatoly alexanderotovich starobinsky ; * 1948 in moskau ) ist ein russischer theoretischer physiker."
"unter makroevolution versteht man evolutionäre großübergänge, die über artgrenzen hinaus stattfinden und zur entstehung neuer taxa wie gattungen, familien, ordnungen, klassen oder stämme führen. diese dokumentierten abstammungsprozesse haben auf der ebene komplex gebauter organismen oder aquatischer einzeller stattgefunden.","makroevolution ( von altgriechischμακρός makros „ groß “, „ komplex “, „ von kleinen änderungen bedingt “ ) bezeichnet die folge von änderungen der biodiversität über sehr lange zeiträume. die veränderungen können drastisch und diskontinuierlich sein. in der wissenschaftlichen erforschung wird unterschieden zwischen mikroevolution, bei der es um gezielte änderungen der biodiversität geht, und der makroevolution, bei der es um komplexe veränderungen der struktur des organismus geht"
"als cheftaste ( auch boss-key, when-the-boss-comes-by-key oder anti-boss-key genannt ) wird eine funktion ( meistens eine tastenkombination ) in einem computerprogramm bezeichnet, die verhindern soll, dass eine person, die neben dem monitor steht, erkennen kann, dass dieses programm ausgeführt wird. dazu wird das bildschirmbild des programms kurzzeitig durch ein anderes bild ( zum beispiel das bild einer tabellenkalkulation ) ersetzt, um den eindruck zu erwecken, dass an","der boss-schlüssel ( engl. boss key ) ist eine funktion eines personal computers, die es dem benutzer erlaubt, sich für das verhalten eines anderen zu entscheiden. der boss-schlüssel findet sich in der unterstützung eines arbeitsraums. in pc-betriebssystemen gibt es eine vielzahl von betriebssystemen, wie windows, linux und macos."
"kamland ( kamioka liquid scintillator antineutrino detector ) ist ein japanisches neutrino-experiment in einem ehemaligen bergwerk nahe kamioka und gehört dort wie kamiokande und dessen nachfolger super-kamiokande zum kamioka-observatorium. es dient der beobachtung von elektronen-antineutrinos und besteht aus einem ballon mit szintillator-flüssigkeit von 13 m durchmesser, der von photomultipliern umgeben ist die detektion der antineutrinos erfolgt über ν ̄ e + p → e + +","das kamland-zen ist ein experiment für die beobachtung des neutrinos. es ist ein deutsch-amerikanisches forschungsprojekt, in dem mit hilfe des kamland-zerfalls bei der beobachtung von künstlichen neutrinos experimentell nachgewiesen werden. das experiment kamland-zen in zusammenarbeit mit dem forschungszentrum pico-lon in bereichen deutschland und österreich entwickelt wurde. die arbeit am forschungszentrum pico-lon begann im jahr 2008 und wurde im jahr 2010 eingestellt. das forschungs"
"die gemeinsame agrarpolitik ( gap ) ist ein politikbereich der europäischen union. sie gehört zu den ältesten und finanziell bedeutendsten politikfeldern der eu. die sechs gründungsmitglieder der europäischen gemeinschaften einigten sich mit unterzeichnung der römischen verträge 1957 auf die vergemeinschaftung der landwirtschaftspolitik, die 1962 in kraft trat. die gap unterstützte landwirte ursprünglich über preisgarantien. staatliche stellen kauften produkte, die für den garantierten preis ( interventionspreis ) nicht abgesetzt werden konnten, auf. in","die subsidie for the land acquisition ( cap ) bezeichnet eine eu-weite förderung des landwirtschaftsbetriebs, die auf initiative der europäischen kommission für landwirtschaft ( eeg ) umgesetzt wird. diese soll die landwirtschaft, die die haushaltsgrundlage der nahrungsmittelproduktion bildet, stärken und schärfen des ländlichen bereichs, indem sie subsidien für die landwirtschaft oder die tierhaltung aufwendet. der mechanismus wurde 1968 vom französischen wirtschaftsminister sicco mansholt verabschiedet."
"jimmy donal „ jimbo “ wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer internet-unternehmer, der vor allem als mitbegründer der online-enzyklopädie wikipedia bekannt wurde.","eric wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer unternehmer und wiki-entwickler. er ist gründer und vorstandsvorsitzender des world economic forum."
der japanische hundszahn ( erythronium japonicum ) ist eine pflanzenart aus der familie der liliengewächse ( liliaceae ).,"der 片栗粉 ( erythronium japonicum ), auch 片栗 o-mori, ist eine pflanzenart aus der gattung der 片栗en ( erythronium ) in der familie der hülsenfrüchtler ( fabaceae )."
"sterile-insekten-technik ( englisch sterile insect technology, sit ), auch autozidmethode oder selbstvernichtungsverfahren genannt, ist eine methode, um populationen von schadinsekten mittels einer großen anzahl steriler individuen zu dezimieren oder auszurotten. die künstlich produzierten und sterilisierten individuen werden im zielgebiet freigelassen, paaren sich mit fertilen weibchen und senken die wahrscheinlichkeit, dass erfolgreich nachkommen gezeugt werden. die wirkung ist, im gegensatz","die sterile-insekten-technik ( sit, engl. sterile insect technology ) ist eine methode zur abtötung von schlauchwürmern. sit ist die abkürzung für sterile insect ( engl. sterile insect )."
"als stridulation wird eine spezielle form der lauterzeugung durch reiben zweier gegeneinander beweglicher körperteile bezeichnet, die vor allem bei insekten und spinnen zu beobachten ist. sie dient der innerartlichen kommunikation. bei anderen klassen ist stridulation nur selten anzutreffen. unter den säugetieren verständigen sich beispielsweise die streifentenreks im unübersichtlichen urwald durch aneinanderreiben spezieller stacheln. unter den höheren krebsen ist bei der westatlantischen reitkrabbe ein aneinanderreiben der beine","als stridulation ( lat. „ streifung “ ), auch schwingung oder stridulation bezeichnet man die bewegung eines oder mehrerer gliedmaßen, die bei verschiedenen tierarten als kommunikationsform genutzt wird. die dabei wahrgenommene bewegung ist charakteristisch für die linse, die bei verschiedenen tierarten unterschiedlich ausgeprägt ist und ein teil des körpers ist. die bewegungen der einzelnen gliedmaßen sind unterschiedlich ; die evolutionäre ursache für die unterschiedlichen tierarten liegt in den unterschiedlichen schwingungsre"
"der hausbock ( hylotrupes bajulus, auch balkenbock oder großer holzwurm ) ist ein vertreter der bockkäfer ( cerambycidae ) der gattung hylotrupes. ( dieses wort ist zusammengesetzt aus ( gr. ) hyle → holz und einer latinisierten form von trypetes → bohr ( end ) er ; baiulus ( lat. ) ist ein träger. )",hylotrupes bajulus ist ein schmetterling ( nachtfalter ) aus der familie der eulenfalter ( noctuidae ).
ein analogsignal ist im rahmen der signaltheorie eine form eines signals mit stufenlosem und unterbrechungsfreiem verlauf. ein analogsignal wird als glatte funktion beschrieben und es lässt sich damit beispielsweise der zeitlich kontinuierliche verlauf einer physikalischen größe wie der schalldruck in form eines analogen audiosignals beschreiben. der wertebereich eines analogsignals wird als dynamikumfang bezeichnet.,"ein analogsignal ( auch tonsignal ) ist ein elektrisches signal, das in einem medium empfangen, aufgezeichnet, verarbeitet und wiedergegeben wird, wobei es sich stets um ein anderes medium handelt. die bezeichnung analogsignal leitet sich von der tontechnik und der signalverarbeitung ab. in der digitalen signalverarbeitung wird dagegen der begriff verwendet, um auszudrücken, dass das signal zwar von einem sender an einen empfänger übermittelt wird, jedoch nicht zu jedem zeitpunkt, in dem der empfänger die information wahrnimmt. digitale signale sind"
"der begriff dataspace bzw. datenraum bezeichnet einen relativ jungen ansatz zur informationsintegration, mit dessen hilfe problematiken sowohl physischer als auch virtueller integrationsansätze gelöst werden sollen. um den erstellungsaufwand einer integrationsarchitektur gering zu halten, wird bei dataspaces keine feste zielstruktur vorab benötigt. stattdessen kommen existierende matching- und mapping-techniken zur anwendung, um daten unabhängig vom grad der integration in einem system zur verfügung zu stellen. der dezentrale ansatz von dataspaces","der begriff dataspace oder data-space-management ( pim ) bezeichnet ein it-basiertes konzept, welches einen möglichst vollständigen zugriff auf daten aus mehreren, in der regel heterogenen quellen ermöglicht. der begriff ist dem englischen sprachraum entlehnt, wo der begriff data space management ( pim ) entspricht."
"der dichtblättrige schwärz-täubling ( russula densifolia ) ist ein ungenießbarer pilz familie der täublingsverwandten ( russulaceae ). der festfleischige, mittelgroße täubling hat dichtstehende lamellen und ist im alter gräulich- oder bräunlich-schwarz gefärbt. das fleisch färbt sich beim anschneiden erst rötlich und dann grau-schwärzlich.",der redlockige wulstling ( russula densifolia ) ist ein giftpilz aus der gattung der wulstlingsverwandten ( russula ).
"beim retinalen arterienverschluss kommt es zum verschluss der zentralarterie der netzhaut ( arteria centralis retinae ) des auges. es folgt ein sauerstoffmangel der netzhaut. symptom ist die plötzliche schmerzlose erblindung auf einem auge ca. 30 sekunden nach dem verschlussereignis. ursache für den verschluss ist ein eingeschwemmtes blutgerinnsel ( embolie ), das meistens aus einer halsarterie stammt oder im rahmen von herzrhythmusstörungen","die amaurosis fugax, benannt nach dem französischen augenarzt amaurosis fugax, ist ein akut auftretender kopfschmerzen, der als weitgehendes funktionsstörungsbild auch heute noch nachweisbar ist."
"die misox-schwankung ( im anglo-amerikanischen raum 8.2 kiloyear event genannt ) war eine scharf abgegrenzte, relativ kurzfristige klimaveränderung rund 8200 jahre before present. der name leitet sich vom tal misox in den schweizer alpen ab, in dessen ablagerungen sie im jahre 1960 vom schweizer botaniker heinrich zoller ( 1923–2009 ) erstmals nachgewiesen wurde. im zuge der misox-schwankung kam es im mesolithischen mittel-, nord- und","das 8.2-kilojahr-ereignis ( auch als misox-oszillation bezeichnet ) war ein periodisch auftretender extremer ereignisse im nordatlantik vor ungefähr 8.2-kilo jahren, mit einer durchschnittlichen meerestiefe von rund 100 metern. die darüber stehende tiefe erwärmt den nordatlantischen ozeanean und führte zur globalen erwärmung. ursache war vermutlich eine kollision zwischen dem end des holozäns und der kälterückfalles in der milchstraße."
"unter testautomatisierung ( auch testautomation ) ist die automatisierung von aktivitäten im test zu verstehen, sowohl beim softwaretest als auch beim automatisierten test von hardware, dem hardwaretest.","ein test automation framework ist eine sammlung von test-automationen. sie ermöglichen die automatisierung der entwicklung von software-systemen und werden oft in entwicklungsumgebungen eingesetzt. test-automation-frameworks umfassen sowohl die klassische entwicklungsumgebung ( entwicklungsumgebung ), die schnittstelle ( schnittstelle ) sowie die gesamtheit der test-umgebungen. wie bei der software-erstellung soll ein test automatisiert arbeiten. test-automation-frameworks umfassen sowohl die klassische entwicklungsumgebung ("
"die schule birklehof ist ein reformpädagogisches internat und gymnasium mit ganzheitlichem schulkonzept in hinterzarten, südschwarzwald. der birklehof gehört der round square conference an, einem internationalen zusammenschluss von internatsschulen mit gemeinsamer zielsetzung. diese schulen unternehmen zusammen internationale soziale projekte und pflegen schüleraustausch quer über alle kontinente. außerdem ist der birklehof mitglied in der internate vereinigung sowie im schulverbund blick über den zaun. die schule",die birklehofschule ist eine 1932 gegründete schule im ortsteil hinterzarten der stadt zürich.
"die hilbert-transformation ist in der funktionalanalysis, einem teilgebiet der mathematik, eine lineare integraltransformation. sie ist nach david hilbert benannt, welcher sie anfang des 20. jahrhunderts bei arbeiten am riemann-hilbert-problem für holomorphe funktionen formulierte. sie wird im bereich der fourier-transformation und der fourieranalyse angewendet. weitere anwendungsgebiete liegen im bereich der signalverarbeitung, bei der sie dazu dient, aus einem reellen signal ein analy","die hilbert-transformation ist eine mathematische struktur, die in der digitalen signalverarbeitung eine wichtige rolle spielt. sie stellt eine verallgemeinerung der diskreten hilbert-transformation dar."
"ein operator ist eine mathematische vorschrift ( ein kalkül ), durch die man aus mathematischen objekten neue objekte bilden kann. er kann eine standardisierte funktion oder eine vorschrift über funktionen sein. anwendung finden die operatoren bei rechenoperationen, also bei manuellen oder bei maschinellen berechnungen.","als operatoren bezeichnet man in der linearen algebra, einem teilgebiet der mathematik, lineare abbildungen, die einem vektorfeld zugeordnet werden. dazu gehören etwa die abkehrfunktion, die speicherfunktion oder die multiplikation. in der quantenmechanik sind die operatoren morphismen zwischen verschiedenen vektorräumen."
"der barker-code ist ein in der nachrichtentechnik verwendeter binärcode mit minimaler autokorrelation, welcher im bereich der synchronisation und radartechnik verwendung findet. er wurde 1953 von r. h. barker entwickelt.","ein barker-code ist eine nach dem britischen physiker john william henry barker benannte serie von sechs identischen koeffizienten, die in der telekommunikation und radiotechnik verwendet werden. sie wurden 1957 durch william henry barker eingeführt."
"meloxicam ist ein arzneistoff, genauer ein nichtsteroidales antirheumatikum ( nsar, nsaid ) aus der gruppe der oxicame. es ist ein hellgelbes, in wasser nahezu unlösliches pulver.","meloxicam ist ein arzneistoff aus der gruppe der nichtsteroidalen antirheumatika ( nsar ), der zur behandlung akuter und chronischer schmerzen im magen-darm-trakt und in der leber eingesetzt wird."
"sir peter l. knight, frs, ( * 12. august 1947 in bedford, bedfordshire ) ist ein britischer theoretischer physiker, der sich mit quantenoptik, atomphysik und quanteninformatik beschäftigt. knight wurde an der sussex university promoviert und war als post-doktorand 1972 bis 1974 bei joseph h. eberly an der university of rochester und am slac. 1976 war er an der johns hopkins university und danach am royal holloway college der universität london und ab","sir peter edward knight ( * 18. juni 1944 ) ist ein britischer physiker, der sich mit quantenoptik befasst."
"das sonnensystem umfasst die sonne, die sie umkreisenden planeten und deren natürliche satelliten, die zwergplaneten und andere kleinkörper wie kometen, asteroiden und meteoroiden sowie die gesamtheit aller gas- und staubteilchen, die durch die anziehungskraft der sonne an diese gebunden sind. zum sonnensystem gehört auch die erde.","das sonnensystem ist eine hypothetische, ein hypothetisches system von planeten, die im rahmen der entstehung der sonne entstanden sind. viele astronomen haben angenommen, dass es sich um einen planeten handelt, der größer als die sonne ist. in der folgezeit ist die zahl der planeten gestiegen, so dass es sich um mehrere tausende kugelsternhaufen handelt."
"einer theorie nach kann die normalisierte google-distanz ( engl. normalized google distance, kurz ngd ) als statistische größe für die semantische nähe zweier begriffe oder semantischer konzepte dienen. sie wird über die anzahl der treffer ermittelt, die für zwei in die suchmaschine google eingegebene begriffe gefunden werden, sprich die anzahl der dokumente, welche beide begriffe enthalten. die ngd liegt normalerweise zwischen 0 und 1, je geringer sie ist, desto enger hängen","das world wide web and domain control experiment ( ngd ) ist eine methode, um die ähnlichkeit der begriffe google und wordnet zu bestimmen. sie wurde im september 2014 von google ins leben gerufen, nachdem das unternehmen google seit januar 2014 solche verfahren unabhängig von google in kalifornien entwickelt hat."
"carolina michaëlis de vasconcelos ( * 15. märz 1851 als karoline michaelis in berlin ; † 18. november 1925 in porto ) war eine deutsche und portugiesische romanistin, sie wird zu den gelehrtesten philologen der hispanistik und lusitanistik gezählt. karoline michaelis war mit dem portugiesischen historiker sowie kunst- und musikschriftsteller joaquim antónio da fonseca de vasconcelos verheiratet.",josé michaelis de vasconcelos ( * 12. august 1853 in berlin ; † 20. november 1925 in porto ) war eine portugiesische schriftstellerin und sprachforscherin. sie gilt als die begründerin der portugiesischen sprache.
