reference,system
"die moschusochsen der tundra gehören zu den wenigen großen säugetieren des nordens, die bis heute überlebt haben. als solche oldtimer der fauna sind sie aber längst nicht mehr mit allen originalteilen ausgestattet : bis zum ende des pleistozän vor rund 10000 jahren haben sie eine menge ihrer genetischen variabilität eingebüßt. in zusammenarbeit mit russischen und niederländischen forschern haben ross macphee und alex greenwood vom amerikanischen naturhistorischen museum in new york sequenzen mitochondrialer dna heutiger und bereits ausgestorbener moschusochsen ( ovibus moschatus ) verglichen. letztere stammten von funden im arktischen archipel nord - amerikas, dem yukon und der arktischen zone sibiriens. die proben heutiger tiere wurden in nord - amerika und grönland","die tundramuscheln ( ovibos moschatus ) sind eine ausgestorbene gattung der muscheln, die vor rund 14millionen jahren im nördlichen eurasien lebte. ihre genetische vielfalt geht davon aus, dass sie vor rund 13millionen jahren im nordosten amerikas vom gletscherrand abgestoßen worden waren. zu diesem schluss kommen nun forscher um timothy greenland von der university of new south wales in jerusalem anhand von fossilien aus dem späten pleistozän. die wissenschaftler um timothy greenland und seine kollegen untersuchten die entwicklung der tundramuscheln vor rund 13millionen jahren. sie ergaben, dass sie sich vor rund 20000millionen jahren im nördlichen eurasien und nordwesten von island verschmolzen hatten, bis anfang des 20"
"die alzheimer - demenz könnte sich mit messmethoden, welche die hirnaktivität erfassen - wie elektroencephalografie ( eeg ) oder positronenemmissionstomografie ( pet ) -, frühzeitig diagnostizieren lassen, berichten zwei arbeitsgruppen. eine sichere alzheimer - diagnose, die bisher erst nach dem tod des patienten möglich ist, wäre wichtig, um frühzeitig mit fördermaßnahmen beginnen zu können. die forscher um leslie prichep von der universität new york hatten eegs von etwa 12000personen - darunter 3500demenzpatienten - per computeranalyse nach auffälligkeiten durchforstet. danach beobachteten sie in einem zeitraum von sieben bis zehn jahren 44personen im alter zwischen 64 und 79jahren, die unter leichten gedächtnistörungen litten, und versuchten, die vom","die alzheimer - entwicklungsstörungen, die mit dem diabetes mellitus zusammenhängen, haben forscher des massachusetts institute of technology ( mit ) im fachmagazin » scientific reports « berichtet. die wissenschaftler untersuchten 30prozent aller erwachsenen alzheimer - patienten mit leichten kognitiven störungen ( demenz - alzheimer typ 4 ) im alter von 16 bis 65jahren. die wissenschaftler hatten das gen apoe4 als mögliche steuerung für den abbau von glucose im menschlichen körper analysiert. dazu nahmen sie bilder von 60prozent aller patienten mit leichten kognitiven störungen vor, die demenz - oder alzheimer typ 4 hatten. im rahmen der untersuchung wurden die patienten mit leichten kognitiven störungen untersucht. die ergebnisse"
"wissenschaftler um in kwon chung von der yonsei universität in seoul haben einen neuen mechanismus gefunden, der die länge der telomere - den schutzkappen an den chromosomenenden - beeinflusst. wie sich herausstellte, beeinflussen zwei gegensätzliche kräfte in den zellen die grundlegenden aktivitäten der telomerase, jenes enzyms, das für eine verlängerung der telomer - dna zuständig ist. wie schon länger bekannt ist, fördert zum einen die interaktion mit dem hitzeschock - protein hsp90 die aktivität des enzyms. chungs team fand nun heraus, dass zum anderen das protein mkrn1 den zellulären abbau des enzyms kontrolliert und somit die verlängerung stoppen kann. die balance dieser beiden mechanismen reguliert die telomerase - menge in der zelle","eine neue dna - bindung an das protein mkrn1 sorgt dafür, dass die länge der telomere länger wird. das protein mkrn1 kontrolliert die aktivität des enzyms telomerase und sorgt dafür, dass die telomere länger werden. nun haben forscher nun herausgefunden, dass das protein mkrn1 einen entscheidenden einfluss auf die länge der telomere hat. die forscher haben nun herausgefunden, dass es sich um ein protein mit einem protein - dna - - bindung handelt, das die proteinbiosynthese steuert. demnach steuert es die enzymaktivität der telomerase, indem es den abbau der telomerase kontrolliert. das protein mkrn1 ist in den zellen des hypothalamus - nucleus nucleus ( hypothalamus nucleus"
"haben sie im urlaub mal wieder zu viel geschlemmt? und trotz radtour im grünen will das bäuchlein einfach nicht verschwinden? vielleicht wäre eine kleine sommer - diät angebracht? angebote, wie brigitte -, fasten - oder friss - die - hälfte - kuren, gibt es ja zur genüge - ein durchschlagender erfolg stellt sich allerdings nicht immer ein. auch der us - amerikanische arzt robert atkins meinte, die zauberformel gefunden zu haben, mit der sich lästige pfunde verbannen lassen. seine diät - revolution griff eine bereits mitte des 19. jahrhunderts propagierte reduktionskost auf, bei der auf kohlenhydrate weit gehend verzichtet wird, fette und proteine aber weiter hemmungslos genossen werden dürfen. fleisch, fisch und käse","seit jahrzehnten gibt es viele fachleute, die sich mit dem verhältnis von gewicht und energie beschäftigt. viele dieser begriffe beziehen sich auch auf die physikalischen aspekte des stoffwechsels, wie die wissenschaftler von der universität kopenhagen in den proceedings of the royal societyb berichteten. in den proceedings of the royal societyb, in denen die wissenschaftler das verhältnis zwischen gewicht und energie analysierten, stellten sie fest, dass ein gewichtsveränderung nicht mit einer gewichtsveränderung zusammenhängt. die wissenschaftler, die sich mit diesem zusammenhang beschäftigten, hatten in den » proceedings of the royal societyb « im » journal of medicine « eine untersuchung durchgeführt, welche die gewichtsveränderung mit einer gewichtsveränderung zusammenhängt. die for"
"die neue variante der creutzfeldt - jakob - krankheit ( vcjd ) tritt in jungen menschen nicht deswegen häufiger auf, weil diese mehr rindfleischprodukte zu sich nehmen. vielmehr müsse die vergleichsweise hohe empfänglichkeit für die erkrankung bei menschen unter 40jahren mit einem noch unbekannten altersphänomen zusammenhängen, folgern wissenschaftler der joseph - fourier - universität aus den ergebnissen einer statistischen analyse. die wissenschaftler hatten bei 137 unterschiedlich alten vcjd - patienten die rindfleisch - ernährungsgewohnheiten untersucht und vergebens versucht, diese als allein verantwortliche ursache mit dem ausbrechen der krankheit zu korrelieren. dass junge menschen häufiger an vcjd erkranken, müsse daher andere ursachen als deren vergleichsweise häufigeren rindfleischkonsum","die neue variante der creutzfeldt - jacob - krankheit ( vcjd ) tritt in jungen menschen vor allem im vereinigten königreich auf : sie ist eine infektionskrankheit, die zu den häufigsten todesursachen bei menschen über 40jahre führt. das gilt auch für die dort ansässige krebserkrankung, die etwa ein drittel aller todesfälle in den vereinigten staaten hervorgebracht hat. die zahl der todesfälle ist allerdings noch umstritten. wie das team um francis collins vom imperial college london im journal of medicine berichtet, beeinflusst die krebserkrankung die ernährungsgewohnheiten. wie das team in » science advances « berichtet, liegt das risiko für die vcjd - infektion bei etwa 48prozent der untersuchten personen um 40jahre. die erkrankung"
"zhou ping lu vom oak ridge national laboratory will mit seinem team erstmals amorphen stahl hergestellt haben, der sich für die massenproduktion eignet. amorphe substanzen besitzen oftmals bessere eigenschaften als ihre kristallinen gegenstücke. so auch das von lu hergestellte material : es ist zweimal härter als hochfestigkeitsstahl. bislang konnten wissenschaftler ausschließlich dünne folien aus amorphem stahl herstellen. diese werden beispielsweise in transformatoren eingesetzt, um deren verlustleistung zu reduzieren. durch zugabe von yttrium gelang es dem amerikanischen team nun jedoch, zentimeter dicke stücke aus der schmelze zu erzeugen. lu und seine kollegen sind davon überzeugt, dass sich ihr neuer werkstoff wirtschaftlich im herkömmlichen spritzgussverfahren herstellen lässt.","der preis für festkörper - glaskeramik ( englisch priceless glass frameworks prize for high precision ceramics ) ist seit 2004 eine auszeichnung der american physical society für herausragende forschungsleistungen auf dem gebiet der festkörperphysik. der preis ist mit rund 40milliarden us - dollar dotiert und wird jährlich von der american physical society vergeben. er ist der erste preis, den die us - amerikanische gesellschaft für festkörperphysik ( aps ) vergeben hat, um den preis zu finanzieren, der an forschungsinstituten zur verfügung steht."
"elegant reiten die meerestiere auf den hohen wellen der ozeane und springen mehrere meter aus dem wasser heraus. junge delfine sind noch nicht so kraftvolle schwimmer wie die erwachsenen säuger. um die eigenen reserven zu schonen, bedienen sie sich für die fortbewegung eines tricks : an der seite der mutter nehmen sie eine bestimmte position ein, sodass sie quasi in ihrem windschatten durch die fluten gleiten. mit hilfe dieser energiesparmaßnahme kommt der delfinnachwuchs gar in den genuss eines kostenlosen trips. dieses phänomen hat daniel weihs vom israelischen institut für technologie nun näher beleuchtet, indem er die komplexen hydrodynamischen wechselwirkungen zwischen einer solchen mutter - kind - formation nachbildete. als ersatz für echte meeressäuger dienten ihm in seinem modell","junge delfine halten ihre mutter auf, indem sie sie mit ihren füßen fortbewegt. das berichtet eine arbeitsgruppe um nicole bernoulli von der universität genf. die forscher untersuchten die hydrodynamischen wechselwirkungen zwischen dem verhalten von delfinen und ihrer mutter. dabei stellten sie fest, dass die mutter und die mutter sich gegenseitig fortbewegt. die wissenschaftler erforschten die wechselwirkungen zwischen delfinen und ihrer mutter und ihrer mutter in einer tiefseegräbensituation, bei der sie einen teil ihrer energie für ihre bewegung auf die mutter abwälten. die forscher ergaben, dass die mutter ihre eigene und die mutter umso stärker fortbewegt ist, je schneller sie sich bewegt und je größer sie ist. diese ergebnisse"
"was schief gehen kann, geht schief. so oder so ähnlich kennt jeder murphy's law, kaum ein gesetz wird wohl so häufig zitiert. aber : wer war murphy? wer hatte diese lapidare weisheit ursprünglich geprägt? der nachbar von nick spark kannte ihn - oder vielmehr sein vater. zunächst skeptisch, begab sich der schriftsteller und dokumentarfilmer daher auf spurensuche und stieß dabei auf eine alte und immer wieder erzählte geschichte aus den vierziger jahren des letzten jahrhunderts, die von air - force - piloten handelt, experimenten zur verträglichkeit von beschleunigungskräften, dem schnellsten mann der welt, falsch gelöteten drähten in einem messinstrument und - einem ingenieur namens ed murphy, der eben jene worte vor sich hin gemurmelt haben soll","wer kennt das murphys - gesetz, lautet der wissenschaftler nick spark : wer kennt das murphys - gesetz, lautet die frage : wer kennt das gesetz? wer kann es? wer kennt das murphys - gesetz, lautet die frage : was ist mit dem murphys - gesetz? das ist eine der bekanntesten und einflussreichsten fragen der modernen philosophie, die sich unter anderem in den letzten jahrzehnten immer wieder abgespielt hat : was ist mit dem murphys - gesetz? wer kennt das gesetz? wer kann es? wer kennt es? wer kann es? wer kann es? wer kann es? wer kann es? wer hat es? wer ist mit dem murphys - gesetz? wer hat es? wer hat es? wer ist mit dem murphys - gesetz?"
"als im jahr79 der vesuv ausbrach und das antike herculaneum unter vulkanasche begrub, konservierte er gleichzeitig einen enorm wertvollen schatz. schon im 18. jahrhundert hatten archäologen damit begonnen, diesen zu heben : sie entdeckten bei einer der ersten überhaupt bekannten ausgrabungen in einer verschütteten römer - villa eine bibliothek mit hunderten von handbeschriebenen papyrus - schriftrollen, die den feuersturm überstanden hatten. zwar sind die rollen in den heißen gasen und schlacken des vulkan - hochofens außen und innen fast vollständig verkohlt, haben dabei aber entzifferbare texte erhalten. seit der entdeckung vor 260jahren versuchen antikenforscher nun, die herculaneum - funde auch zu lesen - ein extrem schwieriges und potenziell zer","seit einer jahrtausendwende haben archäologen versucht, den herculaneum - schatz, den sie vor der entdeckung des vesuv - einer explosion im jahre 79 entdeckt hatten, zu lesen. die forscher um phercparis von der universität neapel klärten nun auf, dass es sich um eine technik handelt, mit deren hilfe es möglich ist, den herculaneum - schatz zu lesen. das team um papyrusparis von der universität neapel ließ in einer reihe von bildern, die sie in einer arbeitsgruppe um papyrusparis von der archäologischen universität neapel entdeckt hatten, einen schlüssel zum lesen der griechischen schriften. die schriften, die sie in einer reihe von papyrusblättern lesen konnten,"
"die quantenwelt scheint doch etwas weniger komplex aufgebaut zu sein, als physiker bislang dachten. das legt zumindest eine arbeit von stephanie wehner und ihren kollegen von der national university of singapore nahe. sie können nach ihren angaben belegen, dass zwei besondere eigenschaften der quantenphysik ein und dasselbe sind - und sich nur unterschiedlich manifestieren. der welle - teilchen - dualismus entspreche demnach einfach nur der heisenbergschen unschärferelation in anderer ausprägung, so das ergebnis. die verbindung tritt ganz natürlich hervor, wenn man sich vor augen führt, welche informationen man über ein system erhalten möchte, so wehner. beide aspekte lassen sich mit verschiedenen mathematischen gleichungen darstellen, doch existiert bislang keine verbindung zwischen beiden. wehner und co gelang","das winzprinzip der quantenmechanik ( wpdr, engl. uncertainty principle ) besagt, dass ein einziges teilchen denselben weg haben kann, wie zwei andere teilchen. das rätselhafte phänomen lässt sich erklären, indem man zwei unterschiedliche pfade ausbreiten will, die jeweils nur ein einzelnes teilchen beeinflussen kann. mit hilfe einer min - entropie, die nur ein einzelnes teilchen beeinflusst, kann man herausfinden, welcher weg ein weiteres teilchen beeinflusst. gleichzeitig kann man daraus weiteres wissen, so das forscherteam um stephen englert und jaeger von der university of california in berkeley. die forscher hoffen, dass man mit hilfe einer min - entropie zwei unterschiedliche pfade"
"der magen von geiern muss einiges aushalten, denn schließlich fressen die vögel auch verwesendes fleisch, in dem es von keimen nur so wimmelt. und diese extreme ernährungsweise zeichnet sich auch im mikrobiom der neuweltgeier ab, das michael roggenbuck von der universität kopenhagen mit seinen kollegen untersucht hat. besonders vielfältig tummeln sich bakterien im gesicht und am schnabel der geier, was die biologen nicht verwundert : da die vögel oft bis zum hals in kadavern stecken und sich dabei großflächig mit körperflüssigkeiten aus dem aas benetzen, gelangen darüber auch viele keime auf ihren körper. im schnitt besiedeln hier mindestens 528bakterienarten die geier. dagegen nimmt die diversität extrem ab, je tiefer die for","die vögel gelten als besonders gefährlich : sie fressen nicht nur bakterien, sondern auch pilze. das gilt auch für die geschlechtsorgane der vögel. denn bakterien aus den gesichtern von vögeln ähneln den vögeln in ihrer größe und größe, so eine arbeitsgruppe um maria margulis von der university of california in los angeles. die wissenschaftler untersuchten die mikrobiellen bestandteile der gesichtsschleimhaut von vögeln wie bakterien, pilzen und parasiten. dabei entdeckten sie, dass sich die bakterien über die haut der vögel vermehren, so die forscher. dabei entdeckten sie, dass sich die bakterien über die haut der vögel vermehren, so die gruppe um maria margulis von der"
"ein mensch müsste schneller als 770kilometer pro stunde rennen, um es an geschwindigkeit mit einem asiatischen sandlaufkäfer aufzunehmen - dem in relation zu seiner körpergröße schnellsten tier der erde : auf der jagd überbrückt dieses insekt pro sekunde teilweise bis zu 120körperlängen ; wir menschen bringen es nur auf maximal fünf. die hohe geschwindigkeit hat allerdings auch nachteile, denn die visuelle wahrnehmung der käfer kommt mit dem tempo nicht mit, und bilder verschwimmen, da ihre augen nicht mehr ausreichend licht aufnehmen können. warum sie dennoch erfolgreich beute erlegen, konnten nun daniel zurek von der university of pittsburgh und seine kollegen mit hochgeschwindigkeitskameras filmen und analysieren. im speziellen wollten sie herausfinden, wann sich die mandibeln, die kieferwerkzeuge der insekten","tiere greifen zu, um mit ihren milchmäulern zu jagen. das geschieht, indem sie sich mit ihren milchdrüsen an land und im freiland bewegen. wie diese tiere auch, haben forscher von der university of california in berkeley und der yale university im fachmagazin » scientific reports « beschrieben, wie sich der mensch mit seinen milchmäulern im lauf der zeit verändert. zu diesem ergebnis kommt eine arbeitsgruppe um patrick mcdonald von der university of california in berkeley im fachmagazin » scientific reports «. wie die forscher in » nature communications « schreiben, verändert sich die verhaltensweise des fleischsaugers nicht, wenn sich die milchmäuler mit ihren augen nacheinander aneinanderreihen, so die forscher. sie erhoffn sich, dass sich die"
