reference,system
"basic english oder einfaches englisch ist eine von charles kay ogden geschaffene vereinfachte form der englischen sprache mit stark verkleinertem vokabular. die englischvariante wird manchmal auch als plansprache bezeichnet, da diese form des englischen einst als welthilfssprache dienen sollte. es ist nicht mit dem formal ähnlichen, jedoch für ein sehr spezielles anwendungsgebiet geschaffenen simplified english zu verwechseln. basic ist die abkürzung für british american scientific international commercial ( language ), wobei auch auf das englische wort basic angespielt wird, welches grundlegend bedeutet.",basic english oder einfaches englisch ist eine von charles w. gden geschaffene vereinfachte form der englischen sprache.
"randori ( japanisch 乱取り, wörtlich : das chaos nehmen ) ist eine übungsform des kampfes im budō, den japanischen kampfkünsten. sinngemäß steht dabei der übungskampf randori dem shiai − dem eigentlichen wettkampf − gegenüber. beim randori geht es nicht um gewinnen oder verlieren, sondern darum die zuvor erlernten techniken im fluss des kampfes anwenden zu lernen.","randori ( jap. ラドン, randō ) ist eine übungsform des kampfes im aikidō, dem ältesten japanischen kampfkünstlertum."
"die manhattan bridge ist eine hängebrücke in new york city, die den east river überquert und die beiden stadtteile lower manhattan ( chinatown ) und brooklyn miteinander verbindet. die am 31. dezember 1909 eröffnete, aber erst einige monate später fertiggestellte brücke war nach der brooklyn bridge und der williamsburg bridge die letzte der drei über den east river gebauten hängebrücken. auf ihren zwei ebenen hat sie heute insgesamt vier gleise der new york city subway, sieben fahrstreifen für den kfz-verkehr sowie einen fuß- und einen radweg.","die manhattan bridge ist eine hängebrücke in new york city, die den east river überquert und die beiden stadtteile brooklyn und williamsburg miteinander verbindet. die brücke hat heute sechs fahrstreifen für den kfz-verkehr sowie zwei fußgänger- und einen radverkehr. sie ist die letzte der drei über den east river gebauten hängebrücken, die unterhalb der brooklyn and williamsburg bridge in new york city stationiert sind. die brücke hat heute sechs fahrstreifen für den kfz-verkehr sowie zwei fußgänger- und einen radweg."
"über sinn und bedeutung ist ein 1892 erschienener aufsatz von gottlob frege. frege erläutert darin die grundbegriffe seiner sprachphilosophie. die abhandlung wurde auch in der linguistik, speziell in der semantik, rezipiert ( vgl. lyons 1980 ).","über sinn und bedeutung ist ein buch des deutschen schriftstellers gottlob frege. frege veröffentlichte darin den begriff „ sinn “, den er in den 1950er jahren für die bedeutung sprachlicher ausdrücke verwendete."
"leon schidlowsky ( * 21. juli 1931 in santiago de chile ) ist ein chilenisch-israelischer komponist und maler. er schreibt werke für orchester, kammerensemble, chor und für einzelne instrumente. außerdem komponierte er ca. 65 musikalische werke mit graphischer notation. seine musikalischen werke wurden in verschiedenen ländern aufgeführt. durch verschiedene musikalische gruppierungen, solisten und orchester sowie dirigenten wurden seine werke bekannt. seine graphisch-musikalischen arbeiten wurden in verschiedenen ausstellungen, die mit konzerten verbunden waren, präsentiert.",leonhard figuero ( * 20. juli 1931 in mexiko-stadt ) ist ein mexikanischer komponist und musikethnologe. er zählt zu den bedeutendsten spanischen komponisten des 20. jahrhunderts.
"die begriffe mikrobiom und mikrobiota ( griechisch μικρός mikrós ‚klein ‘, griechisch βίος bios ‚leben ‘ ) bezeichnen im weitesten sinn die gesamtheit aller mikroorganismen der erde ( biom ), welche die erdkruste, die gewässer und die erdatmosphäre besiedeln. im engeren sinn ist die gesamtheit aller den menschen oder andere lebewesen besiedelnden mikroorganismen gemeint.","die begriffe mikrobiom und mikrobiota ( griechisch μικρός mikrós ‚klein ‘, griechisch βίος bios ‚leben ‘ ) bezeichnen im weitesten sinn die gesamtheit aller mikroorganismen einer zelle oder eines lebewesens. im engeren sinn ist die gesamtheit aller mikroorganismen gemeint, die die erde besiedeln."
"die aleph-funktion, benannt nach dem ersten buchstaben des hebräischen alphabets und auch als א { \displaystyle \aleph } geschrieben, ist eine in der mengenlehre, genauer in der theorie der kardinalzahlen, verwendete aufzählung aller unendlichen kardinalzahlen.","die aleph-funktion, benannt nach dem ersten buchstaben des hebräischen alphabets und auch als aleph-null bezeichnet, ist eine in der mengenlehre, genauer in der theorie der kardinalzahlen, verwendete aufzählung aller unendlichen kardinalzahlen."
"der rote kamm ist ein einschlagkrater mittlerer größe in der namib im süden namibias innerhalb des tsau-ǁkhaeb- ( sperrgebiet ) -nationalparks ( ehemals diamantensperrgebiet ), in der region ǁkaras. der krater hat einen durchmesser von etwa 2,5 kilometer und ist etwa 130 meter tief, wobei er mit einer etwa 100 meter dicken sandschicht bedeckt ist. das alter des kraters wird auf etwa 3,7 ( ± 0,3 ) millionen jahre geschätzt ; seine entstehung fällt somit ins pliozän. seine brekzie ist nur am kraterrand zu finden.",der roter kamm ist ein einschlagkrater in der südafrikanischen provinz mendoza.
"die floriana lines sind eine befestigungsanlage auf malta. ihr bau wurde 1635 durch pietro paolo floriana unter der herrschaft des großmeisters antoine de paule begonnen und erst im 18. jahrhundert abgeschlossen. nach dem sieg über die osmanischen belagerer in der großen belagerung wurde ab 1566 auf der halbinsel scibereas die befestigte stadt valletta errichtet. auf drei seiten von wasser umgeben, wurde die stadt nach süden von der valetta land front abgeschlossen. südlich dieser befestigung entstand ab 1724 die stadt floriana. sie wurde nach dem italienischen festungsbaumeister pietro paolo floriani benannt, der für die konstruktion und den bau der befestigungen verantwortlich zeichnete. die floriana lines schützten die land- und seeseiten der","die floriana ist eine befestigungsanlage auf malta. sie liegt in der stadt valletta, der region sciberras auf der insel sciberras."
"umgekehrte diskriminierung ( engl. reverse discrimination ) bezeichnet die diskriminierung von mitgliedern einer als bevorteilt erachteten zugunsten einer als benachteiligt erachteten gruppe. sie ist nicht mit der positiven diskriminierung zu verwechseln, bei der eine benachteiligt geltende gruppe bevorteilt wird.",rückwärts diskriminierung ( engl. reverse discrimination ) bezeichnet die diskriminierung von mitgliedern einer als benachteiligt erachteten gruppe.
die biografieforschung ist in der soziologie und erziehungswissenschaft ein forschungsansatz der qualitativen sozialforschung. biografieforschung befasst sich mit der rekonstruktion von lebensverläufen und sinnkonstruktionen auf der basis biografischer erzählungen oder persönlicher dokumente. das textmaterial kann auch aus interviewprotokollen in schriftlicher form bestehen. diese protokolle werden nach bestimmten regeln ausgewertet und interpretiert.,"die biografieforschung, auch narrative biografieforschung, ist eine forschungsdisziplin der empirischen sozialforschung, die sich mit der rekonstruktion menschlicher lebenserfahrungen befasst. das forschungsgegenstande ist die rekonstruktion von persönlichen und biografischen ereignissen, sowie die analyse der handlungsmuster, die das soziale handeln von individuen bestimmen. im gegensatz zur biografischen psychologie befasst sich die biografieforschung mit der rekonstruktion von ereignissen, die auf der handlungsanalyse beruhen."
"alexei alexandrowitsch starobinski ( russisch алексей александрович старобинский, englische transkription starobinsky ; * 19. april 1948 in moskau ) ist ein russischer astrophysiker und kosmologe.","alexei alexandrowitsch starobinski ( russisch алексей александрович старобинский, englische transkription starobinsky ; * 19. mai 1948 in moskau ) ist ein russischer astrophysiker und kosmologe."
"unter makroevolution versteht man evolutionäre großübergänge, die über artgrenzen hinaus stattfinden und zur entstehung neuer taxa wie gattungen, familien, ordnungen, klassen oder stämme führen. diese dokumentierten abstammungsprozesse haben auf der ebene komplex gebauter organismen oder aquatischer einzeller stattgefunden.","unter makroevolution versteht man evolutionäre abstammungsprozesse, die über sehr lange zeiträume auftreten. diese abstammungsprozesse können innerhalb von generationen stattfinden."
"als cheftaste ( auch boss-key, when-the-boss-comes-by-key oder anti-boss-key genannt ) wird eine funktion ( meistens eine tastenkombination ) in einem computerprogramm bezeichnet, die verhindern soll, dass eine person, die neben dem monitor steht, erkennen kann, dass dieses programm ausgeführt wird. dazu wird das bildschirmbild des programms kurzzeitig durch ein anderes bild ( zum beispiel das bild einer tabellenkalkulation ) ersetzt, um den eindruck zu erwecken, dass an dem pc gerade gearbeitet wird. sobald die entsprechende person ihre blicke wieder vom bildschirm abwendet, kann durch einen weiteren befehl ( etwa eine weitere tastenkombination ) das ursprüngliche bild wiederhergestellt werden und das programm weiterbenutzt werden. diese funktion wird meistens von personen verwendet, die während","als befehl ( engl. boss key ) wird in der programmierung ein interaktives programm bezeichnet, das dem benutzer erlaubt, sich an einem programmswörterbuch zu befinden, in dem er sich befindet."
"kamland ( kamioka liquid scintillator antineutrino detector ) ist ein japanisches neutrino-experiment in einem ehemaligen bergwerk nahe kamioka und gehört dort wie kamiokande und dessen nachfolger super-kamiokande zum kamioka-observatorium. es dient der beobachtung von elektronen-antineutrinos und besteht aus einem ballon mit szintillator-flüssigkeit von 13 m durchmesser, der von photomultipliern umgeben ist die detektion der antineutrinos erfolgt über ν ̄ e + p → e + + n { \displaystyle { \bar { \nu } } _ { e } +p\to e^ { + } +n } ( eine reaktion mit einer energieschwelle von 1,8 mev ) und das dabei entstehende positron erzeugt ein photon bei paarvernichtung mit einem elektron, das über die photo","kamland ( akronym für kamland radiation experiment ) ist ein japanisches experiment zur neutrinoosmose-spektroskopie. kamland ist die abkürzung für kamland radiation laboratory. es handelt sich um eine forschungseinrichtung, die unter leitung von japanischen wissenschaftlern vom institut yale university betrieben wird. das experiment befindet sich auf dem gelände des kamland-observatoriums in der nähe der japanischen stadt kōfu in der südlichen japanischen provinz shizuku und ist teil des kamland-observatoriums der universität tokio."
"die gemeinsame agrarpolitik ( gap ) ist ein politikbereich der europäischen union. sie gehört zu den ältesten und finanziell bedeutendsten politikfeldern der eu. die sechs gründungsmitglieder der europäischen gemeinschaften einigten sich mit unterzeichnung der römischen verträge 1957 auf die vergemeinschaftung der landwirtschaftspolitik, die 1962 in kraft trat. die gap unterstützte landwirte ursprünglich über preisgarantien. staatliche stellen kauften produkte, die für den garantierten preis ( interventionspreis ) nicht abgesetzt werden konnten, auf. in den 1990er jahren wurde die gap liberalisiert. preisgarantien wurden gesenkt und schrittweise durch produktionsunabhängige direktbeihilfen an landwirtschaftliche höfe ersetzt. die gap beruht heute auf zwei „ säulen “. die erste säule umfasst direktzahlungen an landwirte sowie die gemeinsamen markt","die gemeinsame agrarpolitik ( franz. : gemeinschaft agrarpolitik ) ist ein politisches konzept der europäischen union, bei dem agrarpolitiker und landwirte gemeinsam zuständig sind, um die produktion, die verteilung und die soziale versorgung der mitgliedsstaaten zu verbessern. die gemeinsame agrarpolitik kann als eine form der gemeinsamen ökonomie angesehen werden."
"jimmy donal „ jimbo “ wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer internet-unternehmer, der vor allem als mitbegründer der online-enzyklopädie wikipedia bekannt wurde.","samuel „ sam “ wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer internet-unternehmer, der vor allem als mitbegründer der online-enzyklopädie wikipedia bekannt wurde."
der japanische hundszahn ( erythronium japonicum ) ist eine pflanzenart aus der familie der liliengewächse ( liliaceae ).,der japanische hundszahn ( erythronium japonicum ) ist eine pflanzenart aus der familie der korbblütler ( asteraceae ).
"sterile-insekten-technik ( englisch sterile insect technology, sit ), auch autozidmethode oder selbstvernichtungsverfahren genannt, ist eine methode, um populationen von schadinsekten mittels einer großen anzahl steriler individuen zu dezimieren oder auszurotten. die künstlich produzierten und sterilisierten individuen werden im zielgebiet freigelassen, paaren sich mit fertilen weibchen und senken die wahrscheinlichkeit, dass erfolgreich nachkommen gezeugt werden. die wirkung ist, im gegensatz zu insektiziden, die auch nützliche insekten vernichten und zu großen umweltschäden führen können, beschränkt auf die betroffene insektenart. ein weiterer vorteil der technik ist, dass menschen unabhängig von ihren einkommen gleichermaßen geholfen wird, im gegensatz beispielsweise zum kauf von arznei","die sterile-insekten-technik ( englisch sterile insect technology, sit ) ist eine methode, um populationen von schadinsekten mittels einer großen anzahl steriler individuen zu dezimieren oder auszurotten. die technik wurde 1954 von raymond bushland und stanley knipling entwickelt."
"als stridulation wird eine spezielle form der lauterzeugung durch reiben zweier gegeneinander beweglicher körperteile bezeichnet, die vor allem bei insekten und spinnen zu beobachten ist. sie dient der innerartlichen kommunikation. bei anderen klassen ist stridulation nur selten anzutreffen. unter den säugetieren verständigen sich beispielsweise die streifentenreks im unübersichtlichen urwald durch aneinanderreiben spezieller stacheln. unter den höheren krebsen ist bei der westatlantischen reitkrabbe ein aneinanderreiben der beine zu beobachten, die ein raspelndes geräusch von sich geben. die sandrasselottern sind ein beispiel für reptilien, die durch aneinanderreiben ihrer seitlichen schuppen stridulieren. bei den vögeln zeichnet sich die keulenschwingenpipra ( mach","als stridulation ( lat. „ streifung “ ) bezeichnet man eine spezielle form der lauterzeugung bei insekten und reptilien. bei säugetieren gibt es zwei arten dieser lauterzeugung, die bei vielen reptilien vorkommen. die beiden arten sind ein einziges merkmal, das bei vielen reptilien und den vögeln anzutreffen ist. bei den vögeln gibt es zwei arten, die als lauterzeugungsorgane bezeichnet werden, die bei vielen reptilien auftreten. die bei den vögeln anzutreffende lauterzeugung erfolgt über die vorderseite des körpers. bei den vögeln erfolgt die lauterzeugung über die vorderseite des körpers. die lauterzeugung durch die reibe des körpers wird als stridulation bezeichnet. bei einigen reptilien"
"der hausbock ( hylotrupes bajulus, auch balkenbock oder großer holzwurm ) ist ein vertreter der bockkäfer ( cerambycidae ) der gattung hylotrupes. ( dieses wort ist zusammengesetzt aus ( gr. ) hyle → holz und einer latinisierten form von trypetes → bohr ( end ) er ; baiulus ( lat. ) ist ein träger. )",der zweifarbige holzkäfer ( hylotrupes bajulus ) ist ein vertreter der bohrkäfer ( cerambycidae ) aus der familie der rüsselkäfer ( cerambycidae ).
ein analogsignal ist im rahmen der signaltheorie eine form eines signals mit stufenlosem und unterbrechungsfreiem verlauf. ein analogsignal wird als glatte funktion beschrieben und es lässt sich damit beispielsweise der zeitlich kontinuierliche verlauf einer physikalischen größe wie der schalldruck in form eines analogen audiosignals beschreiben. der wertebereich eines analogsignals wird als dynamikumfang bezeichnet.,"ein analogsignal ist ein physikalisches signal, das im gegensatz zu einem digitalsignal nur einen endlichen zeitbereich durchlässt. es kann sich dabei um ein elektrisches signal, um ein signal oder um ein bild handeln."
"der begriff dataspace bzw. datenraum bezeichnet einen relativ jungen ansatz zur informationsintegration, mit dessen hilfe problematiken sowohl physischer als auch virtueller integrationsansätze gelöst werden sollen. um den erstellungsaufwand einer integrationsarchitektur gering zu halten, wird bei dataspaces keine feste zielstruktur vorab benötigt. stattdessen kommen existierende matching- und mapping-techniken zur anwendung, um daten unabhängig vom grad der integration in einem system zur verfügung zu stellen. der dezentrale ansatz von dataspaces bietet die grundlage für die digitale souveränität von unternehmen, da daten bis zu ihrem abruf in dem einflussbereich des datenurhebers verbleiben können. dataspaces wachsen nach und nach mit ihrer aufgabe bei bedarf, beispielsweise neue geschäftsmodelle wie pay-as-you-go","der begriff dataspace bzw. datenraum bezeichnet einen raum, in dem wissenschaftliche untersuchungen und simulationen durchgeführt werden. in einem solchen datenraum können zum beispiel beobachtungen und simulationen durchgeführt werden, die auf unterschiedlichen weise miteinander verglichen werden können. ein solcher datenraum kann beispielsweise die vergangenheit, zukunft, mögliche umweltverhältnisse, wasserhaushaltsänderungen, strömungsverhältnisse, wasserhaushaltsänderungen und ähnliches beinhalten. in einem solchen datenraum können zum beispiel aussagen über die vergangenheit gemacht werden, die untersuchungen ausgeworfen haben oder die vergangenheit und zukünftige umwelt erforschen und prognosen und voraussagen treffen. der datenraum kann aus vielen komponenten bestehen, z. b."
"der dichtblättrige schwärz-täubling ( russula densifolia ) ist ein ungenießbarer pilz familie der täublingsverwandten ( russulaceae ). der festfleischige, mittelgroße täubling hat dichtstehende lamellen und ist im alter gräulich- oder bräunlich-schwarz gefärbt. das fleisch färbt sich beim anschneiden erst rötlich und dann grau-schwärzlich.",der schwärz-milchling ( russula densifolia ) ist eine pilzart aus der familie der täublingsverwandten ( russulaceae ).
"beim retinalen arterienverschluss kommt es zum verschluss der zentralarterie der netzhaut ( arteria centralis retinae ) des auges. es folgt ein sauerstoffmangel der netzhaut. symptom ist die plötzliche schmerzlose erblindung auf einem auge ca. 30 sekunden nach dem verschlussereignis. ursache für den verschluss ist ein eingeschwemmtes blutgerinnsel ( embolie ), das meistens aus einer halsarterie stammt oder im rahmen von herzrhythmusstörungen durch einen vorhofthrombus entsteht. nach 60 bis 90 minuten treten bereits dauerhafte netzhautschäden auf. in der untersuchung zeigt sich fast vollständiger sehkraftverlust, fehlender pupillenreflex und eine weiß-gräulich verfärbung der nicht durchbluteten netzhau","als amaurosis fugax ( lat. fugax „ verschluss “, von griech. ἀναλύσις, verschluss, entblößung “ ) wird in der medizin ein plötzliches verschlussviskositäts- oder augenbeeinträchtigungssyndrom bezeichnet, das nach einem blutverlust in der hirnhälfte auftritt und zumeist mit einer bewusstseinsstörung einhergeht. ursache ist meist eine thrombose der netzhaut ( arteriosklerose ) des auges, des retinalen gefäßes, der augenhöhle ( arteriosklerose ), der hirnhäute ( arteriosklerose )."
"die misox-schwankung ( im anglo-amerikanischen raum 8.2 kiloyear event genannt ) war eine scharf abgegrenzte, relativ kurzfristige klimaveränderung rund 8200 jahre before present. der name leitet sich vom tal misox in den schweizer alpen ab, in dessen ablagerungen sie im jahre 1960 vom schweizer botaniker heinrich zoller ( 1923–2009 ) erstmals nachgewiesen wurde. im zuge der misox-schwankung kam es im mesolithischen mittel-, nord- und westeuropa im verlauf weniger jahrzehnte zu einer regional unterschiedlichen, aber erheblichen abkühlung um durchschnittlich etwa 2 °c. sie ist auch im grönländischen eis nachzuweisen. die klimaschwankung, ausgelöst durch eine unterbrechung der thermohalinen zirkulation des nordatlantik","die misox-schwankung war eine scharf ablaufende erscheinung im rahmen der globalen erwärmung, die etwa um 6200 v. chr. stattgefunden hat. sie löste das absterben des laurentidischen eisschildes ab."
"unter testautomatisierung ( auch testautomation ) ist die automatisierung von aktivitäten im test zu verstehen, sowohl beim softwaretest als auch beim automatisierten test von hardware, dem hardwaretest.",automatisierte testautomatisierung ( automatisierte testautomatisierung ) ist ein begriff aus der automatisierungstechnik und bezeichnet die automatisierung von testprozessen in der softwareentwicklung. automatisierte testautomatisierung wird vor allem in der testautomatisierung eingesetzt.
"die schule birklehof ist ein reformpädagogisches internat und gymnasium mit ganzheitlichem schulkonzept in hinterzarten, südschwarzwald. der birklehof gehört der round square conference an, einem internationalen zusammenschluss von internatsschulen mit gemeinsamer zielsetzung. diese schulen unternehmen zusammen internationale soziale projekte und pflegen schüleraustausch quer über alle kontinente. außerdem ist der birklehof mitglied in der internate vereinigung sowie im schulverbund blick über den zaun. die schule gehört postalisch zu hinterzarten, obwohl sich die mehrheit der gebäude auf der gemarkung breitnau befindet. das gebäude studio 1 liegt auf der gemarkungsgrenze und wird daher gelegentlich für gemeinsame gemeinderatsbeschlüsse der beiden gemeinden genutzt, die laut gemeindeordnung auf der jeweiligen gemarkung",die reformpädagogikschule birklehof ist eine privatschule mit sitz in hinterzarten im landkreis breitnau. sie wurde 1937 durch heinz bohr und georg hahn gegründet. die schule ist mitglied des sondervereins „ sozialpädagogik e.v. “.
"die hilbert-transformation ist in der funktionalanalysis, einem teilgebiet der mathematik, eine lineare integraltransformation. sie ist nach david hilbert benannt, welcher sie anfang des 20. jahrhunderts bei arbeiten am riemann-hilbert-problem für holomorphe funktionen formulierte. sie wird im bereich der fourier-transformation und der fourieranalyse angewendet. weitere anwendungsgebiete liegen im bereich der signalverarbeitung, bei der sie dazu dient, aus einem reellen signal ein analytisches signal bzw. ein monogenes signal zu bilden.","die hilbert-transformation ist in der funktionalanalysis, einem teilgebiet der mathematik, eine lineare integraltransformation. sie ist nach david hilbert benannt."
"ein operator ist eine mathematische vorschrift ( ein kalkül ), durch die man aus mathematischen objekten neue objekte bilden kann. er kann eine standardisierte funktion oder eine vorschrift über funktionen sein. anwendung finden die operatoren bei rechenoperationen, also bei manuellen oder bei maschinellen berechnungen.","ein operator ist eine mathematische vorschrift ( ein kalkül ), durch die man aus mathematischen objekten neue objekte bilden kann. anwendung finden die operatoren bei rechenoperationen, also bei manuellen oder bei maschinellen berechnungen."
"der barker-code ist ein in der nachrichtentechnik verwendeter binärcode mit minimaler autokorrelation, welcher im bereich der synchronisation und radartechnik verwendung findet. er wurde 1953 von r. h. barker entwickelt.",der barker-code ist ein in der nachrichtentechnik verwendeter binärcode mit maximaler autokorrelation. er wurde 1953 von r. h. barker entwickelt.
"meloxicam ist ein arzneistoff, genauer ein nichtsteroidales antirheumatikum ( nsar, nsaid ) aus der gruppe der oxicame. es ist ein hellgelbes, in wasser nahezu unlösliches pulver.","meloxicam ist ein arzneistoff, der in der tiermedizin eingesetzt wird."
"sir peter l. knight, frs, ( * 12. august 1947 in bedford, bedfordshire ) ist ein britischer theoretischer physiker, der sich mit quantenoptik, atomphysik und quanteninformatik beschäftigt. knight wurde an der sussex university promoviert und war als post-doktorand 1972 bis 1974 bei joseph h. eberly an der university of rochester und am slac. 1976 war er an der johns hopkins university und danach am royal holloway college der universität london und ab 1979 am imperial college. 1983 wurde er dort lecturer, 1987 reader und 1988 professor. 2001 bis 2005 stand er der physik fakultät vor. bis 2008 war er dekan ( principal ) der fakultät für naturwissenschaften am imperial college und bis 2010 stellvertretender rektor, verantwortlich für die forschung.","sir peter ives knight, frs ( * 8. dezember 1952 in bedford, bedfordshire ) ist ein britischer physiker, der sich mit quantenoptik, atomphysik und nichtlinearer optik beschäftigt. knight studierte an der universität bedford mit dem bachelor-abschluss und dem master-abschluss. als post-doktorand war er am imperial college london und ab 1979 am queen's college der universität. 1983 wurde er lecturer, 1987 reader und 1988 professor an der stanford university. 2003 wurde ihm zusammen mit frederic ives der turing award verliehen."
"das sonnensystem umfasst die sonne, die sie umkreisenden planeten und deren natürliche satelliten, die zwergplaneten und andere kleinkörper wie kometen, asteroiden und meteoroiden sowie die gesamtheit aller gas- und staubteilchen, die durch die anziehungskraft der sonne an diese gebunden sind. zum sonnensystem gehört auch die erde.","das sonnensystem umfasst die sonne, die sie umkreisenden planeten und deren natürliche satelliten, die zwergplaneten und andere kleinkörper wie kometen, asteroiden und meteoroiden sowie die gesamtheit aller gas- und staubteilchen, die durch die anziehungskraft der sonne an diese gebunden sind."
